HOG	OG	Gene Tree Parent Clade	Arachis_hypogaea	Brassica_napus	Capsicum_anuum	Prunus_persica	Solanum_lycopersicum
N3.HOG0018010	OG0015291	n0			CA02g05550		
N3.HOG0018011	OG0015299	n0			CA09g07500		
N3.HOG0018012	OG0015321	n0			CA11g05920		Solyc05T000172.1
N3.HOG0018013	OG0015327	n0			CA01g24420		Solyc01T002130.1
N3.HOG0018014	OG0015336	n0			CA04g00250, CA03g06760		Solyc09T002410.1
N3.HOG0018015	OG0015345	n0					Solyc12T000007.1
N3.HOG0018016	OG0015346	n0			CA01g00340		
N3.HOG0018017	OG0015348	n0			CA08g14870		Solyc01T003521.1
N3.HOG0018018	OG0015349	n0			CA08g14040		Solyc01T003574.1
N3.HOG0018019	OG0015367	n0			CA00g25260		Solyc07T001765.1
N3.HOG0018020	OG0015370	n0			CA00g85270		
N3.HOG0018021	OG0015377	n0			CA12g04310		Solyc11T000342.1
N3.HOG0018022	OG0015378	n0			CA06g20210		
N3.HOG0018023	OG0015399	n0			CA03g17100		Solyc03T000208.1
N3.HOG0018024	OG0015407	n0					Solyc02T000432.1
N3.HOG0018025	OG0015409	n0					Solyc12T002515.1
N3.HOG0018026	OG0015420	n0			CA09g18710		Solyc07T000134.1, Solyc12T000460.1
N3.HOG0018027	OG0015428	n0			CA04g23440		Solyc04T003024.1
N3.HOG0018028	OG0015429	n0			CA07g00320		
N3.HOG0018029	OG0015448	n0			CA06g00140		Solyc06T000315.1
N3.HOG0018030	OG0015456	n0			CA02g01960		Solyc03T000832.1
N3.HOG0018031	OG0015470	n0			CA01g10200		Solyc08T000150.1, Solyc08T001655.1
N3.HOG0018032	OG0015474	n0			CA04g16500		
N3.HOG0018033	OG0015487	n0			CA07g21040		Solyc07T002785.1, Solyc01T003495.1
N3.HOG0018034	OG0015493	n0					Solyc07T001166.1
N3.HOG0018035	OG0015494	n3			CA00g36180		Solyc10T000763.1
N3.HOG0018036	OG0015494	n4			CA08g02910		Solyc10T001464.1
N3.HOG0018037	OG0015500	n0					Solyc07T001757.1
N3.HOG0018038	OG0015504	n0			CA08g03440, CA00g96210		
N3.HOG0018039	OG0015507	n0			CA01g00750		Solyc08T002523.1
N3.HOG0018040	OG0015512	n0			CA08g05530		
N3.HOG0018041	OG0015513	n0					Solyc08T001772.1
N3.HOG0018042	OG0015517	n0					Solyc04T001278.1
N3.HOG0018043	OG0015518	n2			CA01g29960		Solyc12T000815.1
N3.HOG0018044	OG0015518	n3			CA12g19400		Solyc12T002604.1
N3.HOG0018045	OG0015519	n0			CA08g06750		
N3.HOG0018046	OG0015522	n0			CA08g08450, CA08g09660		Solyc01T003028.1
N3.HOG0018047	OG0015524	n0			CA12g09830		
N3.HOG0018048	OG0015527	n0			CA02g23280		Solyc02T002188.1
N3.HOG0018049	OG0015531	n0			CA02g30260		Solyc02T002869.1
N3.HOG0018050	OG0015535	n0			CA10g17360		Solyc10T002608.1
N3.HOG0018051	OG0015546	n0					Solyc10T002060.1
N3.HOG0018052	OG0015561	n0			CA02g26660		Solyc03T000930.1
N3.HOG0018053	OG0015562	n0			CA10g00800		Solyc10T000058.1
N3.HOG0018054	OG0015563	n0					Solyc01T001295.1
N3.HOG0018055	OG0015571	n0			CA10g14700		Solyc08T000170.1, Solyc10T002745.1
N3.HOG0018056	OG0015575	n0			CA01g12270, CA01g12210		Solyc01T000066.1
N3.HOG0018057	OG0015577	n0			CA04g13450, CA11g13130		
N3.HOG0018058	OG0015580	n0					Solyc02T001622.1
N3.HOG0018059	OG0015593	n0					Solyc03T002761.1
N3.HOG0018060	OG0015602	n2			CA00g32990		Solyc01T000447.1
N3.HOG0018061	OG0015602	n3			CA03g33340, CA03g33710		Solyc01T000446.1
N3.HOG0018062	OG0015603	n0			CA03g27200		Solyc03T002644.1
N3.HOG0018063	OG0015604	n0			CA01g07200		Solyc04T001850.1
N3.HOG0018064	OG0015609	n0			CA11g16090		Solyc11T002403.2
N3.HOG0018065	OG0015614	n0			CA03g21170, CA03g21120, CA03g21100, CA03g21110		
N3.HOG0018066	OG0015615	n0			CA08g17120		
N3.HOG0018067	OG0015618	n0			CA05g12440		
N3.HOG0018068	OG0015629	n0			CA12g12200		Solyc11T000072.1
N3.HOG0018069	OG0015638	n0			CA11g13060, CA00g15820, CA07g12880		
N3.HOG0018070	OG0015655	n0			CA09g17370		Solyc12T000354.1
N3.HOG0018071	OG0015661	n0			CA05g13340		Solyc04T001728.1, Solyc05T002295.1
N3.HOG0018072	OG0015662	n0			CA03g33470, CA02g23530, CA00g78220, CA11g20440, CA02g22330		
N3.HOG0018073	OG0015663	n0			CA08g19390		Solyc03T000834.1, Solyc01T004335.2
N3.HOG0018074	OG0015666	n0			CA04g08270		
N3.HOG0018075	OG0015670	n0			CA11g00940		Solyc05T000444.1
N3.HOG0018076	OG0015671	n0					Solyc11T000798.1
N3.HOG0018077	OG0015673	n0			CA01g00470		Solyc08T002543.1
N3.HOG0018078	OG0015679	n0			CA10g15120		Solyc09T000082.1, Solyc10T002733.1
N3.HOG0018079	OG0015687	n0			CA01g04840, CA01g04830		Solyc08T002187.1
N3.HOG0018080	OG0015688	n0			CA06g16210, CA01g11420		Solyc01T000106.1
N3.HOG0018081	OG0015697	n0			CA08g02730		Solyc08T000874.1
N3.HOG0018082	OG0015700	n0					Solyc05T000442.1
N3.HOG0018083	OG0015712	n0			CA12g15630, CA12g15640		Solyc07T001065.1
N3.HOG0018084	OG0015719	n0			CA02g15540, CA10g01490		Solyc10T000212.1, Solyc10T000209.1
N3.HOG0018085	OG0015728	n0			CA03g03050, CA12g20780		Solyc12T002712.1
N3.HOG0018086	OG0015732	n0			CA00g32950		
N3.HOG0018087	OG0015735	n0					Solyc08T002165.1
N3.HOG0018088	OG0015736	n0			CA12g00480		Solyc11T000649.1
N3.HOG0018089	OG0015739	n0			CA03g15980		Solyc06T000631.1, Solyc03T001779.1
N3.HOG0018090	OG0015743	n0			CA12g18550		Solyc08T001342.1, Solyc12T002544.1
N3.HOG0018091	OG0015752	n0			CA05g18660		Solyc05T002569.1
N3.HOG0018092	OG0015754	n0					Solyc09T000269.1
N3.HOG0018093	OG0015755	n0			CA10g15820		Solyc10T002666.1
N3.HOG0018094	OG0015757	n0			CA08g10570		Solyc01T003126.1
N3.HOG0018095	OG0015761	n0			CA10g18070		Solyc01T000368.1, Solyc01T000369.1
N3.HOG0018096	OG0015776	n0			CA11g11850, CA11g13560		Solyc11T002059.1
N3.HOG0018097	OG0015785	n0			CA06g00230		Solyc06T000326.1
N3.HOG0018098	OG0015786	n0			CA02g03400		Solyc02T000190.1
N3.HOG0018099	OG0015792	n0			CA11g01190, CA04g10580		Solyc04T002026.1
N3.HOG0018100	OG0015801	n0			CA00g30230		Solyc05T000599.1
N3.HOG0018101	OG0015802	n0			CA12g19470		Solyc09T000788.1, Solyc12T002611.1
N3.HOG0018102	OG0015803	n0			CA11g02820		Solyc05T000615.2
N3.HOG0018103	OG0015810	n0			CA07g03750		Solyc07T000434.1
N3.HOG0018104	OG0015811	n0			CA01g12650		Solyc01T000283.1, Solyc01T000284.1
N3.HOG0018105	OG0015812	n0			CA00g51920, CA00g95260		
N3.HOG0018106	OG0015815	n0			CA12g00250		Solyc05T002747.1
N3.HOG0018107	OG0015818	n0			CA06g11230		Solyc06T001276.2
N3.HOG0018108	OG0015820	n0			CA04g16490		Solyc09T000542.1
N3.HOG0018109	OG0015822	n0			CA01g13130		Solyc06T000916.1
N3.HOG0018110	OG0015825	n0			CA07g07330		Solyc07T001157.1
N3.HOG0018111	OG0015826	n0			CA05g07490		Solyc04T000228.1
N3.HOG0018112	OG0015827	n0			CA02g02940, CA05g06090		Solyc04T000286.1
N3.HOG0018113	OG0015830	n0			CA11g14870, CA11g07950, CA01g06730, CA02g06000		
N3.HOG0018114	OG0015834	n0					Solyc01T003091.1
N3.HOG0018115	OG0015836	n0			CA04g19920, CA04g19900		Solyc04T002747.1
N3.HOG0018116	OG0015840	n0			CA11g01610		Solyc05T000502.1
N3.HOG0018117	OG0015841	n0			CA11g20200		Solyc08T001436.1
N3.HOG0018118	OG0015842	n0			CA02g22720		Solyc04T002150.1, Solyc02T002149.1
N3.HOG0018119	OG0015853	n2			CA06g14930		Solyc06T001551.1
N3.HOG0018120	OG0015853	n3			CA08g15680		Solyc11T001009.1
N3.HOG0018121	OG0015855	n0					Solyc02T002941.1, Solyc02T001067.1
N3.HOG0018122	OG0015858	n0			CA03g24300		Solyc03T002386.1, Solyc06T002037.1
N3.HOG0018123	OG0015860	n0			CA03g06990		Solyc09T002399.1
N3.HOG0018124	OG0015862	n0			CA07g05770		Solyc07T000365.3
N3.HOG0018125	OG0015863	n0			CA01g21370		Solyc01T002509.1
N3.HOG0018126	OG0015864	n0			CA00g60630, CA03g27040		Solyc01T003647.1
N3.HOG0018127	OG0015865	n0			CA04g17750		Solyc04T002575.1
N3.HOG0018128	OG0015868	n0			CA00g72030		Solyc01T004187.1
N3.HOG0018129	OG0015870	n0			CA03g26950		Solyc03T002553.1
N3.HOG0018130	OG0015875	n0			CA08g18550		
N3.HOG0018131	OG0015876	n0			CA10g01590		Solyc10T000227.1
N3.HOG0018132	OG0015877	n0			CA10g04820		Solyc06T001131.1, Solyc09T002499.1
N3.HOG0018133	OG0015879	n0			CA09g02950, CA09g02940		Solyc09T000143.1
N3.HOG0018134	OG0015880	n0			CA11g00870, CA11g00890		
N3.HOG0018135	OG0015881	n0			CA03g35700		
N3.HOG0018136	OG0015883	n0			CA05g08360, CA11g06410		Solyc05T000144.1
N3.HOG0018137	OG0015884	n0			CA01g05450		Solyc08T002137.1
N3.HOG0018138	OG0015886	n0			CA06g17820		Solyc10T001799.1, Solyc12T001853.1
N3.HOG0018139	OG0015888	n1			CA05g12500		
N3.HOG0018140	OG0015888	n2			CA05g12490		Solyc04T000174.1
N3.HOG0018141	OG0015889	n0			CA00g43890		Solyc01T003229.1
N3.HOG0018142	OG0015891	n0			CA04g16330, CA04g16340		Solyc04T002445.1
N3.HOG0018143	OG0015892	n0			CA02g27430		Solyc02T002431.2
N3.HOG0018144	OG0015893	n0			CA06g12070		Solyc06T001325.3
N3.HOG0018145	OG0015894	n0			CA02g15370, CA02g05620, CA06g05730, CA00g82160		
N3.HOG0018146	OG0015896	n0			CA00g97320, CA02g11400, CA02g11420		Solyc08T000381.2
N3.HOG0018147	OG0015897	n0			CA03g04820		Solyc09T002562.1
N3.HOG0018148	OG0015898	n0			CA00g98550		Solyc04T002337.1
N3.HOG0018149	OG0015899	n0			CA09g03340, CA09g10270		Solyc09T001849.1
N3.HOG0018150	OG0015900	n0			CA06g19930, CA00g00570		Solyc03T002483.1
N3.HOG0018151	OG0015901	n0			CA03g16940		Solyc03T000194.1, Solyc03T000193.1, Solyc03T000195.1
N3.HOG0018152	OG0015902	n0			CA12g19040		Solyc03T000399.1
N3.HOG0018153	OG0015903	n0			CA00g24970, CA11g11440, CA00g24980, CA12g18870		
N3.HOG0018154	OG0015905	n0			CA04g10820		Solyc11T001091.2, Solyc11T001100.1
N3.HOG0018155	OG0015906	n3			CA09g13650		Solyc12T000498.1
N3.HOG0018156	OG0015906	n4			CA00g44080		Solyc07T002217.1
N3.HOG0018157	OG0015907	n0			CA09g14720, CA05g13810, CA11g07990, CA08g05250, CA01g00950		Solyc04T000874.1
N3.HOG0018158	OG0015908	n0			CA01g03320, CA01g03290, CA01g03310, CA01g03280, CA01g03270		Solyc08T002297.1
N3.HOG0018159	OG0015909	n1			CA01g04630		Solyc01T004191.1, Solyc09T001856.1, Solyc01T002664.1
N3.HOG0018160	OG0015909	n4			CA01g19540		Solyc01T004192.1
N3.HOG0018161	OG0015910	n1			CA00g34850, CA12g00550, CA00g52500		Solyc01T004157.1
N3.HOG0018162	OG0015910	n4			CA01g05060		Solyc01T004200.1
N3.HOG0018163	OG0015911	n0			CA02g07320, CA01g07500		Solyc08T001943.1, Solyc08T001944.1, Solyc08T001945.1, Solyc03T002781.1
N3.HOG0018164	OG0015912	n0			CA01g07550, CA06g15350		Solyc11T001425.1, Solyc11T001424.1, Solyc11T001423.1, Solyc06T001479.1
N3.HOG0018165	OG0015913	n0			CA01g08930, CA11g09740, CA05g08450, CA03g12350, CA00g34720		Solyc05T001174.1
N3.HOG0018166	OG0015914	n1			CA01g10890		Solyc01T002703.1
N3.HOG0018167	OG0015914	n2			CA01g10860		Solyc10T000676.1, Solyc10T000677.1, Solyc01T002702.1
N3.HOG0018168	OG0015915	n0			CA08g00060, CA01g27630, CA01g11340, CA01g27620, CA00g93830		Solyc05T002515.1
N3.HOG0018169	OG0015916	n3			CA01g11390		Solyc01T000101.1
N3.HOG0018170	OG0015916	n4			CA01g11400		Solyc01T000102.1
N3.HOG0018171	OG0015917	n1			CA11g09560, CA07g15640, CA01g11940		Solyc04T000794.1
N3.HOG0018172	OG0015917	n4			CA12g12360		Solyc04T000792.1
N3.HOG0018173	OG0015918	n0			CA11g10660, CA09g06680, CA01g14990, CA04g06230, CA04g06540, CA07g12310		
N3.HOG0018174	OG0015919	n1			CA09g11570		Solyc05T001568.1
N3.HOG0018175	OG0015919	n3			CA01g18010		Solyc08T000860.1
N3.HOG0018176	OG0015919	n4			CA05g06750		Solyc06T000556.1
N3.HOG0018177	OG0015920	n0			CA00g06850, CA03g07580, CA09g07150, CA09g02400, CA01g19100, CA04g08460		
N3.HOG0018178	OG0015921	n0			CA01g22090, CA01g22160, CA01g32000, CA01g22100, CA05g14270		Solyc01T002062.1
N3.HOG0018179	OG0015922	n0			CA07g05440, CA08g04970, CA08g09420, CA00g36270, CA08g09080, CA01g22820		
N3.HOG0018180	OG0015923	n0			CA07g09040, CA01g30960, CA01g24060, CA00g94160, CA08g03500		Solyc09T001247.1
N3.HOG0018181	OG0015924	n1			CA01g24400		Solyc01T002129.1
N3.HOG0018182	OG0015924	n3			CA00g61570		Solyc12T002086.1
N3.HOG0018183	OG0015924	n4			CA06g00320		Solyc06T000336.1
N3.HOG0018184	OG0015925	n0			CA06g04450, CA00g81800, CA01g26120, CA00g77270, CA03g15040, CA02g01130		
N3.HOG0018185	OG0015926	n0			CA03g21790, CA01g27880, CA03g25890, CA12g19000, CA12g17690		Solyc11T000920.1
N3.HOG0018186	OG0015927	n0			CA08g00030, CA01g28190, CA01g28180, CA08g00010, CA08g00020, CA00g25250		
N3.HOG0018187	OG0015928	n0			CA00g19850, CA10g12510, CA06g25060, CA01g29530, CA04g08780		
N3.HOG0018188	OG0015929	n0			CA02g00690		
N3.HOG0018189	OG0015930	n0			CA05g14090, CA11g19280, CA00g49170, CA02g10870, CA02g01110, CA00g89220		
N3.HOG0018190	OG0015931	n0			CA03g08600, CA03g08520, CA02g02860, CA00g70550, CA00g76070		
N3.HOG0018191	OG0015932	n0			CA08g02920, CA06g11620, CA00g43220, CA02g03410, CA04g10420, CA08g05440		
N3.HOG0018192	OG0015933	n0			CA02g07750, CA03g05740, CA07g11140, CA10g08440		Solyc12T000890.1, Solyc07T000823.1
N3.HOG0018193	OG0015934	n1			CA02g09280		Solyc02T001069.1
N3.HOG0018194	OG0015934	n3			CA02g30930		Solyc02T002946.1
N3.HOG0018195	OG0015934	n4			CA02g30920		Solyc02T002945.1
N3.HOG0018196	OG0015935	n0			CA03g18440, CA02g09700, CA02g13190, CA06g05760, CA06g10890		Solyc03T000743.1
N3.HOG0018197	OG0015936	n0			CA02g13690, CA06g05100, CA06g05190, CA02g10020		Solyc06T000101.1, Solyc08T000780.1
N3.HOG0018198	OG0015937	n1			CA07g05140, CA02g10860		Solyc12T001666.1
N3.HOG0018199	OG0015937	n3			CA06g26980		Solyc07T002149.1, Solyc06T000518.1
N3.HOG0018200	OG0015938	n0			CA02g14830		Solyc10T001049.1, Solyc12T002058.1, Solyc12T001857.1, Solyc08T001036.1, Solyc07T000637.1
N3.HOG0018201	OG0015939	n3			CA10g05260		Solyc10T000026.1
N3.HOG0018202	OG0015939	n4			CA02g19560		Solyc02T001865.1
N3.HOG0018203	OG0015940	n0			CA10g08560, CA02g19900, CA07g00090, CA00g75590, CA00g47570, CA00g89210		
N3.HOG0018204	OG0015941	n0			CA00g78200, CA06g02370, CA00g65270, CA02g20190		Solyc02T001906.3, Solyc02T001905.1
N3.HOG0018205	OG0015942	n0			CA02g22230, CA02g22260, CA02g22240, CA02g22250, CA06g16560, CA04g19160		
N3.HOG0018206	OG0015943	n0			CA05g19350, CA11g01670, CA07g05050, CA00g34590, CA07g09070, CA02g23210		
N3.HOG0018207	OG0015944	n0			CA07g19820, CA10g05490, CA01g32500, CA12g11430, CA09g05610, CA02g27250		
N3.HOG0018208	OG0015945	n0			CA02g29070		Solyc02T002308.1, Solyc02T002311.1, Solyc02T002306.1, Solyc02T002309.1, Solyc02T002307.2
N3.HOG0018209	OG0015946	n0			CA10g03310, CA10g03300, CA03g01730, CA00g91120, CA05g17130		Solyc10T000354.1
N3.HOG0018210	OG0015947	n0			CA12g16150, CA03g01770, CA09g04030, CA00g79760, CA03g02220, CA03g02230		
N3.HOG0018211	OG0015948	n1			CA04g14500		Solyc09T002689.1
N3.HOG0018212	OG0015948	n3			CA03g01880		Solyc09T002688.1
N3.HOG0018213	OG0015948	n4			CA05g17470		Solyc07T000512.1
N3.HOG0018214	OG0015949	n0			CA03g02090, CA03g02060, CA03g02100, CA03g02120, CA03g02110		Solyc09T002674.1
N3.HOG0018215	OG0015950	n0			CA05g19340, CA03g05320, CA03g30070, CA00g57950, CA11g06200		Solyc02T000040.1
N3.HOG0018216	OG0015951	n0			CA03g08120, CA03g08100		Solyc09T002308.1
N3.HOG0018217	OG0015952	n0			CA03g08420, CA07g07890, CA04g07820, CA10g05530, CA05g16100		Solyc12T001638.1
N3.HOG0018218	OG0015953	n0			CA07g08510, CA03g09210, CA11g18630, CA11g17280		Solyc11T001618.1, Solyc11T002323.1
N3.HOG0018219	OG0015954	n0			CA00g09840, CA02g11780, CA00g66860, CA08g13900, CA03g09500, CA03g09490		
N3.HOG0018220	OG0015955	n0			CA06g20420, CA03g11590, CA03g09950, CA06g23900, CA11g07160, CA03g24110		
N3.HOG0018221	OG0015956	n0			CA09g11450, CA05g14460, CA05g09320, CA03g19410, CA10g09140, CA03g12500		
N3.HOG0018222	OG0015957	n1			CA03g17000		Solyc12T000295.1
N3.HOG0018223	OG0015957	n2			CA00g96180, CA09g16560, CA03g16980		Solyc03T000220.1
N3.HOG0018224	OG0015958	n0			CA03g20740, CA03g20750		
N3.HOG0018225	OG0015959	n0			CA03g22400		
N3.HOG0018226	OG0015960	n0			CA09g08560, CA09g08570, CA09g06630, CA09g09220, CA03g22590		Solyc09T001596.1
N3.HOG0018227	OG0015961	n0			CA03g25460, CA10g15420, CA07g18680		Solyc09T001306.1, Solyc09T000342.1, Solyc01T004401.1
N3.HOG0018228	OG0015962	n1			CA03g25650		Solyc04T001793.1
N3.HOG0018229	OG0015962	n2			CA00g49210, CA00g41010		Solyc04T001792.1, Solyc07T000593.1
N3.HOG0018230	OG0015963	n0			CA03g25990, CA00g94840, CA03g23950, CA03g25960, CA03g23940, CA03g25930		
N3.HOG0018231	OG0015964	n0			CA03g31460, CA03g31480, CA03g31490, CA03g31450, CA03g31470		Solyc03T002905.1
N3.HOG0018232	OG0015965	n0			CA08g14050, CA07g06440, CA04g02480, CA04g02490, CA07g06010, CA12g08940		
N3.HOG0018233	OG0015966	n0			CA08g10640, CA04g06440		Solyc02T000257.1, Solyc03T001927.1, Solyc06T001672.1, Solyc08T001552.1
N3.HOG0018234	OG0015967	n0			CA04g06700, CA05g06230, CA06g03300, CA07g10590, CA00g49330, CA01g32240		
N3.HOG0018235	OG0015968	n0			CA04g11290, CA04g13240		Solyc09T001480.1, Solyc04T001596.1, Solyc09T001084.1
N3.HOG0018236	OG0015969	n0			CA04g15210		Solyc05T000039.1, Solyc04T000097.1, Solyc11T001695.1, Solyc02T000465.1, Solyc05T000038.1
N3.HOG0018237	OG0015970	n0			CA04g15550		Solyc02T000604.1, Solyc02T000620.1, Solyc04T002326.1, Solyc04T002324.1
N3.HOG0018238	OG0015971	n0			CA05g02950, CA05g02940, CA05g02960, CA05g03000, CA05g02990		Solyc04T000457.1
N3.HOG0018239	OG0015972	n3			CA05g03700		Solyc04T000354.1
N3.HOG0018240	OG0015972	n4			CA05g19170		Solyc05T002624.1
N3.HOG0018241	OG0015973	n0			CA05g08370, CA04g21100, CA00g22870, CA04g00960, CA07g08050		Solyc04T001654.1
N3.HOG0018242	OG0015974	n3			CA05g10980		Solyc05T002031.1
N3.HOG0018243	OG0015974	n4			CA07g05000		Solyc07T000500.1
N3.HOG0018244	OG0015975	n0			CA05g11210		Solyc05T002173.1, Solyc10T000337.1, Solyc10T000339.1, Solyc10T000336.1, Solyc10T000338.1
N3.HOG0018245	OG0015976	n1			CA11g07840		Solyc08T001410.1, Solyc07T000707.1
N3.HOG0018246	OG0015976	n3			CA05g11360		Solyc02T001817.1, Solyc08T000856.1
N3.HOG0018247	OG0015977	n0			CA07g15190, CA06g20390, CA07g12550, CA05g13120, CA06g20320		Solyc10T001111.1
N3.HOG0018248	OG0015978	n0			CA09g09800, CA05g16050, CA07g04240, CA06g02650		Solyc12T001662.1, Solyc03T000610.1
N3.HOG0018249	OG0015979	n0			CA10g17210, CA06g15400, CA05g16070, CA00g25580, CA00g25570		Solyc10T002588.1
N3.HOG0018250	OG0015980	n1			CA02g11740		Solyc01T000775.1
N3.HOG0018251	OG0015980	n2			CA06g16710, CA00g71690, CA06g01940		Solyc10T001028.1
N3.HOG0018252	OG0015981	n0			CA00g89350, CA06g04290, CA00g89170, CA00g99180, CA00g89450, CA00g97680		
N3.HOG0018253	OG0015982	n1			CA04g00050		Solyc03T000014.2
N3.HOG0018254	OG0015982	n3			CA06g09280		Solyc06T001188.1
N3.HOG0018255	OG0015982	n4			CA04g00060		Solyc01T000477.1
N3.HOG0018256	OG0015983	n0			CA06g13500		Solyc06T001399.1, Solyc12T000394.1, Solyc05T000725.1, Solyc12T000397.1, Solyc06T001396.2
N3.HOG0018257	OG0015984	n0			CA06g16900		
N3.HOG0018258	OG0015985	n0			CA11g12530, CA00g45540, CA06g20600, CA06g19840, CA06g20750		Solyc05T002269.1
N3.HOG0018259	OG0015986	n0			CA06g22200, CA06g22220, CA06g22250, CA06g22210, CA08g04520, CA08g02490		
N3.HOG0018260	OG0015987	n0			CA06g24650		Solyc06T002460.1, Solyc06T002458.1, Solyc01T001685.1
N3.HOG0018261	OG0015988	n0			CA07g00010, CA00g97110		Solyc07T000150.1, Solyc11T001289.1, Solyc11T001290.1, Solyc11T001287.1
N3.HOG0018262	OG0015989	n0			CA07g03310, CA03g00610, CA03g00580, CA12g12540, CA03g00600		Solyc09T002782.1
N3.HOG0018263	OG0015990	n0			CA08g11330, CA07g04600, CA08g11310, CA08g11320, CA08g11300		Solyc01T003182.1
N3.HOG0018264	OG0015991	n1			CA07g12450		Solyc07T001980.1
N3.HOG0018265	OG0015991	n2			CA07g12440		Solyc06T000578.1, PRAM_66596.1.p1, Solyc07T001981.4
N3.HOG0018266	OG0015992	n0			CA07g15890, CA07g15880, CA12g07690, CA07g15130, CA07g15790		Solyc07T002264.1
N3.HOG0018267	OG0015993	n0			CA00g59700, CA12g01970, CA07g15990, CA12g01950, CA12g02060, CA12g02000		
N3.HOG0018268	OG0015994	n0			CA01g01570, CA04g23180, CA09g00440, CA08g00230, CA00g82400, CA00g85960		
N3.HOG0018269	OG0015995	n0			CA08g06780, CA08g07040, CA08g06790, CA10g13700, CA10g13720		Solyc07T002089.1
N3.HOG0018270	OG0015996	n2			CA10g16750		Solyc10T002616.1
N3.HOG0018271	OG0015996	n3			CA09g00340, CA09g06010		Solyc09T000404.1
N3.HOG0018272	OG0015997	n0			CA00g41130, CA09g01730		Solyc07T000847.1, Solyc07T000860.1, Solyc07T000846.1, Solyc03T000202.1
N3.HOG0018273	OG0015998	n0			CA09g02840, CA09g02850, CA10g15240, CA10g15250, CA10g15260		Solyc09T000167.1
N3.HOG0018274	OG0015999	n0			CA09g05670		Solyc09T000551.1
N3.HOG0018275	OG0016000	n0			CA00g90750, CA09g06260		Solyc10T000940.1
N3.HOG0018276	OG0016001	n0			CA09g07820, CA12g19630, CA00g74790, CA12g19560, CA12g19620		Solyc12T000504.1
N3.HOG0018277	OG0016002	n0			CA06g27240, CA04g23280, CA00g97790, CA10g09610, CA09g07970, CA06g27310		
N3.HOG0018278	OG0016003	n1			CA09g10040		Solyc09T000059.1
N3.HOG0018279	OG0016003	n2			CA09g10070, CA09g10370		Solyc09T000061.1, Solyc09T000060.1
N3.HOG0018280	OG0016004	n1			CA09g15900, CA09g15410		Solyc12T000473.1
N3.HOG0018281	OG0016004	n3			CA09g14290, CA00g73910		Solyc12T000353.1
N3.HOG0018282	OG0016005	n0			CA10g02940, CA04g23750, CA10g00020, CA10g00030, CA10g02930		Solyc10T000322.1
N3.HOG0018283	OG0016006	n0			CA10g02730, CA10g02870, CA10g02720, CA00g71900		Solyc07T002061.1
N3.HOG0018284	OG0016007	n0			CA10g09370		Solyc10T001886.1, Solyc10T001893.1, Solyc10T001909.1, Solyc10T001879.1, Solyc10T001900.1
N3.HOG0018285	OG0016008	n1			CA10g11650		Solyc10T002913.1, Solyc10T002912.1
N3.HOG0018286	OG0016008	n3			CA10g11690, CA10g11710		Solyc10T002910.2
N3.HOG0018287	OG0016009	n0			CA10g13860, CA06g25650, CA10g13870, CA10g13850		Solyc06T002556.1
N3.HOG0018288	OG0016010	n0			CA00g25550, CA10g17200		Solyc12T000042.1, Solyc02T001836.1, Solyc07T001922.1, Solyc12T000043.1
N3.HOG0018289	OG0016011	n0			CA12g07270, CA10g17650, CA06g23600, CA00g95180, CA10g17660		Solyc10T002563.1
N3.HOG0018290	OG0016012	n2			CA00g92610		Solyc06T001243.2
N3.HOG0018291	OG0016012	n3			CA00g32790, CA10g17700		Solyc10T002560.1
N3.HOG0018292	OG0016013	n0			CA11g10370		Solyc06T000725.1, Solyc04T001392.1, Solyc08T000664.1, Solyc04T001393.1, Solyc05T001516.1
N3.HOG0018293	OG0016014	n0			CA00g84430, CA00g80310, CA00g90550, CA00g73940, CA11g20460, CA00g80300		
N3.HOG0018294	OG0016015	n1			CA12g01570, CA12g01550		Solyc10T001874.1
N3.HOG0018295	OG0016015	n3			CA12g01580, CA12g01520		Solyc11T000552.1
N3.HOG0018296	OG0016016	n0			CA12g14180		Solyc12T002258.1, Solyc12T002277.1, Solyc12T002259.1, Solyc12T002278.1, Solyc12T002270.1
N3.HOG0018297	OG0016017	n2			CA06g19170		Solyc06T001939.1
N3.HOG0018298	OG0016017	n3			CA00g80710		Solyc03T002572.1
N3.HOG0018299	OG0016018	n0			CA10g19780, CA10g19880, CA10g19870, CA10g19790		
N3.HOG0018300	OG0016019	n0			CA05g17170, CA00g93680, CA00g91110, CA05g17120		Solyc05T002482.1
N3.HOG0018301	OG0016020	n0			CA03g23630		Solyc11T001048.1, Solyc11T001051.1, Solyc11T001049.1, Solyc06T001540.1, Solyc11T001043.1
N3.HOG0018302	OG0016021	n0			CA00g58770, CA00g58780		Solyc01T004255.1, Solyc10T001857.1, Solyc10T001856.1, Solyc01T004257.1
N3.HOG0018303	OG0016022	n1					Solyc02T002656.1
N3.HOG0018304	OG0016022	n2			CA00g79980		Solyc04T000180.1, Solyc05T000338.1
N3.HOG0018305	OG0016023	n0			CA00g97910, CA00g83450, CA00g95110, CA00g81100, CA00g81090, CA00g95520		
N3.HOG0018306	OG0016024	n0			CA00g84810		Solyc12T001228.1, Solyc03T000774.1, Solyc01T000740.1, Solyc02T001628.1, Solyc03T001551.1
N3.HOG0018307	OG0016040	n0					Solyc08T001653.1
N3.HOG0018308	OG0016044	n0					Solyc03T002733.1
