Orthogroup	Arachis_hypogaea	Solanum_lycopersicum
OG0016475	arahy.Tifrunner.gnm1.ann1.WYBN0Q.2, arahy.Tifrunner.gnm1.ann1.BB2RVD.1	Solyc03T003499.1
OG0016477	arahy.Tifrunner.gnm1.ann1.EFKW6F.1, arahy.Tifrunner.gnm1.ann1.6T2KW8.1	Solyc12T000160.1
OG0016478	arahy.Tifrunner.gnm1.ann1.59PT6M.1, arahy.Tifrunner.gnm1.ann1.36D870.1	Solyc08T000325.1
OG0016479	arahy.Tifrunner.gnm1.ann1.PM2MNG.1, arahy.Tifrunner.gnm1.ann1.KEU6X6.1	Solyc02T001494.1
OG0016480	arahy.Tifrunner.gnm1.ann1.TPYS12.1, arahy.Tifrunner.gnm1.ann1.S2N06Y.1	Solyc09T000531.1
OG0016482	arahy.Tifrunner.gnm1.ann1.L5WCB3.1	Solyc04T000476.1
OG0016483	arahy.Tifrunner.gnm1.ann1.IH3VZP.1, arahy.Tifrunner.gnm1.ann1.HZCZ32.1	Solyc02T001256.1
OG0016484	arahy.Tifrunner.gnm1.ann1.YK6NC6.1, arahy.Tifrunner.gnm1.ann1.4LCW9K.1	Solyc01T000132.1
OG0016485	arahy.Tifrunner.gnm1.ann1.T5BQ73.1, arahy.Tifrunner.gnm1.ann1.X3J0BR.1	Solyc01T004214.1
OG0016486	arahy.Tifrunner.gnm1.ann1.M9595M.1, arahy.Tifrunner.gnm1.ann1.3EW3TZ.1	Solyc07T000984.1
OG0016487	arahy.Tifrunner.gnm1.ann1.VXY3NA.1, arahy.Tifrunner.gnm1.ann1.9AGX7Y.1	Solyc01T004144.1
OG0016489	arahy.Tifrunner.gnm1.ann1.H9PZRL.1, arahy.Tifrunner.gnm1.ann1.U0X1YR.1	Solyc04T001839.1
OG0016490	arahy.Tifrunner.gnm1.ann1.S5UIT3.1, arahy.Tifrunner.gnm1.ann1.QUE6U2.1	Solyc11T002321.1
OG0016491	arahy.Tifrunner.gnm1.ann1.LULC1Z.1, arahy.Tifrunner.gnm1.ann1.CDC39Z.2	Solyc06T000817.1
OG0016492	arahy.Tifrunner.gnm1.ann1.311ECE.1	Solyc04T000096.1, Solyc11T001694.1
OG0016493	arahy.Tifrunner.gnm1.ann1.8IHJ7B.1, arahy.Tifrunner.gnm1.ann1.I2F35R.1	Solyc11T002563.1
OG0016495	arahy.Tifrunner.gnm1.ann1.ZI6FWF.1	Solyc03T003267.2
OG0016497	arahy.Tifrunner.gnm1.ann1.58XN2N.1, arahy.Tifrunner.gnm1.ann1.QNW6LA.1	Solyc07T002535.1
OG0016498	arahy.Tifrunner.gnm1.ann1.U0IDC3.1, arahy.Tifrunner.gnm1.ann1.GY8AT6.1	Solyc03T002170.1
OG0016499	arahy.Tifrunner.gnm1.ann1.6C0S3N.1, arahy.Tifrunner.gnm1.ann1.XP6L5A.1	Solyc12T000198.1
OG0016500	arahy.Tifrunner.gnm1.ann1.8B838V.1, arahy.Tifrunner.gnm1.ann1.ET305C.1	Solyc02T001244.1
OG0016502	arahy.Tifrunner.gnm1.ann1.6IHZ0U.1, arahy.Tifrunner.gnm1.ann1.STN4DM.1	Solyc07T002433.1
OG0016504	arahy.Tifrunner.gnm1.ann1.RQ8JR0.1, arahy.Tifrunner.gnm1.ann1.W0CVEC.1	Solyc06T002192.1
OG0016505	arahy.Tifrunner.gnm1.ann1.20UF8T.1, arahy.Tifrunner.gnm1.ann1.N1LTPI.1	Solyc01T000675.1, Solyc01T000654.1
OG0016506	arahy.Tifrunner.gnm1.ann1.7J7LQN.1, arahy.Tifrunner.gnm1.ann1.32576I.1	Solyc01T000040.1
OG0016509	arahy.Tifrunner.gnm1.ann1.24AKL2.1, arahy.Tifrunner.gnm1.ann1.F30MHA.1	Solyc01T003740.1
OG0016510	arahy.Tifrunner.gnm1.ann1.7BZL8T.1, arahy.Tifrunner.gnm1.ann1.7472IT.1	Solyc02T001567.1
OG0016512	arahy.Tifrunner.gnm1.ann1.NKR24F.1, arahy.Tifrunner.gnm1.ann1.1829LU.1	Solyc04T003017.2
OG0016513	arahy.Tifrunner.gnm1.ann1.BS65EZ.1, arahy.Tifrunner.gnm1.ann1.3DT704.1, arahy.Tifrunner.gnm1.ann1.2WB24X.1	Solyc04T002808.1
OG0016515	arahy.Tifrunner.gnm1.ann1.UGU8WE.1, arahy.Tifrunner.gnm1.ann1.NPK61P.1	Solyc01T003721.1
OG0016518	arahy.Tifrunner.gnm1.ann1.A4X5BJ.1, arahy.Tifrunner.gnm1.ann1.TPI750.2	Solyc03T002234.1
OG0016523	arahy.Tifrunner.gnm1.ann1.EIFI85.1, arahy.Tifrunner.gnm1.ann1.BI07LJ.1	Solyc01T001041.1
OG0016524	arahy.Tifrunner.gnm1.ann1.J7KZU5.1, arahy.Tifrunner.gnm1.ann1.RE3Q9G.1	Solyc06T000067.1
OG0016525	arahy.Tifrunner.gnm1.ann1.QD9WVF.1, arahy.Tifrunner.gnm1.ann1.9N1GR3.2	Solyc05T000097.1
OG0016526	arahy.Tifrunner.gnm1.ann1.8Q4NXZ.3, arahy.Tifrunner.gnm1.ann1.5G1BL4.1	Solyc05T001218.1
OG0016529	arahy.Tifrunner.gnm1.ann1.S6CP9J.1, arahy.Tifrunner.gnm1.ann1.C4Q3NJ.1	Solyc11T000199.1
OG0016530	arahy.Tifrunner.gnm1.ann1.H2AKZ1.1	Solyc11T000050.1
OG0016532	arahy.Tifrunner.gnm1.ann1.3JX01Z.1, arahy.Tifrunner.gnm1.ann1.9A4AY7.1	Solyc08T002402.1
OG0016534	arahy.Tifrunner.gnm1.ann1.015R0E.1, arahy.Tifrunner.gnm1.ann1.04A9SJ.1	Solyc03T001200.1
OG0016536	arahy.Tifrunner.gnm1.ann1.VYW2HA.1, arahy.Tifrunner.gnm1.ann1.NT97EM.1, arahy.Tifrunner.gnm1.ann1.L5PHVW.1	Solyc11T002054.1
OG0016537	arahy.Tifrunner.gnm1.ann1.MI3W0U.1, arahy.Tifrunner.gnm1.ann1.88337C.1	Solyc11T001956.1
OG0016538	arahy.Tifrunner.gnm1.ann1.GA3TRK.1, arahy.Tifrunner.gnm1.ann1.4BW8FX.1	Solyc06T002437.1
OG0016539	arahy.Tifrunner.gnm1.ann1.WGY3ZU.1, arahy.Tifrunner.gnm1.ann1.IEEP0H.1	Solyc06T002483.1
OG0016542	arahy.Tifrunner.gnm1.ann1.7Z45GE.1, arahy.Tifrunner.gnm1.ann1.RQ0VMS.1	Solyc09T000729.1
OG0016544	arahy.Tifrunner.gnm1.ann1.12MHRI.1	Solyc01T004228.1
OG0016545	arahy.Tifrunner.gnm1.ann1.8D8LNX.2	Solyc01T000620.1, Solyc01T000585.1, Solyc01T000598.1, Solyc01T000609.1
OG0016546	arahy.Tifrunner.gnm1.ann1.GJFG9F.1, arahy.Tifrunner.gnm1.ann1.ZG0GPL.1	Solyc04T000266.1
OG0016547	arahy.Tifrunner.gnm1.ann1.05YYMQ.1, arahy.Tifrunner.gnm1.ann1.W39MEW.1	Solyc07T002239.1
OG0016549	arahy.Tifrunner.gnm1.ann1.UTAL3L.1	Solyc05T002275.1
OG0016551	arahy.Tifrunner.gnm1.ann1.W0KZJE.1	Solyc01T002505.1
OG0016552	arahy.Tifrunner.gnm1.ann1.0G1QRI.1, arahy.Tifrunner.gnm1.ann1.DF1MTK.1	Solyc12T001057.1, Solyc01T001541.1
OG0016554	arahy.Tifrunner.gnm1.ann1.82DJJY.1	Solyc08T002461.1
OG0016557	arahy.Tifrunner.gnm1.ann1.I6EE1A.1, arahy.Tifrunner.gnm1.ann1.KPLK3V.1	Solyc02T001571.1
OG0016558	arahy.Tifrunner.gnm1.ann1.GM9EE4.1, arahy.Tifrunner.gnm1.ann1.NW487P.1, arahy.Tifrunner.gnm1.ann1.XGMD9S.1	Solyc05T002194.1
OG0016561	arahy.Tifrunner.gnm1.ann1.G66ML0.1, arahy.Tifrunner.gnm1.ann1.U5HZVG.1	Solyc01T003617.1
OG0016562	arahy.Tifrunner.gnm1.ann1.RZ9NRN.3, arahy.Tifrunner.gnm1.ann1.5V21GG.1	Solyc04T001684.1
OG0016563	arahy.Tifrunner.gnm1.ann1.66UZXJ.1, arahy.Tifrunner.gnm1.ann1.NJXS8G.1	Solyc03T001963.1
OG0016564	arahy.Tifrunner.gnm1.ann1.X5G4SJ.1, arahy.Tifrunner.gnm1.ann1.13RJNQ.1	Solyc01T003779.1
OG0016565	arahy.Tifrunner.gnm1.ann1.V4QB5P.1, arahy.Tifrunner.gnm1.ann1.YLX2VM.1	Solyc06T002146.1
OG0016566	arahy.Tifrunner.gnm1.ann1.IJ2ITM.1, arahy.Tifrunner.gnm1.ann1.HR2C9L.1	Solyc07T001810.1
OG0016568	arahy.Tifrunner.gnm1.ann1.32T4T6.1	Solyc02T002488.1, Solyc02T000936.1
OG0016573	arahy.Tifrunner.gnm1.ann1.IE4QSS.1, arahy.Tifrunner.gnm1.ann1.51AWIK.1, arahy.Tifrunner.gnm1.ann1.LHTL6D.1, arahy.Tifrunner.gnm1.ann1.X9YRJ7.1	Solyc11T001228.1
OG0016574	arahy.Tifrunner.gnm1.ann1.5N87D2.1, arahy.Tifrunner.gnm1.ann1.P2HZ90.1	Solyc03T000013.1
OG0016575	arahy.Tifrunner.gnm1.ann1.I0F6BN.1, arahy.Tifrunner.gnm1.ann1.A7JCH7.1	Solyc11T000418.1
OG0016577	arahy.Tifrunner.gnm1.ann1.YD7G6D.1, arahy.Tifrunner.gnm1.ann1.CMRQ0D.2	Solyc02T002315.1
OG0016578	arahy.Tifrunner.gnm1.ann1.53DGJE.1, arahy.Tifrunner.gnm1.ann1.A7US25.1	Solyc01T003679.1
OG0016579	arahy.Tifrunner.gnm1.ann1.AVX1YG.1, arahy.Tifrunner.gnm1.ann1.S1Y3JB.1	Solyc02T001440.1
OG0016583	arahy.Tifrunner.gnm1.ann1.GBJ2WV.1	Solyc05T002307.1
OG0016586	arahy.Tifrunner.gnm1.ann1.FU6RJX.1, arahy.Tifrunner.gnm1.ann1.92LXSJ.1	Solyc11T000415.1
OG0016587	arahy.Tifrunner.gnm1.ann1.33CL05.1, arahy.Tifrunner.gnm1.ann1.3VIJ8X.1	Solyc02T002183.1
OG0016588	arahy.Tifrunner.gnm1.ann1.2VHL38.1, arahy.Tifrunner.gnm1.ann1.85GVTZ.1	Solyc03T000894.1
OG0016589	arahy.Tifrunner.gnm1.ann1.XP4MBM.1, arahy.Tifrunner.gnm1.ann1.YSDC3Q.1	Solyc03T001636.1
OG0016592	arahy.Tifrunner.gnm1.ann1.Q5Y61J.1, arahy.Tifrunner.gnm1.ann1.4LZP30.1	Solyc01T004007.1
OG0016593	arahy.Tifrunner.gnm1.ann1.VF9H9Z.1, arahy.Tifrunner.gnm1.ann1.ERQ37Z.1	Solyc08T001463.1
OG0016594	arahy.Tifrunner.gnm1.ann1.E4H4JU.1, arahy.Tifrunner.gnm1.ann1.PE1IHV.1	Solyc09T000210.1
OG0016595	arahy.Tifrunner.gnm1.ann1.W2IKWJ.1, arahy.Tifrunner.gnm1.ann1.PL6VCC.1	Solyc01T003632.1
OG0016596	arahy.Tifrunner.gnm1.ann1.XG11M2.1, arahy.Tifrunner.gnm1.ann1.94R5ZM.1	Solyc01T000235.1
OG0016597	arahy.Tifrunner.gnm1.ann1.PG8TDT.1, arahy.Tifrunner.gnm1.ann1.E0TNI0.1	Solyc06T000927.1
OG0016598	arahy.Tifrunner.gnm1.ann1.L65DKI.1, arahy.Tifrunner.gnm1.ann1.L5Q3AX.1	Solyc02T001492.1
OG0016600	arahy.Tifrunner.gnm1.ann1.Z970KM.1, arahy.Tifrunner.gnm1.ann1.GM3KBV.1	Solyc01T003629.1
OG0016601	arahy.Tifrunner.gnm1.ann1.C5T4VQ.1, arahy.Tifrunner.gnm1.ann1.FJ610L.1, arahy.Tifrunner.gnm1.ann1.X9WA5F.1, arahy.Tifrunner.gnm1.ann1.VDH4YT.1	Solyc06T001922.1
OG0016609	arahy.Tifrunner.gnm1.ann1.GR9NQC.1, arahy.Tifrunner.gnm1.ann1.A58RJ7.1	Solyc06T001880.1
OG0016610	arahy.Tifrunner.gnm1.ann1.JLPM7R.1, arahy.Tifrunner.gnm1.ann1.KU3WND.1	Solyc02T000194.1
OG0016611	arahy.Tifrunner.gnm1.ann1.CPZJ30.1	Solyc02T001519.1
OG0016612	arahy.Tifrunner.gnm1.ann1.TBD9DX.1, arahy.Tifrunner.gnm1.ann1.23B9T9.1	Solyc11T000035.1
OG0016613	arahy.Tifrunner.gnm1.ann1.2W5J38.1, arahy.Tifrunner.gnm1.ann1.85NTLH.1	Solyc08T001220.1
OG0016617	arahy.Tifrunner.gnm1.ann1.PHA4NK.1, arahy.Tifrunner.gnm1.ann1.Y88CQU.1, arahy.Tifrunner.gnm1.ann1.D5U6MU.1, arahy.Tifrunner.gnm1.ann1.1H3032.1	Solyc09T002020.1
OG0016619	arahy.Tifrunner.gnm1.ann1.31ALDJ.1, arahy.Tifrunner.gnm1.ann1.CV46MP.1	Solyc02T001550.1
OG0016624	arahy.Tifrunner.gnm1.ann1.PFL66H.1, arahy.Tifrunner.gnm1.ann1.TF3CHY.1	Solyc06T001910.1
OG0016625	arahy.Tifrunner.gnm1.ann1.UB23H3.1, arahy.Tifrunner.gnm1.ann1.UMZ78C.1	Solyc03T001635.1
OG0016627	arahy.Tifrunner.gnm1.ann1.73019P.1, arahy.Tifrunner.gnm1.ann1.973ZBX.1	Solyc02T001313.1
OG0016629	arahy.Tifrunner.gnm1.ann1.KXK24S.1, arahy.Tifrunner.gnm1.ann1.M92GQT.1	Solyc02T000943.1
OG0016633	arahy.Tifrunner.gnm1.ann1.VDQ3GL.1, arahy.Tifrunner.gnm1.ann1.XQH8GL.1	Solyc02T001362.1
OG0016634	arahy.Tifrunner.gnm1.ann1.Z4TF31.1, arahy.Tifrunner.gnm1.ann1.7X0NJW.1	Solyc02T001696.1
OG0016635	arahy.Tifrunner.gnm1.ann1.ENRJ0V.1, arahy.Tifrunner.gnm1.ann1.K1H867.1	Solyc08T000163.1
OG0016636	arahy.Tifrunner.gnm1.ann1.1BSW5W.1, arahy.Tifrunner.gnm1.ann1.X7VV7H.1	Solyc08T002480.1
OG0016637	arahy.Tifrunner.gnm1.ann1.AU9Y8G.1, arahy.Tifrunner.gnm1.ann1.SLQH96.1	Solyc02T001937.1
OG0016641	arahy.Tifrunner.gnm1.ann1.WESH1Z.1	Solyc11T000562.1
OG0016642	arahy.Tifrunner.gnm1.ann1.TJZR4S.1, arahy.Tifrunner.gnm1.ann1.3IGY6I.1	Solyc04T001344.1
OG0016643	arahy.Tifrunner.gnm1.ann1.DE1TT0.1, arahy.Tifrunner.gnm1.ann1.5066N7.1	Solyc03T002244.1
OG0016644	arahy.Tifrunner.gnm1.ann1.TF9NF6.1, arahy.Tifrunner.gnm1.ann1.H3NIN5.3	Solyc02T001822.8
OG0016646	arahy.Tifrunner.gnm1.ann1.YQ6BX1.1, arahy.Tifrunner.gnm1.ann1.567U2I.1	Solyc07T001560.1
OG0016647	arahy.Tifrunner.gnm1.ann1.XPH37R.1, arahy.Tifrunner.gnm1.ann1.JDY7EF.1	Solyc03T003137.1
OG0016649	arahy.Tifrunner.gnm1.ann1.I4PWFV.1, arahy.Tifrunner.gnm1.ann1.S5EEEI.1	Solyc02T002772.1
OG0016651	arahy.Tifrunner.gnm1.ann1.L8N3TB.1, arahy.Tifrunner.gnm1.ann1.F7NT5K.1, arahy.Tifrunner.gnm1.ann1.B3BVVR.1	Solyc05T000300.1
OG0016652	arahy.Tifrunner.gnm1.ann1.Z32ZXD.1, arahy.Tifrunner.gnm1.ann1.82KWKE.1	Solyc09T002498.1, Solyc09T002494.1
OG0016654	arahy.Tifrunner.gnm1.ann1.ZZUQ03.1, arahy.Tifrunner.gnm1.ann1.E56BAP.2	Solyc04T002089.2
OG0016657	arahy.Tifrunner.gnm1.ann1.GC3M86.1, arahy.Tifrunner.gnm1.ann1.N53U3E.2	Solyc03T003176.1
OG0016658	arahy.Tifrunner.gnm1.ann1.2E2A40.1, arahy.Tifrunner.gnm1.ann1.GA9U6U.1	Solyc03T003168.1
OG0016660	arahy.Tifrunner.gnm1.ann1.04BWFM.1, arahy.Tifrunner.gnm1.ann1.RQXR03.1	Solyc08T001862.1
OG0016662	arahy.Tifrunner.gnm1.ann1.DZY87B.1, arahy.Tifrunner.gnm1.ann1.WYT1JR.1	Solyc11T000474.1
OG0016666	arahy.Tifrunner.gnm1.ann1.IVG2V7.1, arahy.Tifrunner.gnm1.ann1.UGGX0P.1	Solyc08T001924.1
OG0016668	arahy.Tifrunner.gnm1.ann1.3CP6K6.1, arahy.Tifrunner.gnm1.ann1.1AZ5A9.1	Solyc08T001963.1
OG0016669	arahy.Tifrunner.gnm1.ann1.BSFP8J.1, arahy.Tifrunner.gnm1.ann1.HD9PWI.1	Solyc03T000632.1
OG0016670	arahy.Tifrunner.gnm1.ann1.MI6H1K.1, arahy.Tifrunner.gnm1.ann1.0D67R5.1	Solyc03T002301.1
OG0016672	arahy.Tifrunner.gnm1.ann1.48QVST.1, arahy.Tifrunner.gnm1.ann1.LAC4GL.1	Solyc04T002092.1
OG0016675	arahy.Tifrunner.gnm1.ann1.H0WU6V.1, arahy.Tifrunner.gnm1.ann1.K59KPA.1	Solyc01T003105.1
OG0016677	arahy.Tifrunner.gnm1.ann1.4E1RNV.1, arahy.Tifrunner.gnm1.ann1.48M1R9.2	Solyc06T000275.1
OG0016678	arahy.Tifrunner.gnm1.ann1.PC0NS4.1, arahy.Tifrunner.gnm1.ann1.M9L3KI.1	Solyc08T002006.1
OG0016681	arahy.Tifrunner.gnm1.ann1.1LNH8N.1, arahy.Tifrunner.gnm1.ann1.API64X.1	Solyc03T002627.1
OG0016683	arahy.Tifrunner.gnm1.ann1.986LRW.1, arahy.Tifrunner.gnm1.ann1.JQT6QK.1	Solyc02T002535.1
OG0016684	arahy.Tifrunner.gnm1.ann1.7M0RFB.1	Solyc05T002171.1
OG0016685	arahy.Tifrunner.gnm1.ann1.9C23R3.1, arahy.Tifrunner.gnm1.ann1.PWAL8M.1	Solyc08T000087.1
OG0016686	arahy.Tifrunner.gnm1.ann1.N38075.1	Solyc06T002087.1
OG0016687	arahy.Tifrunner.gnm1.ann1.M9KTRI.1, arahy.Tifrunner.gnm1.ann1.PSIH1X.1	Solyc11T001625.1
OG0016689	arahy.Tifrunner.gnm1.ann1.B0IVK2.1, arahy.Tifrunner.gnm1.ann1.29029X.1	Solyc12T000213.1
OG0016692	arahy.Tifrunner.gnm1.ann1.SZ7D6R.1, arahy.Tifrunner.gnm1.ann1.5KC586.1	Solyc02T002686.1
OG0016693	arahy.Tifrunner.gnm1.ann1.BBR22J.1, arahy.Tifrunner.gnm1.ann1.FV54AT.1	Solyc08T002391.1
OG0016694	arahy.Tifrunner.gnm1.ann1.N1LRBA.1, arahy.Tifrunner.gnm1.ann1.R322MX.1	Solyc05T000510.1
OG0016695	arahy.Tifrunner.gnm1.ann1.K3NID2.1, arahy.Tifrunner.gnm1.ann1.LVU4B6.1	Solyc11T001643.1
OG0016696	arahy.Tifrunner.gnm1.ann1.GLEC2S.1, arahy.Tifrunner.gnm1.ann1.MT9CUS.1	Solyc05T000397.1
OG0016697	arahy.Tifrunner.gnm1.ann1.7111XT.1, arahy.Tifrunner.gnm1.ann1.TF77VG.1	Solyc06T001836.1
OG0016698	arahy.Tifrunner.gnm1.ann1.J9YHEP.1, arahy.Tifrunner.gnm1.ann1.Q44N8G.1	Solyc12T002554.1
OG0016699	arahy.Tifrunner.gnm1.ann1.Z89BXU.1, arahy.Tifrunner.gnm1.ann1.HY6M5B.1	Solyc12T001051.1
OG0016701	arahy.Tifrunner.gnm1.ann1.8BXV5P.1, arahy.Tifrunner.gnm1.ann1.RCEZ9L.1	Solyc02T002011.1
OG0016702	arahy.Tifrunner.gnm1.ann1.B1GK9I.1, arahy.Tifrunner.gnm1.ann1.V0CWB5.1	Solyc02T002707.1
OG0016703	arahy.Tifrunner.gnm1.ann1.N7QM32.1, arahy.Tifrunner.gnm1.ann1.M5AIDB.1	Solyc03T000287.1
OG0016704	arahy.Tifrunner.gnm1.ann1.GIFS38.1, arahy.Tifrunner.gnm1.ann1.RS8E34.1	Solyc12T001303.1
OG0016705	arahy.Tifrunner.gnm1.ann1.ZB3FGH.1, arahy.Tifrunner.gnm1.ann1.ZWJ0BK.1	Solyc12T000226.1
OG0016707	arahy.Tifrunner.gnm1.ann1.B19VPR.1, arahy.Tifrunner.gnm1.ann1.K20VQB.1	Solyc03T000527.2
OG0016708	arahy.Tifrunner.gnm1.ann1.YYB4W1.1, arahy.Tifrunner.gnm1.ann1.VQ0QE9.1	Solyc06T001372.1
OG0016709	arahy.Tifrunner.gnm1.ann1.D6ZH50.1, arahy.Tifrunner.gnm1.ann1.SM3UTK.2	Solyc03T000397.1
OG0016710	arahy.Tifrunner.gnm1.ann1.P89FVA.1, arahy.Tifrunner.gnm1.ann1.Y8Q1R5.2	Solyc08T002319.2
OG0016712	arahy.Tifrunner.gnm1.ann1.HXG4XL.1	Solyc03T001800.1, Solyc03T002604.1
OG0016715	arahy.Tifrunner.gnm1.ann1.4AXZ9I.1, arahy.Tifrunner.gnm1.ann1.Q1WR01.2	Solyc03T002695.1
OG0016718	arahy.Tifrunner.gnm1.ann1.57F5XX.1, arahy.Tifrunner.gnm1.ann1.D2PCJK.1	Solyc04T001971.1
OG0016721	arahy.Tifrunner.gnm1.ann1.EV7AB0.1, arahy.Tifrunner.gnm1.ann1.UCG326.1	Solyc11T000709.1
OG0016723	arahy.Tifrunner.gnm1.ann1.1JY9DA.1, arahy.Tifrunner.gnm1.ann1.GX31L7.1	Solyc04T001977.1
OG0016725	arahy.Tifrunner.gnm1.ann1.G51JN1.1, arahy.Tifrunner.gnm1.ann1.N2LUF1.1	Solyc04T002776.1
OG0016726	arahy.Tifrunner.gnm1.ann1.M043T1.1, arahy.Tifrunner.gnm1.ann1.7NA3QC.1	Solyc04T002983.1
OG0016730	arahy.Tifrunner.gnm1.ann1.RA16HC.1	Solyc12T002432.1
OG0016731	arahy.Tifrunner.gnm1.ann1.6F6BXS.1, arahy.Tifrunner.gnm1.ann1.3D2H0V.1	Solyc10T000182.2
OG0016732	arahy.Tifrunner.gnm1.ann1.4MT9SK.2, arahy.Tifrunner.gnm1.ann1.6835ZM.1	Solyc04T002775.1
OG0016733	arahy.Tifrunner.gnm1.ann1.K4MPXF.1, arahy.Tifrunner.gnm1.ann1.52HBJM.2	Solyc06T001897.1
OG0016735	arahy.Tifrunner.gnm1.ann1.RD60QW.1, arahy.Tifrunner.gnm1.ann1.45B5Q7.2	Solyc04T002051.1
OG0016736	arahy.Tifrunner.gnm1.ann1.JYM9I0.1, arahy.Tifrunner.gnm1.ann1.897SEY.1	Solyc08T002494.1
OG0016737	arahy.Tifrunner.gnm1.ann1.R3WVNU.1, arahy.Tifrunner.gnm1.ann1.BT0S58.1	Solyc08T001368.1
OG0016739	arahy.Tifrunner.gnm1.ann1.YPA2ZU.1, arahy.Tifrunner.gnm1.ann1.WFN4KD.1	Solyc04T002549.1
OG0016740	arahy.Tifrunner.gnm1.ann1.KT6FMN.1	Solyc11T000888.1
OG0016742	arahy.Tifrunner.gnm1.ann1.845H1J.1, arahy.Tifrunner.gnm1.ann1.8D42MP.1	Solyc12T002463.1
OG0016744	arahy.Tifrunner.gnm1.ann1.G2WE73.1, arahy.Tifrunner.gnm1.ann1.0FY2NM.1	Solyc03T000232.1
OG0016746	arahy.Tifrunner.gnm1.ann1.CCWF18.1, arahy.Tifrunner.gnm1.ann1.N60BY5.1	Solyc03T000473.1
OG0016751	arahy.Tifrunner.gnm1.ann1.RS0TAB.1, arahy.Tifrunner.gnm1.ann1.6CVH65.1	Solyc12T000171.1
OG0016752	arahy.Tifrunner.gnm1.ann1.XPL4AE.1, arahy.Tifrunner.gnm1.ann1.QR7ILI.1	Solyc07T000041.1
OG0016753	arahy.Tifrunner.gnm1.ann1.YQIM92.1, arahy.Tifrunner.gnm1.ann1.3KQL5I.1	Solyc12T001273.1
OG0016755	arahy.Tifrunner.gnm1.ann1.4LV4GA.1, arahy.Tifrunner.gnm1.ann1.Y3CUXW.1	Solyc10T000283.1
OG0016757	arahy.Tifrunner.gnm1.ann1.CDQ02R.1, arahy.Tifrunner.gnm1.ann1.XQ55VB.1	Solyc01T003483.1
OG0016759	arahy.Tifrunner.gnm1.ann1.H5KB4L.1	Solyc04T000263.1
OG0016761	arahy.Tifrunner.gnm1.ann1.QCA2Y7.1	Solyc06T002564.1
OG0016765	arahy.Tifrunner.gnm1.ann1.D0L726.1, arahy.Tifrunner.gnm1.ann1.U0RPSK.1	Solyc06T001958.1
OG0016768	arahy.Tifrunner.gnm1.ann1.N1L3G9.1	Solyc07T000267.1
OG0016769	arahy.Tifrunner.gnm1.ann1.35XI12.1, arahy.Tifrunner.gnm1.ann1.2WY12S.1	Solyc09T002459.2
OG0016770	arahy.Tifrunner.gnm1.ann1.34G2NL.1, arahy.Tifrunner.gnm1.ann1.YZT8QC.2	Solyc05T001269.1
OG0016771	arahy.Tifrunner.gnm1.ann1.0S8VPV.3, arahy.Tifrunner.gnm1.ann1.9AZF4D.1	Solyc02T000713.1
OG0016772	arahy.Tifrunner.gnm1.ann1.V8KP6I.1	Solyc07T000089.1
OG0016773	arahy.Tifrunner.gnm1.ann1.MMN4BF.1, arahy.Tifrunner.gnm1.ann1.90GC30.2	Solyc03T002824.1
OG0016774	arahy.Tifrunner.gnm1.ann1.TJT9YV.1, arahy.Tifrunner.gnm1.ann1.TJX0PA.1	PRAM_26078.1.p1
OG0016775	arahy.Tifrunner.gnm1.ann1.E8Q4P5.1, arahy.Tifrunner.gnm1.ann1.KWYB1L.2	Solyc06T000144.1
OG0016778	arahy.Tifrunner.gnm1.ann1.I6EGUB.1, arahy.Tifrunner.gnm1.ann1.6HAR6G.1	Solyc07T002285.1
OG0016779	arahy.Tifrunner.gnm1.ann1.2GNX2H.1, arahy.Tifrunner.gnm1.ann1.MM3PTF.1	Solyc02T002086.1
OG0016780	arahy.Tifrunner.gnm1.ann1.TB9JY1.1, arahy.Tifrunner.gnm1.ann1.TU6B9Y.1	Solyc03T002668.1
OG0016784	arahy.Tifrunner.gnm1.ann1.J2QQC8.1, arahy.Tifrunner.gnm1.ann1.JZ966I.1	Solyc03T002515.1
OG0016787	arahy.Tifrunner.gnm1.ann1.CI81A0.1, arahy.Tifrunner.gnm1.ann1.3Y0Q41.1	Solyc08T001885.1
OG0016788	arahy.Tifrunner.gnm1.ann1.80L4ZA.1	Solyc02T000979.1
OG0016790	arahy.Tifrunner.gnm1.ann1.DZ04CN.1, arahy.Tifrunner.gnm1.ann1.D0V14N.1	Solyc03T002520.1
OG0016791	arahy.Tifrunner.gnm1.ann1.U5UTMI.1	Solyc07T001471.1, Solyc12T000320.1
OG0016792	arahy.Tifrunner.gnm1.ann1.DHGV6W.1, arahy.Tifrunner.gnm1.ann1.LDRQ8E.1	Solyc04T000220.1
OG0016793	arahy.Tifrunner.gnm1.ann1.07HD95.2, arahy.Tifrunner.gnm1.ann1.UI2BTT.1	Solyc11T000563.1
OG0016796	arahy.Tifrunner.gnm1.ann1.ST54C5.1, arahy.Tifrunner.gnm1.ann1.IAUU74.1, arahy.Tifrunner.gnm1.ann1.8RT1B2.1	Solyc11T002028.1
OG0016797	arahy.Tifrunner.gnm1.ann1.QT4JJ4.1, arahy.Tifrunner.gnm1.ann1.3W98EY.1	Solyc03T002834.1
