Orthogroup	Prunus_persica	Solanum_lycopersicum
OG0014421	Prupe.5G242200.1	Solyc03T002287.1
OG0014422	Prupe.1G269800.1	Solyc05T000209.1
OG0014423	Prupe.3G165600.1	Solyc11T000528.1
OG0014424	Prupe.3G228400.1	Solyc07T002193.1
OG0014426	Prupe.1G064000.1	Solyc07T000586.1
OG0014427	Prupe.4G270300.1	Solyc11T001896.2
OG0014428	Prupe.6G003900.1	Solyc01T000054.1
OG0014429	Prupe.5G164700.1, Prupe.1G246500.1	Solyc03T002471.1
OG0014431	Prupe.5G076700.1	Solyc03T000725.1
OG0014433	Prupe.4G255600.1	Solyc01T000286.1, Solyc01T000287.1
OG0014435	Prupe.3G163700.1	Solyc11T000560.1, Solyc11T000558.1
OG0014436	Prupe.6G165400.1, Prupe.6G165100.1	Solyc03T001553.1
OG0014437	Prupe.4G073100.1	Solyc02T001299.1
OG0014438	Prupe.4G205700.1	Solyc12T000018.1
OG0014439	Prupe.6G173300.1	Solyc04T001726.2
OG0014440	Prupe.4G079000.1	Solyc02T001243.1
OG0014441	Prupe.4G065800.1	Solyc02T001381.1
OG0014442	Prupe.8G094200.1	Solyc10T001730.1, Solyc01T004162.1
OG0014443	Prupe.1G163200.1	Solyc09T002760.1
OG0014445	Prupe.4G044800.1	PRAM_26068.1.p1
OG0014448	Prupe.8G086100.1	Solyc01T004210.1
OG0014449	Prupe.4G056600.1, Prupe.4G056200.1	Solyc02T001485.1
OG0014450	Prupe.3G228100.1	Solyc12T000058.1
OG0014453	Prupe.8G107400.1	Solyc01T004110.1
OG0014456	Prupe.5G217300.1	Solyc06T001856.1
OG0014459	Prupe.6G113700.1	Solyc11T002107.1
OG0014460	Prupe.5G210800.1	Solyc03T002741.1
OG0014461	Prupe.5G204800.1	Solyc03T002790.1
OG0014462	Prupe.2G267400.1	Solyc05T002336.1
OG0014463	Prupe.2G264400.1	Solyc06T000822.1
OG0014468	Prupe.1G232300.1	Solyc05T000965.3
OG0014470	Prupe.3G263000.1	Solyc02T000975.1, Solyc02T002407.1
OG0014471	Prupe.4G035000.1	Solyc06T001885.1
OG0014473	Prupe.1G247000.1	Solyc05T000830.1
OG0014477	Prupe.8G194300.1	Solyc06T002646.1
OG0014478	Prupe.2G040800.1	Solyc01T003014.1
OG0014479	Prupe.2G267900.1	Solyc03T001966.1
OG0014480	Prupe.1G502600.1	Solyc11T000695.1
OG0014481	Prupe.3G258900.1	Solyc03T001473.1
OG0014482	Prupe.6G158000.1	Solyc08T001578.1
OG0014483	Prupe.5G211000.1	Solyc03T002738.1
OG0014486	Prupe.5G007600.1	Solyc08T001791.1
OG0014488	Prupe.1G348700.1	Solyc02T000201.1
OG0014490	Prupe.7G027500.1	Solyc10T002224.1
OG0014491	Prupe.4G036300.1	Solyc10T000436.1
OG0014493	Prupe.3G001200.1	Solyc01T002066.1
OG0014494	Prupe.1G453100.1	Solyc08T001598.1
OG0014496	Prupe.1G239800.1	Solyc05T000868.1
OG0014497	Prupe.1G500300.1	Solyc11T000680.2
OG0014500	Prupe.6G174000.1	Solyc05T002296.1
OG0014501	Prupe.7G094200.1	Solyc01T000173.1
OG0014503	Prupe.2G320500.1	Solyc06T002157.1
OG0014504	Prupe.6G179700.1	Solyc04T001822.1
OG0014506	Prupe.8G128000.1	Solyc01T003981.1
OG0014509	Prupe.1G402500.1	Solyc08T001132.2
OG0014512	Prupe.3G243600.1	Solyc03T000923.1
OG0014513	Prupe.3G274800.1	Solyc03T001181.1
OG0014514	Prupe.1G492300.1	Solyc03T002606.1
OG0014515	Prupe.1G447600.1	Solyc08T001435.1
OG0014516	Prupe.4G081500.1	Solyc02T001228.1
OG0014518	Prupe.2G049700.1	Solyc06T001378.1
OG0014520	Prupe.6G169000.1	Solyc04T001666.1
OG0014523	Prupe.1G330100.1	Solyc05T001679.2
OG0014527	Prupe.3G302300.1	Solyc02T001056.2
OG0014530	Prupe.2G032300.1	Solyc11T000055.1
OG0014531	Prupe.3G254700.1	Solyc02T002438.1, Solyc03T001211.1
OG0014532	Prupe.3G175400.1	Solyc07T002321.1
OG0014533	Prupe.4G055600.1	Solyc02T001491.1
OG0014534	Prupe.4G079800.1	Solyc02T001235.1
OG0014535	Prupe.8G157100.1	Solyc11T001550.1
OG0014536	Prupe.1G401500.1	Solyc08T001513.1
OG0014539	Prupe.1G447000.1	Solyc08T001430.1
OG0014541	Prupe.5G015900.1	Solyc06T002175.5
OG0014543	Prupe.4G086000.1	Solyc02T001219.2
OG0014545	Prupe.1G455800.1	Solyc08T001689.2
OG0014546	Prupe.3G262200.1	Solyc02T002409.1
OG0014547	Prupe.4G036900.1	Solyc02T001624.1
OG0014549	Prupe.5G128600.1	Solyc11T001033.3
OG0014552	Prupe.1G225500.1	Solyc04T001204.1
OG0014553	Prupe.5G136200.1	Solyc09T001888.1, Solyc03T003276.1
OG0014555	Prupe.4G044600.1	Solyc10T000411.1
OG0014556	Prupe.8G067900.1	Solyc01T003778.1
OG0014557	Prupe.7G272000.1	Solyc02T001616.1
OG0014560	Prupe.6G358600.1	Solyc01T002529.1
OG0014561	Prupe.7G211400.1	Solyc12T000292.1
OG0014562	Prupe.5G020000.1	Solyc08T001855.1
OG0014563	Prupe.2G208400.1	Solyc11T000318.1
OG0014565	Prupe.3G268300.1	Solyc02T000994.2
OG0014566	Prupe.8G066700.1	Solyc10T001301.1
OG0014567	Prupe.1G403900.1	Solyc08T001172.1
OG0014568	Prupe.4G135900.1	Solyc01T002309.1
OG0014569	Prupe.6G356600.1, Prupe.7G056800.1	Solyc01T003690.1
OG0014573	Prupe.3G278500.1	Solyc02T002291.1
OG0014578	Prupe.5G244500.1	Solyc03T002307.1
OG0014579	Prupe.5G018600.1	Solyc08T001729.1
OG0014581	Prupe.6G218900.1	Solyc02T002739.1
OG0014584	Prupe.1G001000.1	Solyc07T001590.1
OG0014586	Prupe.6G208600.1	Solyc09T002871.1
OG0014587	Prupe.5G022200.1	Solyc08T001879.1
OG0014588	Prupe.5G014600.1	Solyc08T001790.2
OG0014589	Prupe.2G301900.1	Solyc12T001979.1
OG0014590	Prupe.6G020300.1	Solyc07T001726.1, Solyc07T001570.1
OG0014591	Prupe.7G136200.1	Solyc03T000835.1
OG0014592	Prupe.7G240800.1	Solyc08T001462.1
OG0014595	Prupe.7G165900.1	Solyc02T002059.1
OG0014596	Prupe.5G246000.1	Solyc03T002342.1
OG0014597	Prupe.4G114500.1	Solyc08T002286.1
OG0014598	Prupe.5G019800.1	Solyc08T001874.1
OG0014599	Prupe.3G292300.1	Solyc02T001035.2
OG0014601	Prupe.6G036800.1	Solyc10T000068.1
OG0014603	Prupe.7G132200.1	Solyc02T002630.1
OG0014604	Prupe.5G028300.1	Solyc08T001921.1
OG0014605	Prupe.5G235700.1	Solyc03T003138.3
OG0014606	Prupe.1G065600.1	Solyc05T002048.1
OG0014607	Prupe.1G309300.1	Solyc05T000455.1
OG0014608	Prupe.8G028400.1	Solyc11T000034.1
OG0014609	Prupe.1G064600.1	Solyc07T000584.1, Solyc12T000868.1
OG0014611	Prupe.3G211400.1	Solyc07T001835.6
OG0014612	Prupe.1G284700.1	Solyc05T000697.1
OG0014615	Prupe.7G171600.1	Solyc02T002001.1
OG0014620	Prupe.5G049000.1	Solyc08T002020.1
OG0014622	Prupe.2G329100.1	Solyc07T001732.1
OG0014623	Prupe.5G024600.1	Solyc08T001902.1
OG0014624	Prupe.2G292700.1	Solyc06T000988.1
OG0014627	Prupe.7G000100.1	Solyc05T002744.1
OG0014629	Prupe.3G286500.1	PRAM_26281.1.p1
OG0014631	Prupe.5G088100.1	Solyc08T002274.1
OG0014633	Prupe.6G224800.1	Solyc03T000769.1, Solyc02T002795.1
OG0014634	Prupe.6G231400.1	Solyc02T002833.1
OG0014635	Prupe.1G353400.1	Solyc08T001822.1
OG0014637	Prupe.3G314200.1	Solyc01T000043.1
OG0014638	Prupe.6G223200.1	Solyc02T002778.1
OG0014639	Prupe.7G156000.1	PRAM_25466.1.p1
OG0014641	Prupe.1G555900.1	Solyc04T001216.1
OG0014642	Prupe.1G272900.1	Solyc01T000501.2
OG0014644	Prupe.6G035300.1	Solyc12T000783.1
OG0014645	Prupe.5G168000.1, Prupe.1G247900.1	Solyc06T001899.1
OG0014646	Prupe.1G259700.1	Solyc05T000102.1
OG0014647	Prupe.5G030900.1	Solyc08T001940.1
OG0014648	Prupe.7G238300.1	Solyc08T001489.1
OG0014649	Prupe.7G168000.1	PRAM_26195.1.p1
OG0014650	Prupe.2G294700.1	Solyc03T000380.1
OG0014651	Prupe.6G230200.1	Solyc04T002627.1
OG0014653	Prupe.2G294400.1	Solyc03T000382.1
OG0014654	Prupe.3G166900.1	Solyc09T000974.3
OG0014655	Prupe.6G220900.1	Solyc02T002758.1
OG0014656	Prupe.1G492900.1	Solyc04T000329.1
OG0014657	Prupe.7G163500.1	Solyc02T002087.1
OG0014659	Prupe.5G233100.1	Solyc03T003164.1
OG0014660	Prupe.5G241000.1	Solyc03T002278.3
OG0014661	Prupe.1G012200.1	Solyc09T002335.1
OG0014662	Prupe.2G285500.1	Solyc03T000196.1
OG0014663	Prupe.2G324500.1	Solyc03T002137.1
OG0014664	Prupe.4G211400.1	Solyc07T002608.1
OG0014665	Prupe.5G243400.1	Solyc03T002302.1
OG0014666	Prupe.5G241100.1	Solyc09T000536.1
OG0014667	Prupe.5G075900.1	Solyc08T002194.1
OG0014669	Prupe.5G080800.1	Solyc06T001313.1, Solyc08T002232.1
OG0014670	Prupe.5G037000.1	Solyc08T001984.1
OG0014671	Prupe.1G285900.1	Solyc05T000691.1
OG0014672	Prupe.1G015500.1	Solyc06T001169.1, Solyc09T002359.1
OG0014676	Prupe.1G439300.1	Solyc04T002693.1
OG0014677	Prupe.8G021900.1	Solyc04T002050.1
OG0014678	Prupe.1G360200.1	Solyc04T002940.1
OG0014679	Prupe.1G191500.1	Solyc06T002190.1
OG0014683	Prupe.1G356100.1	Solyc04T002969.1
OG0014684	Prupe.8G014200.1	Solyc04T002014.1
OG0014685	Prupe.1G503300.1	Solyc12T002558.1, Solyc08T001857.1
OG0014686	Prupe.2G312400.1	Solyc03T000228.2
OG0014689	Prupe.1G377900.1	Solyc04T002815.1
OG0014690	Prupe.1G487500.1	Solyc04T001973.1
OG0014691	Prupe.8G049300.1	Solyc11T000839.1
OG0014692	Prupe.2G205000.1, Prupe.2G205100.1	Solyc11T000260.1
OG0014694	Prupe.2G232300.1, Prupe.6G081200.1	Solyc06T001269.1, Solyc11T000003.1
OG0014695	Prupe.1G543200.1	Solyc04T002510.1
OG0014697	Prupe.1G196700.1	Solyc06T002172.1
OG0014698	Prupe.1G409400.1	Solyc08T001287.1
OG0014700	Prupe.4G184500.1	Solyc07T002509.1
OG0014701	Prupe.1G369200.1	Solyc04T002880.1
OG0014703	Prupe.1G506000.1	Solyc11T000753.1, Solyc11T000779.1
OG0014704	Prupe.7G102600.1	Solyc10T002612.1
OG0014705	Prupe.1G362800.1, Prupe.1G362500.1	Solyc04T002927.1
OG0014707	Prupe.1G512200.1	Solyc12T002305.1, Solyc04T002274.1
OG0014708	Prupe.2G000600.1	Solyc12T001001.1, Solyc12T001000.1
OG0014709	Prupe.5G009000.1	Solyc04T003000.1
OG0014710	Prupe.7G025200.1	Solyc04T001400.1
OG0014711	Prupe.8G022500.1	Solyc06T001308.1, Solyc04T002076.1
OG0014712	Prupe.6G072500.1	Solyc07T000273.1
OG0014713	Prupe.5G240400.1, Prupe.1G075400.1	Solyc02T001200.1
OG0014715	Prupe.1G372600.1	Solyc04T002849.1
OG0014716	Prupe.5G201400.1, Prupe.3G257500.1	Solyc03T002819.1
OG0014717	Prupe.1G298300.1	Solyc04T003023.2
OG0014718	Prupe.2G309100.1	Solyc03T001731.1
OG0014721	Prupe.7G195700.1	Solyc12T000330.1
OG0014722	Prupe.7G193100.1	Solyc07T001532.1
OG0014725	Prupe.7G205900.1	Solyc07T001348.1
OG0014726	Prupe.6G060900.1	Solyc06T000091.1
OG0014727	Prupe.5G156300.1	Solyc03T002385.2
OG0014729	Prupe.5G181900.1	Solyc03T002620.1
OG0014730	Prupe.7G248700.1	Solyc07T000297.1
OG0014731	Prupe.5G061300.1	Solyc08T002092.1
OG0014732	Prupe.7G240600.1	Solyc12T000176.2
OG0014733	Prupe.1G298000.1	Solyc04T000024.2
OG0014734	Prupe.1G587400.1	Solyc10T001093.1
OG0014737	Prupe.1G086300.1	Solyc02T000182.1
OG0014738	Prupe.1G084400.1	Solyc07T000683.1
OG0014739	Prupe.5G164300.1	Solyc03T002466.1
OG0014741	Prupe.1G122000.1	Solyc05T002462.1
OG0014742	Prupe.4G129900.1	Solyc11T002437.1
OG0014743	Prupe.5G075500.1	Solyc08T002190.1
OG0014744	Prupe.4G120700.1	Solyc02T001878.1
OG0014746	Prupe.5G202000.1, Prupe.5G199700.1	Solyc06T001903.1
OG0014747	Prupe.5G193100.1	Solyc03T002889.1
OG0014749	Prupe.5G009500.1	Solyc02T001151.2
OG0014751	Prupe.7G211100.1	Solyc07T001253.1
OG0014753	Prupe.7G250100.1	Solyc07T000272.1
OG0014757	Prupe.7G174200.1	Solyc02T001984.1
OG0014758	Prupe.1G569600.1	Solyc11T001678.1
OG0014759	Prupe.1G293300.1	Solyc04T000034.1
OG0014760	Prupe.7G190800.1	Solyc07T000623.1
OG0014761	Prupe.1G153300.1	Solyc01T002146.1
OG0014762	Prupe.1G130400.1	Solyc01T001798.1
OG0014763	Prupe.5G079200.1	Solyc08T002216.1
OG0014766	Prupe.5G179000.1	Solyc03T002643.1
OG0014767	Prupe.7G210100.1	Solyc07T001244.1, Solyc12T000293.1
OG0014768	Prupe.7G170900.1	Solyc02T002006.1
OG0014771	Prupe.5G104000.1	Solyc08T002386.1
OG0014772	Prupe.6G215200.1	Solyc01T003479.1
OG0014773	Prupe.5G186700.1, Prupe.5G186800.1	Solyc03T002578.1, Solyc03T002579.1
OG0014777	Prupe.8G123300.1	Solyc02T001404.1
OG0014778	Prupe.7G204300.1	Solyc07T001384.1
OG0014781	Prupe.1G151200.1	Solyc01T002173.1
OG0014782	Prupe.6G124100.1	Solyc03T002522.1, Solyc08T001160.1
OG0014783	Prupe.7G192100.1	Solyc07T001555.1
OG0014784	Prupe.7G256100.1	Solyc12T000450.1, Solyc07T000238.1
OG0014786	Prupe.5G210700.1	Solyc06T001870.1
OG0014787	Prupe.5G041200.1	Solyc08T000201.2
OG0014788	Prupe.1G099400.1	Solyc07T000129.2
OG0014789	Prupe.7G134800.1	Solyc02T002602.1
OG0014790	Prupe.6G031300.1	Solyc07T002757.1
OG0014791	Prupe.3G038700.1	Solyc12T000326.1
OG0014792	Prupe.1G140000.1	Solyc01T001952.1
OG0014793	Prupe.1G102000.1	Solyc07T000110.1
OG0014796	Prupe.4G210400.1	Solyc10T000128.1
OG0014797	Prupe.5G177900.1	Solyc06T001969.1, Solyc03T002658.1
OG0014798	Prupe.1G116000.1	Solyc01T001635.1
OG0014799	Prupe.5G187700.1	Solyc06T001940.1
OG0014800	Prupe.5G047300.1	Solyc08T002012.1, Solyc08T000209.1
OG0014801	Prupe.5G197000.1	Solyc03T002858.1
OG0014802	Prupe.6G053100.1	Solyc06T002549.1
OG0014803	Prupe.7G265400.1	Solyc07T000088.1
OG0014804	Prupe.1G137700.1	Solyc01T001895.1
OG0014805	Prupe.1G060800.1	Solyc09T002667.2
OG0014807	Prupe.4G243700.1	Solyc07T002719.1
OG0014808	Prupe.3G300200.1	Solyc02T002900.1
OG0014809	Prupe.6G060700.1	Solyc06T000103.1
OG0014810	Prupe.7G191500.1	Solyc07T000617.1
OG0014811	Prupe.1G084900.1	Solyc07T000733.1
OG0014812	Prupe.5G066000.1	Solyc08T002126.1
OG0014813	Prupe.1G224800.1	Solyc02T002426.1
OG0014814	Prupe.8G183300.1	Solyc01T003326.1, Solyc01T003327.1
OG0014817	Prupe.7G147200.1	Solyc02T000925.1
OG0014818	Prupe.6G365500.1	Solyc11T000014.1
OG0014821	Prupe.7G140200.1	Solyc02T002564.1
OG0014823	Prupe.7G136400.1	Solyc02T002584.1
OG0014824	Prupe.4G202500.1	Solyc07T002575.1
OG0014825	Prupe.5G114100.1	Solyc08T002447.1, Solyc12T001684.1, Solyc05T001488.1
OG0014826	Prupe.7G135200.1	Solyc02T002597.1
OG0014827	Prupe.2G300600.1	Solyc03T000309.1
OG0014828	Prupe.5G121700.1	Solyc08T002499.1
OG0014831	Prupe.1G482500.1	Solyc06T001620.1
OG0014833	Prupe.7G080100.1	Solyc10T002281.1
OG0014834	Prupe.6G340900.1	Solyc01T003119.2
OG0014835	Prupe.7G026000.1	Solyc10T002515.1
OG0014836	Prupe.7G033800.1	Solyc12T001045.1
OG0014838	Prupe.2G122600.1	Solyc01T002650.1
OG0014839	Prupe.7G073600.1	Solyc03T001073.1
OG0014840	Prupe.1G416700.1	Solyc04T002520.1
OG0014841	Prupe.1G360900.1	Solyc02T001154.1, Solyc02T000384.1
OG0014842	Prupe.6G234600.1	Solyc10T002906.1
OG0014843	Prupe.1G395200.1	Solyc08T000165.1
OG0014845	Prupe.6G326800.1	Solyc01T003231.1
OG0014846	Prupe.2G193500.1	Solyc04T001582.1, Solyc05T002149.1
OG0014848	Prupe.3G005400.1	Solyc06T002785.1
OG0014850	Prupe.8G239800.1	Solyc06T001552.1
OG0014851	Prupe.3G161900.1	Solyc12T000895.3
OG0014852	Prupe.2G181800.1	Solyc01T002908.1
OG0014853	Prupe.8G247900.1	Solyc05T002699.1
OG0014854	Prupe.8G268800.1	Solyc09T002300.1
OG0014855	Prupe.7G036500.1	Solyc03T001513.1
OG0014856	Prupe.7G214800.1	Solyc10T001155.4
OG0014857	Prupe.3G313100.1	Solyc02T002976.1
OG0014858	Prupe.5G106400.1	Solyc08T000317.1
OG0014860	Prupe.7G055400.1	Solyc10T002324.2
OG0014861	Prupe.6G351400.1	Solyc05T002705.1, Solyc07T000313.1
OG0014862	Prupe.7G011600.1	Solyc10T002535.1
OG0014864	Prupe.8G263500.1	Solyc09T002269.1
OG0014865	Prupe.3G285700.1	Solyc12T001229.1
OG0014866	Prupe.8G222100.1	Solyc06T000230.1
OG0014867	Prupe.1G485800.1	Solyc08T000843.1
OG0014868	Prupe.7G099200.1	Solyc10T002601.1
OG0014869	Prupe.3G277100.1	Solyc02T001018.1
OG0014871	Prupe.3G000300.1	Solyc01T002065.1
OG0014872	Prupe.1G483700.1	Solyc08T000999.1
OG0014873	Prupe.6G342700.1	Solyc01T003097.1
OG0014875	Prupe.8G228200.1	Solyc09T002059.1
OG0014877	Prupe.1G401200.1	Solyc08T001784.1
OG0014878	Prupe.6G244300.1	Solyc10T002723.1
OG0014880	Prupe.6G315700.1	Solyc01T003344.1
OG0014882	Prupe.8G209500.1	Solyc06T002687.1
OG0014885	Prupe.6G320900.1	Solyc01T003291.1
OG0014887	Prupe.1G390500.1	Solyc08T000830.1
OG0014888	Prupe.1G403200.1	Solyc08T001157.2
OG0014889	Prupe.2G190600.1	Solyc01T002973.1
OG0014890	Prupe.3G314900.1	Solyc02T002985.2
OG0014893	Prupe.8G272000.1	Solyc01T002117.1
OG0014894	Prupe.7G080200.1	Solyc10T002443.1
OG0014896	Prupe.8G241200.1, Prupe.2G108100.1	Solyc09T001942.1, Solyc03T003222.1
OG0014898	Prupe.6G330100.1	Solyc10T000454.1
OG0014899	Prupe.1G435500.1	Solyc04T002671.1
OG0014901	Prupe.7G019400.1	Solyc02T000210.1
OG0014902	Prupe.7G101500.1	Solyc09T000422.1
OG0014903	Prupe.6G339900.1	Solyc01T003137.1
OG0014904	Prupe.6G318800.1	Solyc01T003304.1
OG0014906	Prupe.4G257300.1	Solyc10T000055.3
OG0014907	Prupe.3G290600.1	Solyc12T001377.1
OG0014909	Prupe.7G022500.1	Solyc10T002193.1
OG0014910	Prupe.3G304300.1	Solyc06T001586.1
OG0014912	Prupe.3G303900.1	Solyc03T000004.1, Solyc02T002920.1
OG0014913	Prupe.8G021600.1	Solyc01T003311.1
OG0014914	Prupe.1G454300.1	Solyc08T001587.2, Solyc08T001586.1
OG0014915	Prupe.1G396800.1	Solyc08T000155.1
OG0014918	Prupe.3G286700.1	PRAM_26276.1.p1
OG0014919	Prupe.3G122600.1	Solyc08T000148.1
OG0014920	Prupe.7G101900.1	Solyc09T000420.1
OG0014921	Prupe.7G052400.1	Solyc04T000721.1
OG0014923	Prupe.5G153700.1	Solyc03T002397.1
OG0014924	Prupe.1G151300.1	Solyc01T002172.1
OG0014925	Prupe.6G058400.1	Solyc09T000980.1
OG0014926	Prupe.1G390600.1, Prupe.7G258200.1	Solyc07T000008.1
OG0014928	Prupe.2G002300.1	Solyc01T002332.1
OG0014929	Prupe.7G200800.1	Solyc07T000292.1
OG0014930	Prupe.4G219000.1	Solyc07T002646.1
OG0014931	Prupe.7G245100.1	Solyc07T000325.1
OG0014932	Prupe.1G110700.1	Solyc05T002448.1
OG0014933	Prupe.6G223000.1	Solyc02T002774.1
OG0014934	Prupe.6G037200.1	Solyc09T000944.1
OG0014936	Prupe.1G089400.1	Solyc07T000186.1
OG0014942	Prupe.6G032400.1	Solyc07T002763.1
OG0014943	Prupe.1G528300.1	Solyc04T002402.1
OG0014944	Prupe.2G265500.1	Solyc03T002006.1
OG0014945	Prupe.6G058000.1	Solyc09T001136.1
OG0014947	Prupe.6G155300.1	Solyc09T000103.1
OG0014948	Prupe.1G392100.1	Solyc04T002177.1
OG0014954	Prupe.3G256900.1	Solyc05T000698.1, Solyc02T002425.1
OG0014955	Prupe.1G342200.1	Solyc07T002610.1
OG0014956	Prupe.4G216500.1	Solyc10T000713.4
OG0014957	Prupe.2G264600.1	Solyc06T000850.1
OG0014959	Prupe.6G149600.1	Solyc11T002428.1
OG0014960	Prupe.2G251400.1	Solyc06T000995.1
OG0014961	Prupe.4G156800.1	Solyc07T002410.1
OG0014963	Prupe.3G212700.1	Solyc07T001822.1
OG0014965	Prupe.3G014400.1	Solyc02T000577.1
OG0014967	Prupe.1G499100.1	Solyc11T000679.1
OG0014968	Prupe.1G516200.1	Solyc04T002304.1
OG0014969	Prupe.3G266400.1	Solyc07T001501.1
OG0014970	Prupe.7G133700.1	Solyc03T000813.1
OG0014971	Prupe.3G200700.1	Solyc12T000117.1, Solyc07T001788.2
OG0014973	Prupe.6G048400.1	Solyc09T001494.1
OG0014974	Prupe.4G095800.1	Solyc07T001424.4, Solyc02T000293.1
OG0014975	Prupe.4G217200.1	Solyc07T002644.1
OG0014977	Prupe.4G212700.1, Prupe.4G233700.1	Solyc07T002618.1
OG0014978	Prupe.1G522500.1	Solyc04T002360.1
OG0014980	Prupe.3G204400.1	Solyc07T000168.1
OG0014981	Prupe.6G045600.1	Solyc06T002570.1
OG0014982	Prupe.4G211000.1, Prupe.4G210900.1	Solyc07T002605.1
OG0014984	Prupe.2G238000.1	Solyc04T000447.1
OG0014985	Prupe.6G044100.1, Prupe.6G095400.1	Solyc11T002205.1
OG0014986	Prupe.1G198700.1	Solyc02T001862.1
OG0014987	Prupe.2G247700.1	Solyc07T002130.1
OG0014988	Prupe.3G161000.1	Solyc11T000495.1
OG0014989	Prupe.3G200400.1	Solyc07T001771.1
OG0014990	Prupe.4G131700.1	Solyc10T000053.1
OG0014991	Prupe.3G160700.1	Solyc05T002767.1
OG0014992	Prupe.4G242200.1	Solyc07T002710.1
OG0014995	Prupe.8G189200.1, Prupe.8G189100.1	Solyc09T001321.1
OG0014997	Prupe.3G278200.1	Solyc02T002294.1
OG0014998	Prupe.4G014500.1	Solyc07T002230.1
OG0014999	Prupe.3G196900.1	Solyc07T001743.1
OG0015002	Prupe.1G471800.1	Solyc08T001530.1, Solyc06T001585.1
OG0015003	Prupe.5G000900.1	Solyc04T003040.1
OG0015004	Prupe.2G273700.1	Solyc03T001874.1
OG0015005	Prupe.1G500700.1	Solyc11T000683.1
OG0015006	Prupe.7G196000.1	Solyc07T001499.1
OG0015007	Prupe.4G037400.1, Prupe.4G037200.1	Solyc02T001632.1
OG0015008	Prupe.5G080300.1	Solyc08T002224.2
OG0015009	Prupe.7G219800.1	Solyc05T001182.1
OG0015010	Prupe.8G088000.1	Solyc01T004199.1
OG0015011	Prupe.1G273000.1	Solyc05T000240.3
OG0015012	Prupe.5G124500.1	Solyc08T002522.1
OG0015013	Prupe.1G206900.1	Solyc04T000525.1
OG0015015	Prupe.2G309800.1	Solyc12T001900.1, Solyc12T001897.1
OG0015016	Prupe.7G050500.1	Solyc04T000729.1
OG0015017	Prupe.8G173000.1	Solyc02T002312.1
OG0015018	Prupe.8G219200.1	Solyc02T001677.2
OG0015019	Prupe.2G279800.1	Solyc03T001789.1, Solyc11T000940.1
OG0015020	Prupe.5G144500.1	Solyc03T002228.1
OG0015021	Prupe.6G002700.1	Solyc01T000046.1
OG0015022	Prupe.1G259800.1	Solyc05T000103.1
OG0015023	Prupe.5G139600.1	Solyc03T003088.1
OG0015024	Prupe.1G278300.1	Solyc05T000263.1
OG0015025	Prupe.8G112600.1	Solyc01T004095.1
OG0015026	Prupe.2G021700.1	Solyc01T002445.1
OG0015027	Prupe.4G272400.1	Solyc05T002756.1
OG0015028	Prupe.1G216800.1	Solyc12T000785.1
OG0015029	Prupe.4G055900.1	Solyc02T001488.1
OG0015030	Prupe.2G020600.1	Solyc11T000375.1
OG0015031	Prupe.4G121000.1	Solyc02T001881.1
OG0015032	Prupe.2G153600.1	Solyc01T002771.1
OG0015036	Prupe.6G359900.1	Solyc04T001924.1
OG0015037	Prupe.1G582600.1	Solyc01T003536.1
OG0015038	Prupe.2G163900.1	Solyc01T002815.1, Solyc01T001445.1
OG0015039	Prupe.2G284600.1, Prupe.3G263900.1	Solyc03T000198.1
OG0015040	Prupe.3G198400.1, Prupe.4G006000.1	Solyc07T001753.2
OG0015041	Prupe.2G151400.1	Solyc01T002780.1
OG0015047	Prupe.1G530500.1	Solyc10T000538.3
OG0015048	Prupe.6G359700.1	Solyc04T001923.1
OG0015052	Prupe.4G024200.1	Solyc02T001717.1
OG0015053	Prupe.6G281900.1	Solyc10T002135.1
OG0015055	Prupe.2G176000.1	Solyc10T000528.1, Solyc01T002879.1
OG0015057	Prupe.4G000700.1	Solyc11T001103.1, Solyc11T002184.1
OG0015060	Prupe.1G018800.1	Solyc09T002381.1
OG0015063	Prupe.2G131200.1	Solyc01T002617.1
OG0015064	Prupe.3G259900.1	PRAM_26301.1.p1
OG0015065	Prupe.6G291700.1	Solyc03T003140.1
OG0015066	Prupe.3G179600.1	Solyc07T001654.1
OG0015067	Prupe.3G158600.1, Prupe.7G047200.1	Solyc03T000574.1
OG0015068	Prupe.3G238900.1	Solyc02T000794.1
OG0015069	Prupe.1G116100.1	Solyc01T001636.1
OG0015071	Prupe.1G174400.1	Solyc09T002827.1
OG0015072	Prupe.1G176900.1	Solyc12T002707.1
OG0015073	Prupe.6G300000.1	Solyc07T001686.1
OG0015074	Prupe.1G151500.1	Solyc01T002168.1
OG0015075	Prupe.4G091300.1	Solyc02T000300.2
OG0015077	Prupe.1G576600.1	Solyc10T001098.2
OG0015080	Prupe.3G270800.1	Solyc05T000208.1
OG0015081	Prupe.3G148000.1	Solyc02T002214.1
OG0015082	Prupe.1G518300.1	Solyc10T000756.1
OG0015083	Prupe.4G007400.1	Solyc07T002692.1
OG0015085	Prupe.2G174200.1	Solyc01T002867.1
OG0015088	Prupe.4G023300.1	Solyc02T001722.1
OG0015089	Prupe.4G014000.1	Solyc02T001776.1
OG0015090	Prupe.6G283900.1	Solyc10T002812.1, Solyc10T002128.1, Solyc09T000792.1
OG0015093	Prupe.6G154100.1	Solyc01T000333.1
OG0015095	Prupe.1G100900.1	Solyc07T000116.1
OG0015096	Prupe.1G326000.1	Solyc05T000292.1
