Orthogroup	Prunus_persica	Brassica_napus
OG0015834	Prupe.6G343800.1	CDY30017, CDY21111, CDY50750, CDY41894
OG0015836	Prupe.1G585600.1	CDX83775, CDX96668
OG0015840	Prupe.1G304700.1	CDX81550, CDY45852, CDY33597
OG0015841	Prupe.1G447700.1	CDX97127, CDY68837, CDX91202
OG0015842	Prupe.1G380400.1	CDY29235, CDY36483
OG0015847	Prupe.3G039400.1	CDY50634, CDY65020, CDX68262, CDX96416, CDX72924
OG0015855	Prupe.3G307500.1	CDY48968, CDY65953, CDY11727
OG0015858	Prupe.5G156000.1	CDY05810, CDY69596
OG0015860	Prupe.1G021000.1	CDX96916, CDY50810, CDY32930
OG0015862	Prupe.4G076000.1	CDY20080, CDY32344, CDY32346
OG0015863	Prupe.3G113600.1, Prupe.3G114000.1	CDY29973, CDX92056
OG0015864	Prupe.1G562100.1	CDY05400, CDY05454
OG0015865	Prupe.1G423100.1, Prupe.4G268200.1	CDY43599, CDY32964
OG0015867	Prupe.1G220500.1	CDY32955, CDY43607, CDY46491, CDY65228, CDY61857
OG0015868	Prupe.5G192400.1	CDY67064, CDX96556, CDX73102
OG0015870	Prupe.5G150800.1	CDY70544, CDY60454, CDX68463
OG0015875	Prupe.8G104800.1	CDX92284, CDX99300, CDY44131, CDY29607
OG0015876	Prupe.3G104400.1, Prupe.4G218200.1	CDX82938, CDY03440
OG0015877	Prupe.1G034100.1, Prupe.8G228000.1	CDY56664
OG0015878	Prupe.3G083600.1, Prupe.3G083700.1	CDY65908, CDY40148, CDX87921, CDY60552
OG0015879	Prupe.6G240300.1	CDY41309, CDY22200
OG0015880	Prupe.1G312900.1, Prupe.1G313000.1	CDX96035, CDY01904
OG0015881	Prupe.3G048000.1	CDY48318, CDY26229, CDX83898, CDY59207
OG0015883	Prupe.1G262000.1	CDY11621, CDY38788
OG0015885	Prupe.1G244900.1, Prupe.8G011800.1	CDY16042, CDY26604, CDY48988, CDY69629
OG0015886	Prupe.5G140800.1	CDY65041, CDY53154
OG0015888	Prupe.1G321500.1	CDY72497
OG0015889	Prupe.6G327100.1	CDX95252, CDY41732, CDY71557
OG0015890	Prupe.6G178000.1, Prupe.6G177900.1, Prupe.6G177800.1	CDY41996, CDY42644, CDX90349
OG0015891	Prupe.1G533500.1	CDY23816, CDY69171
OG0015892	Prupe.8G226200.1	CDY47719, CDY10177, CDY09986
OG0015893	Prupe.5G069000.1	CDY60190, CDY40533
OG0015894	Prupe.6G011100.1	CDY25624
OG0015896	Prupe.4G087800.1	CDY05121
OG0015897	Prupe.1G044300.1	CDX92986, CDX94855, CDY52112
OG0015898	Prupe.4G237200.1, Prupe.4G236900.1, Prupe.4G237100.1	CDY38226
OG0015899	Prupe.8G211500.1	CDY10076, CDY32530
OG0015900	Prupe.8G004000.1	CDY68523, CDY64642
OG0015902	Prupe.2G292400.1	CDY32593, CDY38905, CDY38906
OG0015905	Prupe.1G553800.1	CDY04800, CDY21373
OG0015906	Prupe.3G117700.1	CDY50814
OG0016115	Prupe.8G257800.1	CDX80131, CDY53016
OG0016136	Prupe.2G170300.1	CDY51156, CDY07215
OG0016138	Prupe.1G547900.1	CDY60136
OG0016144	Prupe.1G143700.1	CDY11423
OG0016145	Prupe.7G113300.1	CDX78125
OG0016150	Prupe.8G234500.1	CDY18146
OG0016167	Prupe.6G256600.1	CDY40343, CDY10457
OG0016182	Prupe.8G214700.1	CDX81965
OG0016192	Prupe.1G019800.1	CDY15489
OG0016194	Prupe.1G551500.1	CDY03127, CDY66921
OG0016195	Prupe.6G284500.1	CDY27973, CDY36008
OG0016228	Prupe.2G133100.1	CDY38056
OG0016231	Prupe.1G161400.1	CDX87714, CDX87713, CDX77669
OG0016246	Prupe.2G120100.1	CDX90080, CDY15125
OG0016251	Prupe.8G143900.1	CDY71910, CDY58860
OG0016254	Prupe.8G134200.1	CDX99220
OG0016258	Prupe.2G226100.1	CDY02915
OG0016261	Prupe.1G041000.1	CDX77524, CDX85091
OG0016262	Prupe.8G000700.1	CDY05089, CDX90749
OG0016274	Prupe.6G323000.1	CDY05165, CDY27770
OG0016275	Prupe.1G349100.1	CDY24591
OG0016285	Prupe.8G082300.1	CDX72499
OG0016292	Prupe.2G079500.1	CDX70207
OG0016300	Prupe.8G137300.1	CDX69041, CDX75416
OG0016302	Prupe.2G215700.1	CDX90612, CDY29071
OG0016308	Prupe.8G024200.1	CDY18275, CDX89771
OG0016313	Prupe.5G127300.1	CDX84447, CDY43758
OG0016315	Prupe.3G042200.1	CDY55211
OG0016320	Prupe.1G351500.1	CDX80359, CDX88022
OG0016326	Prupe.1G014400.1	CDY29777
OG0016331	Prupe.4G266400.1	CDY00961
OG0016332	Prupe.1G304600.1	CDY36094
OG0016336	Prupe.1G511400.1	CDY38245
OG0016337	Prupe.8G270400.1	CDX76644
OG0016342	Prupe.3G222500.1	CDY57405, CDY37380
OG0016347	Prupe.4G189000.1	CDY69872, CDX92826
OG0016349	Prupe.4G176400.1	CDY28807, CDX96261
OG0016351	Prupe.3G096700.1	CDY35047
OG0016361	Prupe.3G134700.1	CDY22302
OG0016362	Prupe.3G070600.1	CDY49899, CDX87901
OG0016366	Prupe.6G090800.1, Prupe.6G090700.1	CDY53384
OG0016373	Prupe.4G286100.1	CDX69948
OG0016379	Prupe.6G146000.1	CDX87938
OG0016380	Prupe.4G273600.1	CDY43774
OG0016392	Prupe.1G463300.1	CDX72293
OG0016396	Prupe.4G127900.1	CDX87382, CDX88540
OG0016400	Prupe.2G001000.1	CDY10018
OG0016410	Prupe.3G058800.1	CDY51445
OG0016411	Prupe.3G094500.1	CDY37608
OG0016420	Prupe.3G298000.1	CDX83687
OG0016433	Prupe.1G063000.1	CDY38876, CDY32622
OG0016434	Prupe.6G023700.1	CDY19594, CDY69374
OG0016436	Prupe.3G207900.1	CDX98837
OG0016445	Prupe.7G257400.1	CDX93109
OG0016447	Prupe.3G214600.1	CDY19145
OG0016449	Prupe.3G190900.1	CDY24335, CDY49429
OG0016454	Prupe.5G148000.1	CDX71662, CDY05818
OG0016464	Prupe.4G110600.1	CDY02366
OG0016473	Prupe.7G190700.1	CDY67251, CDY67598
OG0016476	Prupe.1G178100.1	CDY09280, CDX76487
OG0016482	Prupe.6G173100.1	CDY15852
OG0016496	Prupe.4G088700.1	CDX79570, CDX84637
OG0016498	Prupe.2G328300.1	CDY39296
OG0016502	Prupe.4G164800.1	CDX98514
OG0016504	Prupe.1G190300.1	CDY23942
OG0016507	Prupe.7G196700.1	CDY61473
OG0016514	Prupe.4G276000.1	CDY64681, CDX77760
OG0016516	Prupe.1G105600.1	CDY63025, CDY48702
OG0016530	Prupe.6G161500.1	CDY08856, CDX84544
OG0016544	Prupe.8G082700.1	CDY46205
OG0016549	Prupe.6G187000.1	CDY18688
OG0016550	Prupe.7G259400.1	CDY20299, CDY46137
OG0016551	Prupe.2G025000.1	CDY46487
OG0016553	Prupe.1G343500.1	CDY28711, CDY51532
OG0016554	Prupe.5G115900.1	CDX67509
OG0016562	Prupe.6G172300.1	CDY53176
OG0016569	Prupe.2G032100.1	CDY13211, CDX76143
OG0016571	Prupe.1G279900.1	CDY28550
OG0016581	Prupe.3G144700.1	CDY38131, CDX85513
OG0016590	Prupe.4G062100.1	CDY58053, CDY68675
OG0016591	Prupe.1G559300.1	CDX69910, CDY21576
OG0016603	Prupe.1G462500.1	CDX88135, CDX80472
OG0016610	Prupe.1G341200.1	CDY48619
OG0016611	Prupe.4G052300.1	CDY37680
OG0016614	Prupe.1G001400.1	CDY29067, CDX90615
OG0016616	Prupe.1G457000.1	CDY28251, CDX68729
OG0016618	Prupe.2G203300.1	CDY15227, CDX89988
OG0016626	Prupe.1G152900.1	CDY47202, CDY02579
OG0016628	Prupe.1G495300.1	CDY12540, CDY36588
OG0016635	Prupe.1G395400.1	CDY40120
OG0016638	Prupe.1G253200.1	CDY37965, CDX93400
OG0016641	Prupe.3G163800.1	CDY33227
OG0016648	Prupe.5G017000.1	CDY65519
OG0016667	Prupe.6G197100.1	CDY08792, CDY14564
OG0016669	Prupe.7G154400.1	CDX77952
OG0016673	Prupe.2G300100.1	CDX91658, CDY27060
OG0016674	Prupe.6G216300.1	CDY05959
OG0016677	Prupe.8G242000.1	CDY15454
OG0016684	Prupe.8G169100.1	CDX90276, CDY12085
OG0016686	Prupe.5G238700.1	CDY41830
OG0016687	Prupe.1G128000.1	CDX72811
OG0016691	Prupe.7G151100.1	CDY53852, CDY30759
OG0016695	Prupe.1G544300.1	CDY05085
OG0016699	Prupe.1G305500.1	CDX95985
OG0016700	Prupe.1G275800.1	CDX81617, CDY33766
OG0016704	Prupe.3G286400.1	CDY09876
OG0016714	Prupe.1G263900.1	CDX93428, CDY37980
OG0016717	Prupe.8G265000.1	CDY02411, CDY21257
OG0016720	Prupe.1G435700.1	CDX93068, CDX93069, CDY50040
OG0016722	Prupe.1G357000.1	CDY01373, CDY31889
OG0016724	Prupe.8G179200.1	CDX83186, CDY21457
OG0016725	Prupe.1G381700.1	CDY17066
OG0016727	Prupe.1G372300.1	CDY15559, CDX86538
OG0016730	Prupe.1G441600.1	CDY52068
OG0016734	Prupe.8G019400.1	CDX88343, CDX87541
OG0016743	Prupe.1G077600.1	CDY43551, CDX68619
OG0016747	Prupe.6G049000.1	CDY15596
OG0016749	Prupe.6G001500.1	CDY46577, CDY32791
OG0016750	Prupe.1G576700.1	CDX93480, CDX94949
OG0016755	Prupe.3G173400.1	CDY60198
OG0016759	Prupe.7G190900.1	CDX96476, CDX72989
OG0016761	Prupe.6G050500.1	CDY06673, CDY10245
OG0016764	Prupe.1G137400.1	CDX92080, CDY43108
OG0016766	Prupe.5G198200.1	CDY68950, CDY02152
OG0016767	Prupe.6G057800.1	CDY67905, CDY52126
OG0016770	Prupe.7G239800.1	CDX70911
OG0016772	Prupe.7G265500.1	CDX72264
OG0016777	Prupe.4G002400.1	CDX77798, CDY17704
OG0016781	Prupe.5G013300.1	CDY70791, CDX99386
OG0016783	Prupe.2G070000.1	CDX70459
OG0016785	Prupe.6G050800.1	CDY57395, CDY32980
OG0016788	Prupe.3G265200.1	CDX90999
OG0016789	Prupe.7G237300.1	CDY34664, CDY34864
OG0016798	Prupe.6G042900.1	CDY02061, CDY10731
OG0016806	Prupe.4G182100.1	CDX78913
OG0016814	Prupe.2G296200.1	CDX88053, CDX80392
OG0016817	Prupe.3G280400.1	CDX85187
OG0016819	Prupe.7G231800.1	CDY44924, CDY42275
OG0016821	Prupe.2G213800.1	CDX86258, CDX85388
OG0016822	Prupe.8G046100.1	CDX96348, CDX72831
OG0016826	Prupe.2G135300.1	CDY65392
OG0016827	Prupe.3G308600.1	CDY00170
OG0016831	Prupe.3G311800.1	CDY28523, CDY34211
OG0016834	Prupe.1G471500.1	CDX75252, CDX68855
OG0016856	Prupe.2G013700.1	CDX73251, CDX87621
OG0016862	Prupe.3G000700.1	CDY41568, CDX80059
OG0016869	Prupe.1G423400.1	CDY50870
OG0016870	Prupe.6G323900.1	CDY41729, CDY53578
OG0016872	Prupe.7G018300.1	CDY29946, CDY21176
OG0016873	Prupe.6G089500.1	CDX88736, CDY09231
OG0016874	Prupe.8G252200.1	CDY21946, CDY22107
OG0016875	Prupe.6G341800.1	CDY05591, CDY52503
OG0016878	Prupe.1G185500.1	CDX86329
OG0016881	Prupe.8G260800.1	CDY53012
OG0016885	Prupe.2G124300.1	CDY41163, CDX71806
OG0016888	Prupe.6G338600.1	CDY23163, CDX95300
OG0016890	Prupe.1G359500.1	CDY04089
OG0016892	Prupe.8G268300.1	CDY01920, CDX97259
OG0016895	Prupe.2G077500.1	CDY51663, CDX91491, CDY23338
OG0016897	Prupe.7G115000.1	CDY43725
OG0016899	Prupe.7G124700.1	CDY63988
OG0016908	Prupe.1G391500.1	CDY13464, CDX72336
OG0016910	Prupe.3G305000.1	CDX67479, CDY11723
OG0016912	Prupe.7G002400.1	CDY42354, CDX95200
OG0016915	Prupe.1G584700.1	CDX83180, CDY21448
OG0016916	Prupe.5G084800.1	CDX86735, CDX94475
OG0016918	Prupe.1G096000.1	CDY42947, CDY35613
OG0016920	Prupe.7G245400.1	CDY21895, CDY22059
OG0016921	Prupe.1G108100.1	CDY43292, CDX93649
OG0016923	Prupe.7G253400.1	CDX90958
OG0016924	Prupe.1G113500.1	CDX93635, CDY20931, CDX95880
OG0016926	Prupe.3G176400.1	CDY30372, CDY14864
OG0016930	Prupe.4G010800.1, Prupe.4G225100.1	CDY06594
OG0016936	Prupe.1G516500.1	CDY72340
OG0016941	Prupe.6G038300.1	CDX99931, CDY00466
OG0016952	Prupe.6G038500.1	CDY58567, CDX88665
OG0016960	Prupe.6G043000.1	CDY29678
OG0016962	Prupe.6G060500.1	CDY51357
OG0016963	Prupe.3G201100.1	CDY64118, CDY00888
OG0016964	Prupe.4G235000.1	CDY23564
OG0016967	Prupe.6G135700.1	CDX83260, CDY31170
OG0016968	Prupe.6G094800.1	CDX88751, CDX71037
OG0016971	Prupe.3G165400.1	CDY56301
OG0016972	Prupe.4G253800.1	CDY49813, CDY22842
OG0016973	Prupe.5G124600.1	CDX92484
OG0016975	Prupe.2G086600.1	CDX75700, CDX69360
OG0016978	Prupe.4G181500.1	CDX97659, CDX98551, CDX75823
OG0016982	Prupe.6G258300.1	CDY10464, CDY40335
OG0016987	Prupe.6G259400.1	CDX93355
OG0016992	Prupe.3G223800.1	CDY52870, CDY08404
OG0016998	Prupe.4G091100.1	CDX98216
OG0017000	Prupe.5G126000.1	CDY24056
OG0017002	Prupe.2G159900.1	CDX74341
OG0017013	Prupe.1G326800.1	CDY52385
OG0017014	Prupe.1G214100.1	CDX91125, CDX85653
OG0017015	Prupe.2G145000.1	CDY63066
OG0017016	Prupe.8G191400.1	CDX76706, CDY11482
OG0017020	Prupe.1G148500.1	CDY48895, CDY32435
OG0017025	Prupe.3G022800.1	CDX80057
OG0017029	Prupe.3G022900.1	CDX80058, CDY41567
OG0017030	Prupe.3G023000.1	CDY25204, CDY22823
OG0017034	Prupe.5G198300.1	CDX69995
OG0017036	Prupe.1G405600.1	CDX92399, CDY16601
OG0017039	Prupe.4G000400.1	CDY29066, CDX90616
OG0017041	Prupe.3G104700.1	CDX79337, CDX67981
OG0017042	Prupe.5G131400.1	CDX68314
OG0017044	Prupe.1G037500.1	CDY50477
OG0017045	Prupe.1G022500.1	CDY46610
OG0017046	Prupe.8G169800.1	CDY12988
OG0017047	Prupe.3G036000.1	CDX75751
OG0017049	Prupe.8G137000.1	CDX93155, CDX89649
OG0017050	Prupe.3G000500.1	CDY15230, CDX89984
OG0017052	Prupe.1G008400.1	CDY53558
OG0017053	Prupe.3G095500.1	CDX81737, CDY52863
OG0017054	Prupe.1G046400.1	CDX87323, CDY39965
OG0017056	Prupe.6G334800.1	CDY41921, CDY27807
OG0017059	Prupe.8G233000.1	CDY07694
OG0017060	Prupe.7G126900.1	CDY33196, CDX75011
OG0017067	Prupe.8G219400.1	CDY25529
OG0017068	Prupe.1G275200.1	CDY09345, CDY62180
OG0017069	Prupe.8G234400.1	CDX93911
OG0017071	Prupe.8G150000.1	CDY48459, CDY49600
OG0017082	Prupe.7G094600.1	CDY55757, CDX81002
OG0017086	Prupe.4G213000.1	CDX80954, CDY52144, CDX98822, CDX70170
OG0017091	Prupe.6G139500.1	CDX95347, CDY23222, CDX80999
OG0017098	Prupe.6G290800.1	CDY31406, CDX71307
OG0017114	Prupe.2G077200.1	CDX76156, CDY65398
OG0017116	Prupe.6G250800.1	CDY30850, CDX76194
OG0017139	Prupe.7G217200.1	CDY30223, CDY47774
OG0017142	Prupe.8G191500.1	CDY28050, CDX74046, CDY07997
OG0017152	Prupe.8G197500.1	CDY08008, CDX74054, CDY34910
OG0017153	Prupe.2G139900.1	CDX74330, CDX91914
OG0017159	Prupe.3G192700.1	CDY07983, CDX74035
OG0017174	Prupe.1G364200.1	CDY39059, CDY13533, CDX73199, CDX87663
OG0017183	Prupe.4G049400.1	CDY57213, CDY37685
OG0017192	Prupe.4G049500.1	CDY15679, CDX94608, CDY66878, CDY46611
OG0017195	Prupe.3G195000.1	CDY00855
OG0017196	Prupe.8G074900.1	CDY27872, CDY00856
OG0017205	Prupe.3G027500.1	CDY23560, CDY71625, CDX82564, CDY51907
OG0017206	Prupe.4G255800.1	CDX89634, CDY48732, CDY51909, CDY43200
OG0017208	Prupe.3G027400.1	CDX82562, CDY51904, CDY24226, CDY43380
OG0017214	Prupe.1G528200.1	CDY02626, CDY58113
OG0017221	Prupe.3G274500.1	CDX74407, CDY30287
OG0017222	Prupe.1G501100.1	CDY01669, CDX74533
OG0017225	Prupe.6G186200.1	CDY67116, CDX74507
OG0017230	Prupe.3G083500.1	CDY47541, CDY63526
OG0017232	Prupe.1G501500.1	CDY17336, CDY45672
OG0017233	Prupe.1G281400.1	CDY40916, CDX95940, CDY51507, CDY07351
OG0017254	Prupe.4G151600.1	CDY20072, CDY32354, CDX98472, CDX97582
OG0017257	Prupe.8G234000.1	CDY10325, CDX94883
OG0017263	Prupe.1G549200.1	CDY61606, CDY15431
OG0017269	Prupe.1G429300.1	CDY03475, CDY34266
OG0017270	Prupe.2G275300.1	CDY03373, CDY34348, CDY08968, CDY24857
OG0017275	Prupe.2G307600.1	CDX89217, CDY60128, CDY60125, CDY14264
OG0017282	Prupe.8G266900.1	CDX94288, CDX89306
OG0017285	Prupe.6G298400.1	CDY03622, CDY58938, CDY01221
OG0017306	Prupe.1G261600.1	CDY23519
OG0017314	Prupe.1G507400.1	CDY29601, CDX68424, CDY67077
OG0017327	Prupe.7G175100.1	CDY20809, CDY24362
OG0017331	Prupe.2G291500.1	CDX75360, CDX68983
OG0017334	Prupe.8G169900.1	CDY52644, CDX69116
OG0017335	Prupe.1G072000.1	CDX68594, CDY43533, CDY46712
OG0017337	Prupe.1G452900.1	CDX75275, CDX68882
OG0017339	Prupe.8G163600.1	CDX69100, CDX75476
OG0017340	Prupe.1G086100.1	CDY39191, CDX72225, CDY28170, CDX68635
OG0017342	Prupe.1G482000.1	CDX68826, CDX75228
OG0017347	Prupe.2G097900.1	CDY16908, CDY38443
OG0017349	Prupe.7G007300.1	CDY38472, CDY25472
OG0017352	Prupe.3G121700.1	CDY65496, CDY47261
OG0017361	Prupe.1G329700.1, Prupe.8G002300.1	CDX95604
OG0017369	Prupe.4G151400.1	CDY24085, CDY45122
OG0017380	Prupe.7G000300.1	CDY38117, CDY66618, CDX78688, CDX70691
OG0017381	Prupe.3G247500.1	CDX78648, CDX70633
OG0017385	Prupe.7G144300.1	CDX89575, CDY38946
OG0017392	Prupe.6G240400.1	CDY04880, CDY44340
OG0017396	Prupe.3G112500.1	CDY14855, CDY47989
OG0017400	Prupe.7G075800.1	CDX71983, CDY06061, CDY06883, CDY14816
OG0017402	Prupe.7G065700.1	CDY06897, CDY14799
OG0017404	Prupe.8G038700.1	CDY68216, CDY14753
OG0017418	Prupe.8G202300.1	CDY25380, CDY47333, CDY01113
OG0017423	Prupe.8G216500.1	CDX94747, CDY13133, CDY36965
OG0017430	Prupe.5G174200.1	CDX91023, CDX85583, CDY09882, CDX69561
OG0017433	Prupe.3G301200.1, Prupe.1G233600.1	CDX69592, CDY57897
OG0017437	Prupe.7G119000.1	CDX97167, CDX69708
OG0017438	Prupe.1G459600.1	CDX97046, CDX69811
OG0017442	Prupe.7G011800.1	CDX69619, CDY09833
OG0017443	Prupe.2G292000.1	CDX70023, CDX98990
OG0017448	Prupe.5G080600.1	CDY41292, CDX82970
OG0017457	Prupe.1G086500.1	CDY38300, CDY68365
OG0017462	Prupe.6G009400.1	CDY08232, CDY26118
OG0017474	Prupe.6G213700.1	CDY45624, CDY08755
OG0017484	Prupe.3G029300.1	CDY31928
OG0017484	Prupe.1G093400.1	CDY27249
OG0017486	Prupe.5G123100.1	CDY62024, CDY47842
OG0017490	Prupe.4G269300.1	CDY42269, CDY44920
OG0017491	Prupe.7G224900.1	CDY44927, CDY42278
OG0017500	Prupe.8G225000.1, Prupe.1G354200.1	CDX93556, CDX95053
OG0017505	Prupe.5G099800.1	CDY13271, CDX86769
OG0017508	Prupe.2G245200.1	CDY27266, CDX72202
OG0017524	Prupe.1G132900.1	CDY33928, CDY60429
OG0017530	Prupe.1G527200.1	CDX90148, CDY35739
OG0017535	Prupe.6G119900.1	CDX77135, CDY30530, CDX71418, CDY04511
OG0017537	Prupe.2G318700.1	CDY18308, CDY14326
OG0017538	Prupe.1G101200.1	CDY06106, CDX72037
OG0017542	Prupe.5G135500.1	CDX72071, CDY06135
OG0017549	Prupe.3G272900.1	CDX86421, CDX85211
OG0017551	Prupe.6G328200.1	CDX80642, CDX86155
OG0017552	Prupe.3G271300.1	CDX86418, CDX85216
OG0017553	Prupe.7G230300.1	CDX85264, CDX86375
OG0017563	Prupe.4G269700.1	CDY17913, CDX79803
OG0017564	Prupe.6G264000.1	CDY59162, CDX67577
OG0017566	Prupe.5G055100.1	CDX76582, CDY42958, CDY35602, CDX76581
OG0017567	Prupe.5G129000.1	CDX76328, CDY03489
OG0017573	Prupe.6G113800.1	CDX76267
OG0017574	Prupe.4G080500.1	CDY43668, CDX84309, CDY17257
OG0017592	Prupe.2G262900.1	CDX98832, CDY36285, CDY00977, CDY08563
OG0017595	Prupe.7G104400.1	CDY56852, CDY08524
OG0017597	Prupe.2G224700.1	CDY42144, CDY08437
OG0017602	Prupe.8G192800.1	CDY52284, CDY15100, CDY52286, CDY15099
OG0017603	Prupe.8G200000.1	CDY15111, CDX93042
OG0017604	Prupe.2G213900.1	CDY44908, CDY69863
OG0017606	Prupe.1G518700.1	CDY54705, CDX75129
OG0017618	Prupe.7G091000.1	CDX98920, CDY57991
OG0017619	Prupe.1G500900.1	CDY50099, CDY12562
OG0017621	Prupe.6G272700.1	CDY53092, CDY44676
OG0017628	Prupe.4G025500.1	CDX79041, CDX82808
OG0017630	Prupe.4G118800.1	CDX78974, CDY50059
OG0017631	Prupe.4G111800.1	CDX78963, CDY51889
OG0017632	Prupe.4G115000.1	CDY51893, CDX78966, CDY53009
OG0017636	Prupe.3G291600.1	CDY42581, CDY50124, CDY36438
OG0017637	Prupe.3G290200.1	CDY50117, CDY42586
OG0017642	Prupe.3G134900.1	CDX89864, CDY15474, CDX86669, CDY18187
OG0017645	Prupe.2G154500.1	CDY15146, CDX90064
OG0017649	Prupe.4G201600.1	CDY53616, CDY43066
OG0017651	Prupe.3G221700.1	CDY19306, CDY39499
OG0017655	Prupe.8G001100.1	CDY60091, CDY25244
OG0017659	Prupe.I003100.1, Prupe.I003200.1, Prupe.3G072200.1	CDY47535
OG0017661	Prupe.2G303100.1	CDY27043, CDX96159
OG0017662	Prupe.2G301700.1	CDY49826, CDY27049
OG0017666	Prupe.6G037000.1	CDY54362, CDY50028
OG0017671	Prupe.4G111600.1	CDY51619, CDY02365
OG0017673	Prupe.6G315600.1	CDY32158, CDY31106
OG0017678	Prupe.6G058800.1	CDY02013, CDY70113
OG0017679	Prupe.5G005700.1	CDX84678, CDX79538
OG0017686	Prupe.2G282900.1	CDX91602, CDY46933
OG0017688	Prupe.1G192700.1, Prupe.1G193800.1	CDY30400, CDY23357
OG0017690	Prupe.1G201700.1	CDY23375, CDY30417
OG0017692	Prupe.1G189300.1	CDY23344, CDY30388
OG0017695	Prupe.7G221700.1	CDX76738, CDY11508
OG0017696	Prupe.2G049000.1	CDX76753, CDY11522
OG0017699	Prupe.7G172900.1, Prupe.7G173100.1	CDX72564, CDY47042
OG0017700	Prupe.6G172600.1	CDY53175, CDX72688
OG0017703	Prupe.4G140900.1	CDY43385, CDY24233
OG0017707	Prupe.2G246200.1	CDY20503, CDY07042, CDX93221
OG0017712	Prupe.6G167400.1	CDY33213, CDX74998, CDX74996, CDX74997
OG0017715	Prupe.1G269600.1	CDY04135, CDY17430
OG0017723	Prupe.6G132400.1	CDY35682, CDY09136
OG0017726	Prupe.1G097900.1	CDY51281, CDY50796, CDY11851, CDX88638
OG0017730	Prupe.1G404500.1	CDY00432, CDX95778, CDX99308, CDX99309
OG0017734	Prupe.4G150300.1	CDY21764, CDX81804
OG0017736	Prupe.5G194000.1	CDY21790, CDX77862
OG0017739	Prupe.5G135400.1	CDY66161, CDY26922, CDY57552, CDY57551
OG0017743	Prupe.6G049900.1, Prupe.6G049500.1	CDX84857
OG0017745	Prupe.6G080300.1, Prupe.2G232900.1	CDX80291, CDY33026
OG0017746	Prupe.8G083700.1	CDX82015, CDY13823, CDX99602
OG0017747	Prupe.6G035700.1	CDY32804, CDY17405
OG0017748	Prupe.6G035600.1	CDY32805, CDY17404
OG0017749	Prupe.1G402400.1	CDX92446, CDY16551
OG0017750	Prupe.3G152400.1	CDY36207, CDX96141
OG0017751	Prupe.3G268600.1	CDX76921, CDY04043, CDY44429, CDX93956
OG0017755	Prupe.1G373200.1, Prupe.1G227600.1	CDY29407, CDY39356
OG0017759	Prupe.5G040800.1	CDY62569, CDY40353, CDY71703, CDY40354
OG0017761	Prupe.1G178400.1	CDY65609, CDX89008, CDY00596, CDY49262
OG0017762	Prupe.3G113300.1	CDX89000, CDY00583, CDY49246, CDX71933
OG0017764	Prupe.8G202100.1	CDY52084, CDX77382
OG0017765	Prupe.1G493000.1	CDX77848, CDY67192
OG0017767	Prupe.5G211400.1	CDY26156, CDY19215
OG0017769	Prupe.5G009200.1	CDY22330, CDX94726
OG0017772	Prupe.6G313700.1	CDY65675, CDY54396
OG0017774	Prupe.3G191100.1	CDY09043, CDY22726
OG0017776	Prupe.5G073900.1	CDY12954, CDY19564
OG0017779	Prupe.1G298400.1	CDY45334, CDX98107, CDY16098, CDY26658
OG0017780	Prupe.1G176000.1, Prupe.2G050500.1	CDY19319, CDX97912
OG0017785	Prupe.1G011500.1	CDY22079, CDY21916
OG0017786	Prupe.7G116800.1	CDY70451, CDY10363
OG0017794	Prupe.6G235000.1	CDX91330, CDX74992
OG0017795	Prupe.2G149600.1	CDY18915, CDX74751
OG0017801	Prupe.3G085400.1	CDY21867, CDY20151, CDY30110
OG0017804	Prupe.1G338800.1	CDY03088, CDY17621
OG0017806	Prupe.5G040700.1	CDY33481, CDX77673
OG0017807	Prupe.5G070800.1	CDY32267, CDY40536
OG0017810	Prupe.6G270300.1	CDY18409, CDX93333
OG0017815	Prupe.6G019800.1, Prupe.3G111100.1	CDY70484, CDY17004
OG0017817	Prupe.5G027900.1	CDY35549, CDY29940
OG0017822	Prupe.6G350200.1	CDY41899, CDY50755
OG0017823	Prupe.6G211700.1	CDX86959, CDY00219
OG0017827	Prupe.5G131500.1	CDY38219, CDY08325
OG0017830	Prupe.3G198200.1	CDY38546, CDY06455
OG0017831	Prupe.2G276600.1	CDY47413, CDX99048
OG0017836	Prupe.6G315400.1	CDY18807, CDY05195, CDY27745
OG0017838	Prupe.1G298600.1	CDX81566, CDY45845, CDX81564, CDY33578
OG0017843	Prupe.3G037500.1	CDY29249, CDY56509
OG0017844	Prupe.1G586000.1	CDY09363, CDY41692
OG0017846	Prupe.8G133500.1	CDY71342, CDY54465
OG0017848	Prupe.6G348600.1	CDY65361, CDY52478
OG0017855	Prupe.1G419700.1	CDY30885, CDY67239
OG0017859	Prupe.7G253300.1	CDX90959, CDX91816, CDY22023, CDY07099
OG0017860	Prupe.1G264200.1	CDY20945, CDY20634
OG0017861	Prupe.4G039200.1, Prupe.4G039100.1	CDY20983
OG0017862	Prupe.4G025300.1	CDY21000, CDY57043
OG0017863	Prupe.4G040700.1	CDY20979, CDY20587
OG0017864	Prupe.8G100500.1, Prupe.5G020100.1	CDY21011
OG0017868	Prupe.2G060200.1	CDX78230, CDX73488, CDX67595, CDY07550
OG0017869	Prupe.6G150700.1, Prupe.7G160100.1	CDX77967, CDX73766
