Orthogroup	Capsicum_anuum	Brassica_napus
OG0009501	CA00g53650	CDX80574, CDY05329, CDY61119
OG0009502	CA01g02680	CDY37620, CDY25285
OG0009506	CA04g23630	CDX87578, CDX88303
OG0009507	CA08g18450, CA11g00810	CDY36747, CDY11995
OG0009508	CA02g02330, CA08g11690	CDX71574, CDY54078
OG0009509	CA01g06200	CDY42948, CDY35612, CDY45882
OG0009510	CA05g20750	CDY36251, CDY09422, CDY66641
OG0009513	CA00g91700	CDY10109, CDY47286, CDY02097
OG0009514	CA00g46880, CA03g34630	CDX82410
OG0009515	CA08g17130	CDX75420, CDX69046
OG0009516	CA03g08170	CDY18839, CDY05220, CDY27721
OG0009517	CA00g51870	CDX75413, CDX69037
OG0009520	CA03g06150	CDY22342, CDX94713, CDX96893
OG0009521	CA05g20210	CDY00668, CDX73928
OG0009522	CA00g54180	CDY48376, CDY17547
OG0009523	CA04g16140	CDY14514, CDY08847
OG0009524	CA06g25610	CDX99003, CDX70011
OG0009526	CA11g00470	CDX77808, CDY17688
OG0009528	CA01g12970	CDY68555, CDY13439
OG0009529	CA12g19900	CDY01479, CDX90451, CDY68757
OG0009530	CA05g08350, CA05g08330	CDY41388, CDX70249
OG0009532	CA12g05420	CDY14153, CDX70221, CDY44859
OG0009534	CA01g00690	CDY23936, CDX84779
OG0009535	CA03g08890	CDY53026, CDX80141
OG0009536	CA01g26710	CDY16906, CDY02699, CDY59307
OG0009539	CA03g21310, CA01g00130	CDY04099, CDY17454
OG0009540	CA03g03230	CDY40008, CDY35134
OG0009541	CA12g17990	CDX97310, CDY16640, CDX94585
OG0009544	CA03g17450, CA03g17460	CDY10645, CDY38319
OG0009546	CA00g77370, CA00g77380	CDX80626
OG0009548	CA08g13170	CDY32167, CDY31100
OG0009549	CA02g28670	CDY65885
OG0009550	CA00g53710	CDY18831
OG0009555	CA06g28060	CDX79725, CDY46765
OG0009557	CA11g14410	CDX86300, CDX85344
OG0009558	CA08g19470	CDX83188, CDY21460, CDX81990
OG0009559	CA04g14690	CDY31362, CDX93726, CDY15317
OG0009560	CA03g36400	CDX75731, CDX82516
OG0009561	CA11g05680, CA02g10130	CDX84260, CDY31666
OG0009562	CA03g01500	CDX77463, CDX92998
OG0009563	CA08g06340, CA08g06310	CDX77003, CDY35341
OG0009564	CA10g07400	CDY64080, CDX98408
OG0009565	CA08g13360	CDX87041, CDY19763
OG0009567	CA05g09870, CA05g09880	CDY30150, CDX97736
OG0009568	CA03g34590	CDX79392, CDY68797
OG0009569	CA01g00550	CDY47838, CDY08383
OG0009570	CA12g04820	CDY41383, CDX70245, CDY41384
OG0009571	CA06g26300	CDY35934, CDY28047
OG0009573	CA00g36870	CDY16904, CDY38449
OG0009574	CA04g21890	CDY34262, CDY03479
OG0009575	CA02g11350	CDY08208, CDY51800
OG0009576	CA03g34700	CDY30142, CDX97729
OG0009579	CA08g16750	CDY50971, CDY28120
OG0009583	CA12g22740	CDY17880, CDX79778
OG0009584	CA09g01610	CDY68641, CDX76245, CDY58284
OG0009586	CA11g09750, CA11g09760	CDX71207, CDY48218
OG0009588	CA03g05290	CDY10786, CDY24750
OG0009589	CA00g61800	CDX72931, CDX96423, CDX82139
OG0009591	CA10g11050, CA10g11040	CDX74685, CDY48259
OG0009592	CA11g15180, CA03g16900	CDY32626
OG0009593	CA08g12480	CDY27747, CDY05193, CDY18808
OG0009594	CA05g07190	CDX69689, CDX97184
OG0009595	CA00g94240, CA12g14970	CDY52947, CDY46555
OG0009596	CA12g07300	CDX80920, CDY11308
OG0009597	CA03g35650	CDX82507, CDX75737
OG0009598	CA10g12410	CDY06342, CDY22653, CDY03602
OG0009599	CA05g17630	CDX83502
OG0009600	CA03g02700	CDX84694, CDX79521, CDY66711, CDY37739
OG0009601	CA03g18950, CA03g18940	CDY50493, CDY19644
OG0009602	CA10g07060	CDY31405, CDX71310
OG0009603	CA05g03400	CDY40215, CDY41238
OG0009605	CA11g00480	CDY17687, CDX77809
OG0009606	CA06g15610	CDY46853, CDY65475, CDY65256
OG0009607	CA06g15560	CDY32406, CDX82216
OG0009608	CA09g12740	CDY25862, CDY51871, CDY02509
OG0009609	CA06g26430	CDY08001, CDY28058, CDY35925
OG0009610	CA07g10830	CDY50043, CDX93065
OG0009611	CA12g05610	CDY23198, CDX95323, CDY23199
OG0009612	CA01g22040	CDY07128, CDY58222, CDX74389, CDX91843
OG0009613	CA03g33110	CDY41077, CDY25939, CDX92192
OG0009616	CA03g01490	CDY01149, CDY53560
OG0009617	CA07g08100, CA00g74260	CDY15082, CDY66248
OG0009618	CA02g18910	CDY16927, CDX78748, CDX70761
OG0009619	CA00g41270	CDX75431, CDY45311, CDX72482
OG0009620	CA06g06800	CDY35498, CDY67054, CDY63031
OG0009623	CA12g21130	CDY39011, CDY35007
OG0009624	CA00g18840	CDX93066, CDY50042
OG0009625	CA02g23540	CDX69467, CDY26501
OG0009629	CA05g19910, CA12g12120	CDY62623, CDY47550
OG0009630	CA04g14230	CDX73290, CDY28391
OG0009631	CA00g25940	CDX85448, CDY55933, CDY43086
OG0009634	CA00g46210, CA00g68590	CDX99897, CDY00494
OG0009636	CA12g20240	CDY01150, CDY53561
OG0009637	CA03g23000	CDY67020
OG0009638	CA01g11490	CDY40150, CDY66886, CDY66885
OG0009639	CA03g35010	CDX75874, CDX82409, CDY30156
OG0009640	CA01g02210	CDX78258, CDX73454, CDY65395
OG0009642	CA02g00240	CDY35206, CDY38371
OG0009643	CA12g11200	CDY07670, CDY14403
OG0009644	CA02g23400	CDY42363, CDY58136
OG0009645	CA03g07690	CDY12231, CDY61401
OG0009646	CA03g07810	CDY18032, CDX82142, CDY49856
OG0009647	CA04g22710	CDY01367, CDY31881, CDY31479
OG0009649	CA01g24050	CDY17381, CDY22021, CDY07102
OG0009650	CA06g24400	CDY65620, CDY09250
OG0009651	CA11g10920	CDY27559, CDY60388, CDY06385, CDY19601
OG0009652	CA01g23690	CDY47334, CDY01112
OG0009653	CA00g10960	CDX96352, CDX72835, CDY03678
OG0009654	CA02g02080	CDY37925
OG0009655	CA07g21120	CDY35079, CDY33344
OG0009657	CA07g14580	CDY50820
OG0009661	CA09g01150, CA09g01080	CDY18319, CDY14321
OG0009662	CA01g20170	CDX93602, CDX95105, CDY22708
OG0009663	CA07g16080	CDX68013, CDX79266
OG0009665	CA10g00500, CA10g00230, CA00g77510, CA05g11520	CDY71062
OG0009666	CA00g61540	CDY60288, CDY51220
OG0009667	CA01g27160	CDX93262, CDY07011, CDY53586, CDY20440
OG0009669	CA01g04580	CDY70463, CDY46922
OG0009670	CA09g13480	CDY46656, CDX92822, CDX89264
OG0009672	CA12g00360, CA06g18130	CDX69045, CDX75419
OG0009673	CA05g10840, CA12g13620	CDY02871, CDY32658
OG0009674	CA03g34230	CDY39648, CDX83975, CDX96839
OG0009675	CA07g21430	CDX79289
OG0009676	CA07g17850	CDY26023, CDY53812, CDX87930
OG0009678	CA02g27410	CDY10789, CDY24753
OG0009679	CA00g58190, CA07g16480	CDY25699, CDY02500
OG0009680	CA08g09690	CDY64198, CDY18372, CDX93308
OG0009681	CA07g04270	CDX83239, CDY38528
OG0009682	CA02g03830	CDY31379, CDX71337
OG0009683	CA03g03240	CDX81770, CDY50996
OG0009686	CA12g22390, CA03g25370	CDY33674
OG0009687	CA03g12630	CDX79827, CDY17928
OG0009689	CA08g03670	CDY70050
OG0009691	CA03g05240	CDX77527, CDX85089
OG0009692	CA01g20830	CDY35235, CDY06855
OG0009693	CA07g16090	CDY48470, CDY65128, CDX91756
OG0009694	CA11g16320, CA06g22710	CDY69513, CDY08687
OG0009696	CA00g36790	CDY02698, CDY59309, CDY38446
OG0009697	CA01g18570	CDY69251, CDX79757
OG0009698	CA12g00880	CDX82927, CDX79141
OG0009699	CA10g00570	CDX96243, CDY14353, CDY20219
OG0009700	CA10g17400	CDY69307, CDX68727, CDY28249
OG0009701	CA11g11350	CDY06005, CDY66068
OG0009703	CA01g04360	CDX69260
OG0009705	CA09g09660	CDY28043, CDX74042, CDY07992
OG0009706	CA01g20200	CDY35981, CDY28000, CDY22151
OG0009707	CA07g21530, CA03g16620	CDX84498, CDY43794
OG0009708	CA03g31620	CDY36558, CDY39644
OG0009709	CA03g35230, CA09g17140	CDY71502
OG0009710	CA03g36210	CDY08227, CDY24052, CDY33066
OG0009711	CA09g12970	CDY26032, CDY26031
OG0009712	CA03g04800	CDY19492, CDY23733, CDY37718
OG0009713	CA01g26400	CDX79447, CDX84751
OG0009715	CA10g01900	CDY02178, CDY47007, CDY42845
OG0009717	CA07g19470	CDX92781, CDY46666
OG0009718	CA06g27540	CDX88490, CDX87423
OG0009720	CA08g08740	CDY07630, CDY60335
OG0009721	CA10g11520	CDY67757, CDX95647
OG0009726	CA07g18920	CDY53612
OG0009728	CA11g13090	CDX97208, CDY53969
OG0009733	CA08g09940	CDX70183, CDX98803, CDX80929
OG0009734	CA04g02440	CDY62377, CDY16697
OG0009735	CA07g18230	CDY29301, CDX89255
OG0009736	CA04g09040, CA04g21300	CDX88510, CDX87404
OG0009737	CA08g14140	CDY29164, CDY39917, CDY63687
OG0009738	CA07g17430	CDX97635, CDX98528
OG0009739	CA06g00290, CA06g08140	CDY24309, CDX92943
OG0009740	CA11g16080	CDX91637, CDY30562, CDX77104
OG0009742	CA06g23200	CDX77139, CDY30526
OG0009744	CA00g78410	CDY48880, CDY56919, CDY51454
OG0009745	CA03g26660	CDY16746, CDX87279
OG0009746	CA07g18060	CDY42447, CDY18327, CDY48644
OG0009747	CA11g17600	CDY09149, CDX92344, CDY26944
OG0009748	CA05g11170	CDX67800, CDX98379, CDY00622, CDX89025
OG0009749	CA07g12510	CDY22935, CDY06510, CDY08281
OG0009751	CA00g82150, CA11g19630	CDY30513, CDX77148
OG0009752	CA10g02850, CA09g07510	CDY35195
OG0009753	CA12g07890	CDY29364
OG0009754	CA06g10500	CDY31544, CDX80167, CDX88759
OG0009755	CA06g16810	CDY57698, CDX79393, CDY38662
OG0009756	CA12g19440	CDY21571, CDY21630, CDX69916
OG0009757	CA10g00510	CDX97667, CDY56828
OG0009758	CA06g24780	CDX82997, CDX86093, CDX99099
OG0009759	CA12g10460	CDY54307, CDY41115, CDY57686
OG0009760	CA07g13910, CA09g13740	CDY13853, CDX81986
OG0009761	CA00g71990	CDX89710, CDY02262
OG0009762	CA04g12380, CA00g63330	CDY04666, CDY08182
OG0009763	CA11g18020	CDX77155, CDY30508
OG0009764	CA07g21190, CA10g00810, CA00g41420	CDY50712
OG0009768	CA11g17690	CDY08468, CDX92342, CDY26947
OG0009769	CA12g12930	CDY05835, CDY32645, CDY38847, CDX71688
OG0009770	CA03g34750	CDX79408, CDX67929
OG0009772	CA10g00150	CDY37521, CDY49054, CDY28675
OG0009774	CA06g21090	CDY03394, CDY34334
OG0009775	CA01g17180	CDY13338, CDY15277, CDX93762
OG0009776	CA08g02270	CDY11533, CDY58926
OG0009777	CA07g16180	CDX75770, CDX97571, CDX98449
OG0009780	CA11g09860	CDX73281, CDY26927
OG0009783	CA11g08620	CDY21087, CDY19392
OG0009784	CA03g29510	CDY08418, CDX73809, CDY00790, CDY42160
OG0009785	CA01g29710	CDY34762, CDY13445
OG0009786	CA03g32080	CDX79348, CDY63970, CDY39940, CDX87346
OG0009787	CA07g13440	CDX89196, CDY29889, CDY58722
OG0009788	CA03g30630	CDY32646, CDY38846, CDX71686
OG0009789	CA03g25300	CDY39578, CDY49718
OG0009791	CA06g24150	CDX99150, CDX86036
OG0009796	CA12g00140	CDY41535, CDX84440, CDY39849
OG0009797	CA02g00770	CDX79053, CDX82820
OG0009798	CA00g54130	CDX89461, CDY60841, CDY51255
OG0009800	CA00g89940, CA08g03200	CDX94219, CDY10967
OG0009801	CA00g76750, CA00g76740	CDX75503, CDX69140
OG0009802	CA08g18230	CDX71262, CDY49559
OG0009803	CA04g21950	CDX87661, CDX73202
OG0009804	CA02g06260	CDY67081, CDY45226
OG0009805	CA03g00910, CA03g00460	CDY18095, CDY66637
OG0009806	CA08g15710	CDX68986, CDX75363
OG0009807	CA12g13790	CDX79458, CDY67238, CDX79459
OG0009808	CA10g14910	CDY55698, CDY04878, CDY10407
OG0009809	CA12g03390	CDX69359, CDX75699, CDX69358
OG0009810	CA11g08350	CDY20621, CDY20956, CDY20620
OG0009811	CA11g19120	CDY09195, CDY31536, CDX80157
OG0009813	CA11g02340	CDY24382, CDY36081
OG0009816	CA11g14680	CDY42267, CDX92525, CDY14005
OG0009817	CA10g01330	CDY32437, CDY48897
OG0009818	CA03g24720	CDY05803, CDX71619
OG0009819	CA11g06760, CA12g00950	CDX77431, CDY66442
OG0009820	CA11g10110	CDY28891, CDY07427
OG0009821	CA06g18800, CA03g29950	CDY47410
OG0009822	CA05g11430	CDY33410, CDY65046
OG0009823	CA10g04460	CDY33455, CDX77632
OG0009824	CA11g10240	CDY72267, CDY72257
OG0009825	CA00g71740, CA02g13000	CDX99408
OG0009826	CA00g36750	CDY19721, CDX99984, CDY25035, CDY05574
OG0009827	CA02g04530	CDY48194, CDX77062
OG0009828	CA03g30870	CDX93680, CDY40592
OG0009831	CA02g03780	CDY24615, CDY51688
OG0009832	CA06g00360, CA03g18150	CDY36666, CDX68289
OG0009833	CA03g32780	CDX72997
OG0009834	CA01g00330	CDX77945, CDX73791
OG0009835	CA10g00110	CDY52380, CDX95144
OG0009836	CA03g31180	CDX88046, CDX80384
OG0009837	CA11g08030	CDY47146, CDY67166, CDY61395, CDY47147
OG0009839	CA08g19490	CDY70697, CDY64275, CDY54805
OG0009840	CA03g33760	CDX83521, CDY70370, CDY48589
OG0009841	CA07g11810	CDY63358, CDY22931, CDY57235, CDY63362, CDY58245
OG0009842	CA05g16330	CDX70108, CDX98889
OG0009844	CA03g30790	CDX71677
OG0009845	CA07g13830	CDY21966, CDY48561
OG0009846	CA11g16760	CDY56899, CDY47307
OG0009848	CA03g12620	CDX67809, CDX71880, CDY05983
OG0009849	CA08g18860	CDY33424, CDY42214
OG0009850	CA00g53580	CDX67794, CDX98369
OG0009852	CA06g17390, CA03g30710	CDX98979, CDX70030
OG0009853	CA06g22730	CDX92382, CDX88809, CDX70985
OG0009854	CA02g12310, CA02g12320	CDX77658, CDY33473
OG0009855	CA01g16130	CDY30899, CDY45142, CDY00123
OG0009856	CA07g14630	CDY58981
OG0009857	CA00g64240	CDX69066, CDX75439
OG0009859	CA09g03190	CDY21227, CDX78171, CDY56690
OG0009860	CA11g16890	CDX71429, CDY30534, CDX77132
OG0009862	CA00g90730, CA07g01590	CDY44172, CDY22890
OG0009864	CA08g00870	CDY57306, CDY03754, CDY23503
OG0009865	CA00g82180	CDY69868, CDY23707, CDY48280, CDY12224
OG0009866	CA02g10650	CDX90250, CDX77592, CDX98204
OG0009867	CA10g21210	CDY39413, CDX82580, CDY36697
OG0009868	CA07g02850	CDX89667, CDY36641, CDY57225
OG0009869	CA07g06240	CDY64039, CDY41636, CDY41637
OG0009870	CA02g19160	CDY12448, CDY52183
OG0009871	CA11g19240	CDX95113, CDX93607
OG0009872	CA08g01500	CDY36249, CDY17652
OG0009873	CA03g15570	CDY32631, CDY38861, CDX99924
OG0009874	CA03g27830	CDX68166, CDX85855, CDX73110
OG0009878	CA09g04760	CDY12638, CDY51185, CDY07430
OG0009879	CA03g30670, CA03g30660	CDX70034, CDX98977
OG0009881	CA06g24700	CDY15616, CDX86475
OG0009883	CA08g04600	CDY04468, CDX71484, CDY69866
OG0009884	CA12g09140	CDY72079
OG0009885	CA11g11100	CDY11762, CDX90112
OG0009887	CA00g81000	CDX79845, CDY50818
OG0009888	CA11g18220	CDY13290, CDY72143, CDY72482
OG0009889	CA08g18810, CA08g11100	CDY14176, CDY04897
OG0009890	CA08g04250	CDY32880, CDY32762, CDY11906, CDX88586
OG0009891	CA04g20910, CA12g20740, CA12g20760	CDY31513, CDY72529
OG0009892	CA12g08600, CA12g08610	CDY12141, CDX90330
OG0009893	CA10g04570	CDY37683, CDY57210
OG0009894	CA04g11510, CA07g12490	CDX78720, CDY47498
OG0009896	CA05g00450	CDY00379, CDY72301, CDY04634, CDY50244
OG0009897	CA12g02220	CDX74574, CDY01728
OG0009900	CA01g02290	CDY45387, CDY39741, CDY70149
OG0009901	CA08g18160	CDX99297, CDX92287, CDY22999
OG0009902	CA01g02790	CDX94161, CDY53137
OG0009903	CA09g07780	CDY15572, CDY72617, CDY06204
OG0009905	CA08g18720, CA08g18730	CDX69090, CDX75465
OG0009906	CA02g13540	CDY62555, CDY64918
OG0009907	CA01g19830	CDY45328, CDX72498
OG0009910	CA02g00720	CDY09556, CDY00760, CDY02311
OG0009911	CA01g09480	CDY13196
OG0009911	CA01g09500	CDX78225, CDX73492
OG0009912	CA07g20440	CDY52904
OG0009912	CA02g04770	CDX76239
OG0009913	CA09g03920	CDX78040, CDX73691
OG0009915	CA09g01200	CDX79035
OG0009916	CA03g21600	CDY16970, CDX69411, CDX85483
OG0009917	CA00g60520	CDY02805, CDY43875
OG0009918	CA11g16920	CDY04497, CDY31178, CDX71450
OG0009921	CA02g02600, CA02g24330	CDY65643, CDY08773
OG0009922	CA11g16580	CDY12037, CDY03143
OG0009923	CA01g21290	CDY62458, CDY15745, CDY04563
OG0009924	CA06g04550	CDY41582, CDY39520, CDY47884
OG0009926	CA09g16820	CDY48608, CDY48610, CDY06823
OG0009927	CA11g05110	CDY03029, CDY45192, CDY36888
OG0009929	CA07g01920	CDY55009, CDY57463
OG0009930	CA07g10160	CDY38529, CDY69143, CDX83240
OG0009931	CA02g13470	CDX78897, CDX99423, CDX99422
OG0009932	CA06g10180	CDX79825, CDY05992, CDX71900
OG0009934	CA04g06260	CDY12610, CDY42335
OG0009935	CA08g05500	CDX77642, CDY33459
OG0009936	CA07g06740, CA06g12710	CDX74585, CDY01740
OG0009938	CA00g52660	CDX85176, CDX77457
OG0009939	CA02g03650, CA02g03640	CDY61917, CDY02208
OG0009940	CA01g20900	CDX85801, CDY64843
OG0009941	CA10g07730	CDY33414, CDY42203
OG0009943	CA11g08260	CDY59910, CDY47230
OG0009944	CA02g24110	CDX74553, CDY01697
OG0009945	CA12g02130	CDY63654, CDY23228, CDX95354
OG0009946	CA00g52330	CDY29213, CDY63506
OG0009947	CA05g11900	CDY50936, CDX93095
OG0009950	CA03g33990	CDY51178, CDX77272, CDY16475
OG0009951	CA00g19790	CDX76946
OG0009953	CA00g62820	CDX94752
OG0009954	CA09g03510, CA09g03500	CDY07030, CDX93239
OG0009955	CA00g87120, CA03g01280	CDX74534, CDY01668
OG0009956	CA11g04060	CDX96871, CDY62211
OG0009957	CA02g27370	CDY02368, CDY72445
OG0009958	CA10g03710	CDX78860, CDX99465
OG0009960	CA01g02380	CDY10885, CDY44097
OG0009961	CA00g64410	CDY54236, CDY61310
OG0009962	CA10g21710	CDX80867, CDY44365
OG0009963	CA11g13820	CDY09229
OG0009964	CA03g33980, CA00g97070	CDY49138, CDY45858
OG0009965	CA08g08030	CDY11368, CDY52006
OG0009966	CA08g00580	CDY65947, CDX94913
OG0009968	CA08g19240	CDX90283, CDY12090
OG0009969	CA11g18800	CDX78059, CDX73662
OG0009970	CA08g14290	CDY35593, CDY42966, CDY42965
OG0009972	CA02g11910	CDX77646, CDY33467
OG0009973	CA11g12010	CDY22797
OG0009974	CA10g21650	CDY68709, CDY50997, CDX81769
OG0009976	CA01g20820	CDX73003, CDY49216, CDX68321
OG0009978	CA11g17450, CA11g17460	CDX99187, CDY08716
OG0009979	CA05g18450	CDY17610, CDY17611, CDY03072
OG0009980	CA11g16900	CDY30546, CDX77118, CDY04496, CDX71451
OG0009981	CA00g52560	CDY69288, CDY64278, CDY72634
OG0009982	CA11g14530, CA09g07430	CDY55450, CDY49510
OG0009984	CA07g03180	CDY17188, CDY27955, CDX79535
OG0009986	CA04g04530	CDX84005, CDY41100, CDY45284
OG0009987	CA00g89720	CDX81184, CDY16717
OG0009988	CA08g19320	CDY47479, CDY26787, CDY70131
OG0009990	CA01g16520, CA01g16510	CDY60652, CDY39396
OG0009991	CA11g13260	CDY70800, CDY31733, CDX77209
OG0009993	CA11g10060	CDY42675
OG0009996	CA03g28480	CDY49215, CDX68320, CDX68319
OG0009997	CA03g00340	CDY53566, CDY01153
OG0009998	CA11g17860	CDX77143, CDY30520, CDY30522
OG0009999	CA09g07170, CA05g05090	CDY55657, CDY64255
OG0010001	CA11g09060	CDY15715, CDY03911, CDX84930, CDY27608
OG0010002	CA00g67210	CDX84427, CDY41524
OG0010003	CA02g21590, CA04g17610	CDY54549, CDY30332
OG0010004	CA10g00440, CA07g18080	CDY63832
OG0010005	CA11g12330	CDX73918, CDY41362
OG0010006	CA03g24770	CDX93958, CDX89151
OG0010007	CA02g11990	CDX90220, CDY35270, CDY43203, CDX98163
OG0010008	CA01g27150	CDX92128, CDX92127, CDX95856
OG0010011	CA03g33910	CDX96499, CDX73029
OG0010012	CA00g19890	CDY41772, CDY28797
OG0010014	CA01g10700	CDY06384, CDY19602
OG0010016	CA09g02220	CDY36943, CDY24170
OG0010017	CA08g18830	CDY13835, CDX82003
OG0010019	CA08g06760	CDY51148, CDY07206
OG0010020	CA01g27270	CDX71829, CDY41186, CDY64076, CDX98411
OG0010021	CA06g01520	CDY19404, CDY21079, CDX98017, CDX98016
OG0010022	CA03g21760	CDY56323, CDY29847, CDY56324
OG0010023	CA02g11890	CDY43675
OG0010024	CA01g05330	CDY54048, CDY38500, CDY51239
OG0010026	CA05g10890	CDX72300, CDY28254
OG0010027	CA11g15050	CDY30942, CDY21223
OG0010028	CA02g14310	CDY68413, CDY17222, CDY16552
OG0010030	CA04g11340	CDY03147, CDY12040
OG0010031	CA09g03310	CDY41595, CDY44722
OG0010033	CA00g43230	CDX76146, CDY13207
OG0010037	CA01g31340	CDY08771
OG0010039	CA10g04030	CDY58061, CDX77628, CDY69005, CDY03245
OG0010040	CA00g07000	CDY01003, CDY36323, CDY36306
OG0010041	CA08g17890, CA08g17910	CDY02275, CDX89682
OG0010043	CA06g07940	CDX72135, CDX72134, CDY27213
OG0010048	CA00g65310	CDY42410, CDY10504
OG0010049	CA07g05220	CDY48911, CDX75117
OG0010050	CA06g09470	CDY66368, CDY00979, CDY08562
OG0010051	CA06g06530, CA03g03680, CA00g82980, CA00g96540	CDY13228, CDY44830
OG0010052	CA02g23490	CDY65153, CDY71467, CDY13037
OG0010053	CA02g00990, CA02g28040	CDX69529, CDY26417
OG0010054	CA03g21390	CDY19036, CDY55343, CDY30235
OG0010055	CA04g08910, CA01g34400	CDX91827, CDX92999, CDX94837, CDX93000
OG0010056	CA00g31290	CDX87081, CDX80528, CDX88193
OG0010057	CA11g03430	CDY02980, CDY51203, CDY69242, CDY45708
OG0010062	CA05g06120	CDY20980, CDX97933
OG0010063	CA08g02800, CA08g02810	CDX76719, CDY11494
OG0010064	CA04g07640, CA02g00970	CDY43269
OG0010065	CA02g19170	CDY46307, CDY25148
OG0010066	CA10g21880	CDX76005, CDY61685, CDY56775
OG0010067	CA00g85430, CA00g85440	CDY14522, CDY08839
OG0010069	CA02g11510	CDY43671, CDY17254, CDX84312
OG0010070	CA02g26750	CDY34723, CDX91987, CDX74263
OG0010071	CA01g28520	CDY36149, CDY45605
OG0010072	CA08g10080	CDY11424, CDX76639
OG0010073	CA02g07130	CDX72967, CDX96458
OG0010074	CA07g11910	CDY48815, CDY09435
OG0010075	CA00g90660	CDX76516, CDX99457, CDY01553, CDY69449
OG0010076	CA02g22620	CDY22894
OG0010077	CA10g18280	CDY01733, CDX74581, CDY70701
OG0010078	CA08g08910	CDY24669, CDY05289, CDY34934
OG0010079	CA10g22220	CDY01844, CDX96063, CDY70236, CDY28868, CDY12664
OG0010080	CA00g92040, CA11g05890	CDY03898, CDY15730
OG0010081	CA01g31400, CA12g08390	CDX84531, CDY51299
OG0010084	CA02g16940	CDY44753, CDY16618
OG0010085	CA08g15540	CDY72337, CDX68984, CDX75361
OG0010087	CA04g07620	CDY12550, CDY14994
OG0010088	CA00g41190	CDY28100, CDY50958
OG0010091	CA11g00880	CDX77009
OG0010092	CA11g15130	CDY37057, CDY27366, CDY31005
OG0010094	CA11g06470	CDX70138, CDX98855
OG0010095	CA06g10480	CDX69913, CDX78355, CDX81123
OG0010097	CA10g18630	CDX81218, CDY18718
OG0010098	CA12g12450, CA12g12430	CDX85775, CDY40082
OG0010099	CA02g15440	CDY65662, CDY34100
OG0010100	CA02g08760	CDX86431, CDX85200
OG0010101	CA02g13350	CDX94661, CDY43332, CDX90186
OG0010102	CA03g13980, CA03g13990	CDY08573, CDY65411
OG0010103	CA03g12370	CDX95172
OG0010104	CA03g14180	CDY00994, CDY08551
OG0010105	CA06g06790	CDX93553, CDX95050, CDX97497, CDY31137
OG0010106	CA09g06990, CA07g16120	CDY07498
OG0010108	CA09g08100	CDX86518, CDY15584
OG0010109	CA05g13350	CDY68046, CDX90364, CDY39457
OG0010110	CA05g17550	CDY26289, CDX90229, CDY51471
OG0010111	CA10g04520	CDX79187, CDY07325, CDX68066
OG0010112	CA02g27110	CDX98120, CDY36400
OG0010114	CA07g15550, CA07g15540	CDY07756, CDY14496
OG0010115	CA02g16280	CDY04952, CDY14112
OG0010116	CA10g19610, CA01g20920	CDX91102
OG0010117	CA04g10160	CDX90978, CDX85539, CDX78647
OG0010118	CA06g02600, CA00g29980	CDX95335, CDY23211
OG0010119	CA08g14530	CDX96308, CDX72787, CDX72864
OG0010120	CA02g10540	CDX85247, CDX85246, CDX86388
OG0010122	CA02g17030	CDX97954, CDY19361
OG0010123	CA06g07260	CDX86511, CDY06237, CDY09950
OG0010124	CA01g04200	CDY04397
OG0010126	CA02g12530, CA02g12560, CA12g11580, CA12g09420	CDX92690
OG0010127	CA12g12250	CDY21624, CDX69867, CDX78362, CDX81153
OG0010128	CA00g06970	CDY07308
OG0010129	CA02g17320	CDY62912, CDX79056
OG0010130	CA08g15890	CDX84506
OG0010131	CA08g15430	CDX89378, CDX94393
OG0010132	CA08g16690	CDY49597, CDX71169
OG0010133	CA02g08920	CDX92552, CDY47199, CDY13980
OG0010139	CA10g01740	CDY57960, CDY25459, CDY38486
OG0010140	CA11g11950, CA01g12550	CDX95295, CDY39936
OG0010141	CA03g21160	CDY14328, CDY18306, CDY29856
OG0010145	CA04g23580	CDY04590, CDY29488, CDY01341
OG0010146	CA05g16030	CDX98870, CDX70123
OG0010148	CA00g74630	CDY21510, CDX69976
OG0010149	CA12g22900	CDY30829, CDY34088
OG0010150	CA03g21010	CDX88112, CDY72045
