Orthogroup	Solanum_lycopersicum	Prunus_persica
OG0016701	Solyc02T002011.1	Prupe.7G170200.1
OG0016702	Solyc02T002707.1	Prupe.6G212600.1
OG0016703	Solyc03T000287.1	Prupe.2G304400.1
OG0016704	Solyc12T001303.1	Prupe.3G286400.1
OG0016705	Solyc12T000226.1	Prupe.7G233400.1
OG0016707	Solyc03T000527.2	Prupe.7G182900.1
OG0016708	Solyc06T001372.1	Prupe.5G042700.1
OG0016709	Solyc03T000397.1	Prupe.2G292800.1
OG0016710	Solyc08T002319.2	Prupe.5G093400.1
OG0016712	Solyc03T001800.1, Solyc03T002604.1	Prupe.5G185700.1
OG0016715	Solyc03T002695.1	Prupe.5G174600.1
OG0016718	Solyc04T001971.1	Prupe.1G487600.1
OG0016721	Solyc11T000709.1	Prupe.1G503600.1
OG0016723	Solyc04T001977.1	Prupe.1G442100.1
OG0016725	Solyc04T002776.1	Prupe.1G381700.1
OG0016726	Solyc04T002983.1	Prupe.1G354000.1
OG0016730	Solyc12T002432.1	Prupe.1G441600.1
OG0016731	Solyc10T000182.2	Prupe.4G190000.1
OG0016732	Solyc04T002775.1	Prupe.1G381800.1
OG0016733	Solyc06T001897.1	Prupe.5G200200.1
OG0016735	Solyc04T002051.1	Prupe.8G022000.1
OG0016736	Solyc08T002494.1	Prupe.2G311300.1
OG0016737	Solyc08T001368.1	Prupe.1G415100.1
OG0016739	Solyc04T002549.1	Prupe.1G418900.1
OG0016740	Solyc11T000888.1	Prupe.1G492500.1
OG0016742	Solyc12T002463.1	Prupe.1G371900.1
OG0016744	Solyc03T000232.1	Prupe.2G308300.1
OG0016746	Solyc03T000473.1	Prupe.4G021200.1
OG0016751	Solyc12T000171.1	Prupe.7G239900.1
OG0016752	Solyc07T000041.1	Prupe.7G237700.1
OG0016755	Solyc10T000283.1	Prupe.3G173400.1
OG0016757	Solyc01T003483.1	Prupe.1G587600.1
OG0016759	Solyc04T000263.1	Prupe.7G190900.1
OG0016761	Solyc06T002564.1	Prupe.6G050500.1
OG0016765	Solyc06T001958.1	Prupe.5G182100.1
OG0016768	Solyc07T000267.1	Prupe.1G483400.1, Prupe.7G250400.1
OG0016769	Solyc09T002459.2	Prupe.1G027000.1
OG0016770	Solyc05T001269.1	Prupe.7G239800.1
OG0016771	Solyc02T000713.1	Prupe.7G166500.1
OG0016772	Solyc07T000089.1	Prupe.7G265500.1
OG0016773	Solyc03T002824.1	Prupe.5G200400.1
OG0016774	PRAM_26078.1.p1	Prupe.4G044400.1
OG0016775	Solyc06T000144.1	Prupe.6G039900.1
OG0016778	Solyc07T002285.1	Prupe.3G170200.1
OG0016780	Solyc03T002668.1	Prupe.5G176900.1
OG0016784	Solyc03T002515.1	Prupe.5G169700.1
OG0016787	Solyc08T001885.1	Prupe.5G024200.1
OG0016788	Solyc02T000979.1	Prupe.3G265200.1
OG0016790	Solyc03T002520.1	Prupe.5G170100.1
OG0016791	Solyc07T001471.1, Solyc12T000320.1	Prupe.7G199200.1
OG0016792	Solyc04T000220.1	Prupe.1G332200.1
OG0016793	Solyc11T000563.1	Prupe.3G012100.1
OG0016797	Solyc03T002834.1	Prupe.5G199300.1
OG0016800	Solyc03T002740.3	Prupe.5G210900.1
OG0016802	Solyc06T000119.1	Prupe.6G053700.1
OG0016803	Solyc05T002554.1	Prupe.1G129000.1
OG0016804	Solyc03T002737.1	Prupe.5G211100.1
OG0016806	Solyc08T001892.1	Prupe.4G182100.1
OG0016808	Solyc03T002470.1	Prupe.5G164600.1
OG0016809	Solyc07T000039.1, Solyc12T000417.1	Prupe.7G260900.1
OG0016810	Solyc07T000229.1	Prupe.7G255100.1
OG0016811	Solyc12T002751.1	Prupe.1G118600.1
OG0016812	Solyc01T001738.1	Prupe.1G126800.1
OG0016814	Solyc03T000357.2	Prupe.2G296200.1
OG0016817	Solyc02T001854.1	Prupe.3G280400.1
OG0016821	Solyc04T001354.1	Prupe.2G213800.1
OG0016822	Solyc04T002214.5	Prupe.8G046100.1
OG0016826	Solyc10T000718.1	Prupe.2G135300.1
OG0016827	Solyc02T002950.1	Prupe.3G308600.1
OG0016828	Solyc10T002878.1	Prupe.6G247400.1
OG0016830	Solyc01T000052.1	Prupe.7G006000.1
OG0016836	Solyc11T000661.1	Prupe.7G025900.1
OG0016837	Solyc02T002909.1	Prupe.3G302600.1
OG0016839	Solyc01T002105.1	Prupe.8G265900.1
OG0016841	Solyc04T002851.1	Prupe.1G372200.1
OG0016842	Solyc08T001659.1, Solyc08T000149.1	Prupe.1G398400.1
OG0016845	Solyc10T002884.1, Solyc09T000100.1	Prupe.6G244900.1
OG0016846	Solyc08T001086.1	Prupe.1G480200.1
OG0016847	Solyc01T003202.1	Prupe.6G331100.1
OG0016848	Solyc01T003199.1, Solyc10T000668.1	Prupe.6G331500.1
OG0016850	Solyc04T000720.1	Prupe.7G052600.1
OG0016851	Solyc04T000645.1	Prupe.2G184900.1
OG0016852	Solyc02T002959.1	Prupe.3G309800.1
OG0016854	Solyc01T003140.2	Prupe.6G339700.1
OG0016855	Solyc09T000238.1	Prupe.7G127200.1
OG0016859	Solyc08T001088.1	Prupe.1G480100.1
OG0016865	Solyc04T002732.1	Prupe.1G386700.1
OG0016867	Solyc04T002558.3	Prupe.1G420900.1
OG0016868	Solyc04T002568.1	Prupe.1G422000.1
OG0016869	Solyc04T002577.1	Prupe.1G423400.1
OG0016871	Solyc03T000227.1	Prupe.2G312300.1
OG0016874	Solyc06T002767.1	Prupe.8G252200.1
OG0016878	Solyc11T000947.1	Prupe.1G185500.1
OG0016880	Solyc10T000973.1	Prupe.6G303000.1
OG0016882	Solyc01T003000.2	Prupe.2G195100.1
OG0016883	Solyc01T003111.1	Prupe.6G341200.1
OG0016886	Solyc03T001937.1	Prupe.7G033900.1
OG0016887	Solyc11T002448.1	Prupe.3G281400.1
OG0016890	Solyc06T001025.1	Prupe.1G359500.1
OG0016893	Solyc10T002440.1	Prupe.7G079000.1
OG0016894	Solyc04T002890.1	Prupe.1G367500.1
OG0016896	Solyc12T002485.1	Prupe.1G358500.1
OG0016897	Solyc10T002844.1	Prupe.7G115000.1
OG0016898	PRAM_26189.1.p1	Prupe.1G365700.1
OG0016899	Solyc09T000253.1	Prupe.7G124700.1
OG0016902	Solyc10T002851.2	Prupe.7G018500.1
OG0016904	Solyc10T002538.1	Prupe.7G009400.1
OG0016905	Solyc04T001580.1	Prupe.6G356000.1
OG0016906	Solyc06T001314.1	Prupe.7G024500.1
OG0016909	Solyc08T001344.2	Prupe.1G413700.1
OG0016911	Solyc10T002704.1	Prupe.6G239300.1
OG0016913	Solyc04T002902.1	Prupe.1G365800.1
OG0016914	Solyc01T003208.1	Prupe.6G330200.1
OG0016915	Solyc01T003526.1	Prupe.1G584700.1
OG0016918	Solyc07T000153.1	Prupe.1G096000.1
OG0016920	Solyc12T000369.1	Prupe.7G245400.1
OG0016921	Solyc06T001109.1	Prupe.1G108100.1
OG0016923	Solyc07T000205.1	Prupe.7G253400.1
OG0016927	Solyc04T002441.1	Prupe.1G533100.1
OG0016930	Solyc07T001884.1	Prupe.4G010800.1, Prupe.4G225100.1
OG0016931	Solyc05T000164.1	Prupe.1G210700.1
OG0016932	Solyc07T001800.1	Prupe.3G202400.1
OG0016934	Solyc04T002463.1	Prupe.1G535000.1
OG0016935	Solyc05T002392.1	Prupe.2G247500.1
OG0016936	Solyc04T002308.1	Prupe.1G516500.1
OG0016937	Solyc03T002040.1, Solyc03T002039.1	Prupe.2G253000.1
OG0016938	Solyc04T002479.1	Prupe.1G539500.1
OG0016939	Solyc07T002628.1	Prupe.4G215000.1
OG0016940	Solyc03T001628.1	Prupe.2G321100.1
OG0016941	Solyc09T001252.1	Prupe.6G038300.1
OG0016942	Solyc12T000723.1	Prupe.4G232700.1, Prupe.4G232900.1
OG0016943	Solyc06T000973.1	Prupe.2G253400.1
OG0016944	Solyc07T001723.1	Prupe.3G195100.1
OG0016945	Solyc07T002652.1	Prupe.4G221600.1
OG0016947	Solyc04T002321.1	Prupe.1G518000.1
OG0016951	Solyc06T000147.1	Prupe.6G038900.1
OG0016952	Solyc09T001254.1	Prupe.6G038500.1
OG0016953	Solyc07T001655.1	Prupe.3G179800.1
OG0016954	Solyc07T002674.1	Prupe.4G228100.1
OG0016956	Solyc11T001962.1	Prupe.4G259000.1
OG0016957	Solyc01T000099.1	Prupe.2G321800.1
OG0016958	Solyc03T001629.1	Prupe.2G320900.1
OG0016959	Solyc03T000715.1	Prupe.3G159000.1
OG0016960	Solyc06T000140.1	Prupe.6G043000.1
OG0016961	Solyc03T002031.1	Prupe.2G254900.1
OG0016962	Solyc09T001123.1	Prupe.6G060500.1
OG0016964	Solyc07T002695.1	Prupe.4G235000.1
OG0016966	Solyc07T001747.1	Prupe.3G197400.1
OG0016968	Solyc06T002354.1	Prupe.6G094800.1
OG0016969	Solyc01T001973.1	Prupe.1G142600.1
OG0016971	Solyc11T000530.1	Prupe.3G165400.1
OG0016972	Solyc11T002006.1	Prupe.4G253800.1
OG0016973	Solyc06T001803.1, Solyc03T003098.1	Prupe.5G124600.1
OG0016975	Solyc11T000244.1	Prupe.2G086600.1
OG0016976	Solyc04T000455.1	Prupe.6G175800.1
OG0016977	Solyc04T001479.1, Solyc01T002495.1	Prupe.2G023200.1
OG0016981	Solyc03T001460.1	Prupe.3G267200.1
OG0016984	Solyc02T002948.1	Prupe.2G325700.1
OG0016985	Solyc02T001555.1	Prupe.1G552300.1
OG0016986	Solyc01T002770.1	Prupe.2G153700.1
OG0016987	Solyc10T002766.1	Prupe.6G259400.1
OG0016988	Solyc11T000374.1	Prupe.6G360400.1
OG0016989	Solyc10T002938.1	Prupe.6G257800.1
OG0016993	Solyc01T002641.2	Prupe.2G125700.1
OG0016994	Solyc01T003531.1	Prupe.1G583000.1
OG0016996	PRAM_26252.1.p1	Prupe.4G257000.1
OG0016998	Solyc02T000307.1	Prupe.4G091100.1
OG0017000	Solyc08T002532.1	Prupe.5G126000.1
OG0017001	Solyc11T000659.1	Prupe.4G003900.1
OG0017002	Solyc03T000392.1	Prupe.2G159900.1
OG0017003	Solyc01T002792.1	Prupe.2G149300.1
OG0017006	Solyc01T000428.1	Prupe.1G221900.1
OG0017008	Solyc11T000652.1, Solyc04T000589.1	Prupe.4G005300.1
OG0017010	Solyc09T000533.1	Prupe.6G260900.1
OG0017011	Solyc02T001157.1	Prupe.4G107900.1
OG0017013	Solyc05T000290.1	Prupe.1G326800.1
OG0017015	Solyc01T002719.1	Prupe.2G145000.1
OG0017018	Solyc01T000112.1	Prupe.6G014500.1
OG0017019	Solyc05T002593.1	Prupe.2G227000.1
OG0017021	Solyc03T001286.1	Prupe.6G360800.1
OG0017022	Solyc09T000797.1	Prupe.6G283500.1
OG0017023	Solyc05T001095.1, Solyc03T003018.1	Prupe.4G061200.1, Prupe.1G546700.1
OG0017024	Solyc05T001891.1	Prupe.3G210000.1
OG0017027	Solyc02T000967.6	Prupe.3G255500.1
OG0017028	Solyc09T002568.1	Prupe.7G242300.1
OG0017029	Solyc03T001117.1	Prupe.3G022900.1
OG0017030	Solyc01T003494.1	Prupe.3G023000.1
OG0017033	Solyc10T002476.3, Solyc10T002229.1	Prupe.7G031400.1
OG0017034	Solyc03T002849.1	Prupe.5G198300.1
OG0017038	Solyc05T001820.1, Solyc08T001618.1	Prupe.1G451100.1
OG0017039	Solyc04T000620.1	Prupe.4G000400.1
OG0017040	Solyc07T001696.1	Prupe.3G178900.1
OG0017041	Solyc08T001815.1	Prupe.3G104700.1
OG0017042	Solyc08T000370.1	Prupe.5G131400.1
OG0017044	Solyc09T002520.1	Prupe.1G037500.1
OG0017045	Solyc09T002413.1	Prupe.1G022500.1
OG0017046	Solyc04T002952.1	Prupe.8G169800.1
OG0017047	Solyc03T003495.1	Prupe.3G036000.1
OG0017049	Solyc01T003934.1	Prupe.8G137000.1
OG0017050	Solyc01T002063.1	Prupe.3G000500.1
OG0017052	Solyc09T002724.1	Prupe.1G008400.1
OG0017053	Solyc03T002997.1	Prupe.3G095500.1
OG0017056	Solyc04T002238.1	Prupe.6G334800.1
OG0017057	Solyc08T001669.1	Prupe.1G460600.1
OG0017059	Solyc06T002730.2	Prupe.8G233000.1
OG0017061	Solyc07T002310.1	Prupe.3G192500.1
OG0017063	PRAM_36977.1.p1	Prupe.4G028300.1
OG0017064	Solyc09T000867.1, Solyc10T002858.1	Prupe.6G292200.1
OG0017065	Solyc04T001628.1, Solyc06T000651.1	Prupe.2G288700.1
OG0017067	Solyc06T002701.1	Prupe.8G219400.1
OG0017069	Solyc09T002008.1	Prupe.8G234400.1
OG0017071	Solyc10T001404.1	Prupe.8G150000.1
OG0017082	Solyc01T000178.1	Prupe.7G094600.1
OG0017091	Solyc01T000200.1	Prupe.6G139500.1
OG0017098	Solyc09T000887.1	Prupe.6G290800.1
OG0017114	Solyc11T000193.1	Prupe.2G077200.1
OG0017116	Solyc09T000448.1	Prupe.6G250800.1
OG0017139	Solyc05T001651.1	Prupe.7G217200.1
OG0017142	Solyc06T002637.1	Prupe.8G191500.1
OG0017153	Solyc01T002692.1	Prupe.2G139900.1
OG0017159	Solyc07T001717.1	Prupe.3G192700.1
OG0017183	Solyc02T001540.1	Prupe.4G049400.1
OG0017195	Solyc12T000123.1	Prupe.3G195000.1
OG0017196	Solyc08T001665.1, Solyc10T001364.1	Prupe.8G074900.1
OG0017214	Solyc04T002401.1	Prupe.1G528200.1
OG0017221	Solyc02T002324.1	Prupe.3G274500.1
OG0017222	Solyc11T000684.1	Prupe.1G501100.1
OG0017225	Solyc04T001525.7	Prupe.6G186200.1
OG0017230	Solyc03T002930.1	Prupe.3G083500.1
OG0017232	Solyc11T000700.1	Prupe.1G501500.1
OG0017257	Solyc01T003773.1	Prupe.8G234000.1
OG0017263	Solyc11T002427.1	Prupe.1G549200.1
OG0017269	Solyc04T002617.1	Prupe.1G429300.1
OG0017282	Solyc07T002663.1	Prupe.8G266900.1
OG0017306	Solyc01T001180.1	Prupe.1G261600.1
OG0017314	Solyc11T000730.1	Prupe.1G507400.1
OG0017327	Solyc02T001977.1	Prupe.7G175100.1
OG0017331	Solyc06T001467.1	Prupe.2G291500.1
OG0017334	Solyc01T004356.1	Prupe.8G169900.1
OG0017335	Solyc05T000100.1	Prupe.1G072000.1
OG0017337	Solyc08T001602.1	Prupe.1G452900.1
OG0017339	Solyc01T004304.1	Prupe.8G163600.1
OG0017342	Solyc06T001622.2	Prupe.1G482000.1
OG0017347	Solyc06T002199.1	Prupe.2G097900.1
OG0017349	Solyc01T001729.1	Prupe.7G007300.1
OG0017352	Solyc05T000166.5	Prupe.3G121700.1
OG0017361	Solyc04T000208.1	Prupe.1G329700.1, Prupe.8G002300.1
OG0017369	Solyc12T000553.1	Prupe.4G151400.1
OG0017381	Solyc02T002481.1	Prupe.3G247500.1
OG0017385	Solyc02T000909.1	Prupe.7G144300.1
OG0017392	Solyc09T000144.1	Prupe.6G240400.1
OG0017396	Solyc07T002240.1	Prupe.3G112500.1
OG0017402	Solyc03T001333.1	Prupe.7G065700.1
OG0017404	Solyc04T002159.1	Prupe.8G038700.1
OG0017418	Solyc09T001660.1	Prupe.8G202300.1
OG0017423	Solyc09T002133.1	Prupe.8G216500.1
OG0017433	Solyc05T000920.1	Prupe.3G301200.1, Prupe.1G233600.1
OG0017437	Solyc12T002801.2	Prupe.7G119000.1
OG0017438	Solyc02T000583.1, Solyc02T001813.1	Prupe.1G459600.1
OG0017442	Solyc05T000360.1	Prupe.7G011800.1
OG0017443	Solyc03T000404.1	Prupe.2G292000.1
OG0017448	Solyc10T000170.1	Prupe.5G080600.1
OG0017457	Solyc12T002167.1	Prupe.1G086500.1
OG0017462	Solyc05T000780.1	Prupe.6G009400.1
OG0017474	Solyc03T000736.1	Prupe.6G213700.1
OG0017486	Solyc08T002512.1	Prupe.5G123100.1
OG0017490	Solyc11T002473.1	Prupe.4G269300.1
OG0017491	Solyc11T000181.1	Prupe.7G224900.1
OG0017500	Solyc04T001612.1	Prupe.8G225000.1, Prupe.1G354200.1
OG0017505	Solyc08T002356.1	Prupe.5G099800.1
OG0017508	Solyc11T002480.1	Prupe.2G245200.1
OG0017524	Solyc01T001865.1	Prupe.1G132900.1
OG0017530	Solyc04T002393.1	Prupe.1G527200.1
OG0017537	Solyc03T001654.1	Prupe.2G318700.1
OG0017538	Solyc02T001850.1	Prupe.1G101200.1
OG0017542	Solyc08T000377.1	Prupe.5G135500.1
OG0017549	Solyc02T002334.1	Prupe.3G272900.1
OG0017551	Solyc12T000271.1	Prupe.6G328200.1
OG0017552	Solyc02T002344.1	Prupe.3G271300.1
OG0017563	Solyc06T002220.1	Prupe.4G269700.1
OG0017564	Solyc10T002948.1	Prupe.6G264000.1
OG0017567	Solyc08T002552.1	Prupe.5G129000.1
OG0017573	Solyc11T002109.1	Prupe.6G113800.1
OG0017574	Solyc02T001222.1	Prupe.4G080500.1
OG0017595	Solyc09T000401.1	Prupe.7G104400.1
OG0017597	Solyc04T000400.1	Prupe.2G224700.1
OG0017603	Solyc09T001585.1	Prupe.8G200000.1
OG0017604	Solyc05T002712.1	Prupe.2G213900.1
OG0017606	Solyc04T002328.1	Prupe.1G518700.1
OG0017618	Solyc01T000151.1	Prupe.7G091000.1
OG0017619	Solyc11T000686.1	Prupe.1G500900.1
OG0017621	Solyc09T000671.1	Prupe.6G272700.1
OG0017628	Solyc02T001708.1	Prupe.4G025500.1
OG0017630	Solyc02T001846.2	Prupe.4G118800.1
OG0017631	Solyc02T001117.3	Prupe.4G111800.1
OG0017637	Solyc03T000242.1	Prupe.3G290200.1
OG0017645	Solyc01T002766.1	Prupe.2G154500.1
OG0017649	Solyc12T000023.1	Prupe.4G201600.1
OG0017651	Solyc07T001978.1	Prupe.3G221700.1
OG0017655	Solyc11T000386.1	Prupe.8G001100.1
OG0017661	Solyc03T000275.1	Prupe.2G303100.1
OG0017662	Solyc03T000297.1	Prupe.2G301700.1
OG0017666	Solyc07T002787.1	Prupe.6G037000.1
OG0017671	Solyc11T001018.2	Prupe.4G111600.1
OG0017673	Solyc01T003346.1	Prupe.6G315600.1
OG0017678	Solyc06T002523.1	Prupe.6G058800.1
OG0017679	Solyc04T003018.1	Prupe.5G005700.1
OG0017686	Solyc03T000209.1	Prupe.2G282900.1
OG0017690	Solyc06T002170.1	Prupe.1G201700.1
OG0017692	Solyc09T002885.2	Prupe.1G189300.1
OG0017695	Solyc08T001423.1	Prupe.7G221700.1
OG0017696	Solyc02T001649.1	Prupe.2G049000.1
OG0017699	Solyc03T000557.4	Prupe.7G172900.1, Prupe.7G173100.1
OG0017700	Solyc01T000159.1	Prupe.6G172600.1
OG0017703	Solyc07T002803.1	Prupe.4G140900.1
OG0017707	Solyc04T002201.1	Prupe.2G246200.1
OG0017715	Solyc04T000087.1	Prupe.1G269600.1
OG0017723	Solyc11T002213.1	Prupe.6G132400.1
OG0017734	Solyc12T000550.1	Prupe.4G150300.1
OG0017736	Solyc03T002879.1	Prupe.5G194000.1
OG0017743	Solyc02T001074.1	Prupe.6G049900.1, Prupe.6G049500.1
OG0017745	Solyc11T002070.1	Prupe.6G080300.1, Prupe.2G232900.1
OG0017747	Solyc07T002781.1	Prupe.6G035700.1
OG0017748	Solyc07T002780.1	Prupe.6G035600.1
OG0017749	Solyc02T001870.1	Prupe.1G402400.1
OG0017750	Solyc02T002659.4	Prupe.3G152400.1
OG0017764	Solyc09T001659.1	Prupe.8G202100.1
OG0017765	Solyc12T000454.1	Prupe.1G493000.1
OG0017767	Solyc03T002734.1	Prupe.5G211400.1
OG0017769	Solyc04T002998.1, Solyc08T001679.1	Prupe.5G009200.1
OG0017772	Solyc01T003363.2	Prupe.6G313700.1
OG0017774	Solyc01T003072.1	Prupe.3G191100.1
OG0017776	Solyc08T002184.1	Prupe.5G073900.1
OG0017780	Solyc09T002843.1	Prupe.1G176000.1, Prupe.2G050500.1
OG0017785	Solyc06T001187.1	Prupe.1G011500.1
OG0017786	Solyc09T000310.1	Prupe.7G116800.1
OG0017794	Solyc09T000193.1	Prupe.6G235000.1
OG0017795	Solyc01T002790.1	Prupe.2G149600.1
OG0017801	Solyc03T002941.1	Prupe.3G085400.1
OG0017806	Solyc08T001994.1	Prupe.5G040700.1
OG0017807	Solyc08T002148.1	Prupe.5G070800.1
OG0017810	Solyc09T000633.1	Prupe.6G270300.1
OG0017815	Solyc01T002368.1	Prupe.6G019800.1, Prupe.3G111100.1
OG0017817	Solyc08T001889.1	Prupe.5G027900.1
OG0017822	Solyc04T000383.1	Prupe.6G350200.1
OG0017823	Solyc02T002700.1	Prupe.6G211700.1
OG0017827	Solyc08T002571.1	Prupe.5G131500.1
OG0017830	Solyc07T001750.1	Prupe.3G198200.1
OG0017831	Solyc03T001854.1	Prupe.2G276600.1
OG0017843	Solyc07T000647.1	Prupe.3G037500.1
OG0017844	Solyc01T003508.1	Prupe.1G586000.1
OG0017846	Solyc01T003954.1	Prupe.8G133500.1
OG0017848	Solyc11T000102.1	Prupe.6G348600.1
OG0017855	Solyc04T002553.1	Prupe.1G419700.1
OG0017860	Solyc04T000094.1	Prupe.1G264200.1
OG0017861	Solyc02T001607.1	Prupe.4G039200.1, Prupe.4G039100.1
OG0017862	Solyc02T001710.1	Prupe.4G025300.1
OG0017864	Solyc08T002105.2	Prupe.8G100500.1, Prupe.5G020100.1
OG0017871	Solyc08T001321.1	Prupe.1G411600.1
OG0017872	Solyc07T002802.1	Prupe.4G143000.1
OG0017873	Solyc06T001477.1	Prupe.3G026900.1
OG0017874	Solyc04T003033.1	Prupe.5G002800.1
OG0017875	Solyc05T000375.1	Prupe.4G136100.1
OG0017879	Solyc06T001238.1	Prupe.8G018200.1
OG0017880	Solyc02T001718.1	Prupe.7G219700.1
OG0017886	Solyc03T002398.1	Prupe.5G153800.1
OG0017898	Solyc06T001434.1	Prupe.3G041900.1
OG0017899	Solyc03T002708.1	Prupe.5G214000.1
OG0017903	Solyc04T000047.1	Prupe.1G285700.1
OG0017904	Solyc10T000370.1	Prupe.3G231700.1
OG0017906	Solyc07T001242.1	Prupe.7G209900.1
OG0017910	Solyc09T001482.1	Prupe.8G188300.1
OG0017911	Solyc06T000163.1	Prupe.8G184400.1
OG0017913	Solyc08T002404.1	Prupe.5G105900.1
OG0017915	Solyc08T002478.2	Prupe.5G117900.1
OG0017916	Solyc07T001335.1	Prupe.7G206800.1
OG0017918	Solyc05T002158.1	Prupe.2G189500.1
OG0017919	Solyc03T003505.1, Solyc03T003504.3	Prupe.3G037100.1, Prupe.3G037200.1
OG0017921	Solyc05T000014.1	Prupe.1G249900.1
OG0017923	Solyc03T001168.1	Prupe.2G300200.1
OG0017927	Solyc09T000732.1	Prupe.6G287300.1
OG0017929	Solyc05T000851.1	Prupe.5G160800.1
OG0017931	Solyc04T002079.1	Prupe.8G022700.1
OG0017932	Solyc02T002330.1	Prupe.3G273600.1
OG0017933	Solyc02T002288.1	Prupe.3G278800.1
OG0017934	Solyc08T000499.1	Prupe.7G270900.1
OG0017935	Solyc01T003685.1	Prupe.7G229000.1
OG0017936	Solyc06T001747.1	Prupe.3G090600.1
OG0017944	Solyc05T002475.1	Prupe.1G061300.1
OG0017945	Solyc09T002552.1	Prupe.1G041400.1
OG0017946	Solyc03T002560.1	Prupe.5G189700.1
OG0017949	Solyc09T002469.1	Prupe.1G028100.1
OG0017954	Solyc01T002278.2	Prupe.2G102800.1
OG0017955	Solyc01T000186.1	Prupe.7G016100.1
OG0017957	Solyc11T001249.1	Prupe.1G555700.1
OG0017958	Solyc06T000983.1	Prupe.2G001600.1
OG0017960	Solyc09T002819.1	Prupe.6G355300.1
OG0017961	Solyc04T000257.1	Prupe.1G342100.1
OG0017962	Solyc05T000143.1	Prupe.1G261900.1
OG0017965	Solyc07T001749.1	Prupe.3G198000.1
OG0017966	Solyc01T002689.1	Prupe.2G139600.1
OG0017967	Solyc04T002313.1	Prupe.1G517100.1
OG0017968	Solyc02T001779.1	Prupe.4G013700.1
OG0017969	Solyc11T000408.1	Prupe.4G058100.1
OG0017970	Solyc05T000933.1	Prupe.1G052700.1
OG0017971	Solyc07T002491.1	Prupe.4G180400.1, Prupe.4G180300.1
OG0017972	Solyc01T000511.1	Prupe.1G277400.1
OG0017975	Solyc01T000092.2	Prupe.7G080800.1, Prupe.6G012400.1
OG0017979	Solyc03T002952.1	Prupe.3G088600.1
OG0017981	Solyc08T002463.1	Prupe.5G116000.1
OG0017983	Solyc07T000051.1	Prupe.7G262300.1
OG0017984	Solyc05T002706.1	Prupe.6G351500.1
OG0017985	Solyc04T002782.1	Prupe.1G381500.1
OG0017986	Solyc04T002090.1	Prupe.8G025000.1
OG0017988	Solyc03T002927.1	Prupe.3G082300.1
OG0017989	Solyc01T002742.1	Prupe.2G147700.1
OG0017991	Solyc08T002514.1	Prupe.5G123300.1
OG0017994	Solyc04T000054.1, Solyc05T000708.1	Prupe.1G282700.1
OG0018007	Solyc02T002161.1, Solyc03T000639.1	Prupe.7G152000.1
OG0018015	Solyc04T002293.1, Solyc12T002311.1	Prupe.1G514600.1
OG0018020	Solyc02T001181.1	Prupe.2G045300.1, Prupe.2G045000.1, Prupe.2G044700.1
OG0018023	Solyc12T001317.1, Solyc01T001365.1	Prupe.7G006300.1
OG0018028	Solyc02T001461.1	Prupe.5G127600.1, Prupe.7G140400.1, Prupe.7G140300.1
OG0018030	Solyc03T000775.1, Solyc03T000773.1, Solyc02T002811.1	Prupe.6G228500.1
OG0018031	Solyc03T000149.1, PRAM_26097.1.p1	Prupe.4G044100.1
OG0018036	Solyc02T002156.1, Solyc01T003121.1	Prupe.7G152800.1
OG0018041	Solyc05T002557.1, Solyc09T002303.1	Prupe.8G269000.1
OG0018048	Solyc12T000872.1, Solyc07T000450.1	Prupe.4G218700.1
OG0018054	Solyc06T001077.1, Solyc03T001678.1	Prupe.2G316900.1
OG0018065	Solyc04T001445.1	Prupe.6G225500.1
OG0018066	Solyc04T002078.2	Prupe.3G104200.1, Prupe.1G199600.1, Prupe.1G215800.1
OG0018067	Solyc01T001442.1, Solyc04T002511.1, Solyc12T001134.1	Prupe.1G543300.1
OG0018069	Solyc04T002684.1	Prupe.1G437400.1
OG0018077	Solyc05T000365.1, PRAM_36916.1.p1	Prupe.1G319200.1
OG0018079	Solyc05T000305.1, Solyc04T000186.1	Prupe.1G324400.1
OG0018089	Solyc06T001283.1	Prupe.2G199000.1
OG0018090	Solyc06T001665.1	Prupe.4G119500.1, Prupe.4G119600.1
OG0018091	Solyc06T001581.1	Prupe.8G051800.1, Prupe.7G048300.1, Prupe.8G051400.1
OG0018098	Solyc08T000751.1	Prupe.8G033700.1, Prupe.2G019800.1
OG0018099	Solyc07T000301.1, Solyc12T000372.1	Prupe.7G248200.1
OG0018100	Solyc05T001115.1, Solyc07T001711.1	Prupe.8G004600.1
OG0018103	Solyc07T001929.1	Prupe.3G215600.1, Prupe.3G215500.1, Prupe.3G215100.1
OG0018109	Solyc07T002141.1, Solyc07T002140.1	Prupe.3G236000.1
OG0018110	Solyc12T000554.1, Solyc10T000260.1, Solyc07T002381.1	Prupe.4G151500.1
OG0018111	Solyc07T002434.1, Solyc07T002435.1	Prupe.4G166100.1
OG0018113	Solyc07T002520.1	Prupe.4G186600.1, Prupe.4G186400.1
OG0018115	Solyc09T000365.1, Solyc09T000364.1	Prupe.7G113500.1
OG0018118	Solyc09T000575.1, Solyc09T000579.1	Prupe.6G265600.1, Prupe.6G265500.1
OG0018121	Solyc10T002134.1, Solyc09T000004.1	Prupe.6G282300.1
OG0018124	Solyc01T002246.1	Prupe.2G110100.1, Prupe.2G109900.1
OG0018127	Solyc10T002258.1, Solyc10T002451.1	Prupe.7G086400.1
