Orthogroup	Brassica_napus	Prunus_persica
OG0012527	CDY46926, CDY31848	Prupe.1G356300.1
OG0012528	CDY61168, CDY42881	Prupe.7G229800.1
OG0012530	CDY47775, CDY30224	Prupe.7G217000.1
OG0012531	CDY18515, CDX95532	Prupe.5G222100.1
OG0012532	CDY60189, CDY40535, CDY09676, CDX90507	Prupe.5G068700.1
OG0012533	CDY42387, CDY10529	Prupe.5G242800.1
OG0012534	CDY53049, CDY47220	Prupe.1G251400.1
OG0012536	CDY35922, CDY05716	Prupe.7G224500.1
OG0012537	CDX90442, CDY01496, CDX78803	Prupe.5G038300.1
OG0012538	CDY50433, CDY03503, CDY47608	Prupe.5G122600.1
OG0012539	CDY45969, CDY57072	Prupe.5G088400.1
OG0012540	CDY35236, CDY06854	Prupe.7G226500.1
OG0012541	CDX76326, CDY03491	Prupe.5G128700.1
OG0012542	CDY39542, CDX77416	Prupe.7G232400.1
OG0012544	CDY16795, CDY10444	Prupe.6G252200.1, Prupe.2G232600.1
OG0012545	CDX83868, CDX96735	Prupe.5G230300.1
OG0012546	CDY08788, CDY14571	Prupe.6G202100.1
OG0012547	CDX73316, CDY28411	Prupe.7G221000.1
OG0012548	CDY34113, CDY24532	Prupe.1G251700.1
OG0012549	CDY16532, CDY32834	Prupe.8G140600.1
OG0012550	CDY28740, CDY43148, CDY49929, CDY23461	Prupe.2G324000.1
OG0012551	CDY33610, CDY24495	Prupe.1G262600.1
OG0012552	CDY34146	Prupe.3G295500.1
OG0012553	CDY36088, CDY55959	Prupe.1G301100.1
OG0012554	CDY16159, CDX85021	Prupe.1G286100.1
OG0012555	CDY03572, CDY14206	Prupe.7G212400.1
OG0012556	CDY33682, CDX74641	Prupe.3G206900.1
OG0012557	CDX86720, CDX94492	Prupe.5G079500.1
OG0012558	CDY32285, CDY48872	Prupe.5G042500.1
OG0012559	CDY05087, CDX90747	Prupe.2G049900.1
OG0012561	CDY67049, CDX73019	Prupe.5G222800.1
OG0012562	CDY04740	Prupe.1G330700.1
OG0012566	CDX69580, CDY09856	Prupe.3G294000.1
OG0012567	CDX90775, CDX86816, CDY40850	Prupe.3G150500.1
OG0012568	CDY50119, CDY42585	Prupe.3G290900.1
OG0012569	CDX86005, CDX93768	Prupe.8G000500.1
OG0012570	CDY54271, CDY30212	Prupe.7G211700.1
OG0012571	CDY10816, CDY41286	Prupe.5G086700.1
OG0012572	CDY09869, CDX69574	Prupe.3G289800.1
OG0012573	CDY22723, CDY09041	Prupe.1G011300.1
OG0012574	CDY52633, CDX88226	Prupe.1G156000.1
OG0012575	CDY13739, CDY25614, CDX89497	Prupe.6G209300.1
OG0012576	CDY28440, CDY40279	Prupe.1G267100.1
OG0012577	CDY16153, CDX85016	Prupe.1G289700.1
OG0012578	CDY50445, CDX68275	Prupe.1G556800.1
OG0012579	CDX83631, CDY13645	Prupe.1G249200.1
OG0012580	CDY37983, CDX93431	Prupe.3G121800.1
OG0012581	CDY66839, CDY36928, CDY24154	Prupe.6G151400.1
OG0012582	CDY58967, CDX92516	Prupe.7G228800.1
OG0012583	CDY22964, CDX82285	Prupe.8G144200.1
OG0012584	CDY16677	Prupe.6G124400.1
OG0012585	CDY67761	Prupe.5G068000.1
OG0012586	CDY43504, CDY68926, CDY30230, CDY47781	Prupe.7G215900.1
OG0012587	CDX69569, CDY09873	Prupe.3G287200.1
OG0012588	CDY10660, CDY10292	Prupe.1G016800.1
OG0012589	CDY50495, CDY19647	Prupe.2G305500.1
OG0012591	CDY49049, CDY37526	Prupe.3G278400.1
OG0012592	CDY38900, CDY32596	Prupe.1G077000.1
OG0012593	CDY23009, CDY02085	Prupe.7G142000.1
OG0012594	CDX77729, CDY33508	Prupe.8G183200.1
OG0012596	CDX93557, CDX95054	Prupe.4G257100.1
OG0012597	CDY35294, CDX90204	Prupe.1G306400.1
OG0012599	CDX92153, CDX95832	Prupe.5G241300.1
OG0012600	CDX77998, CDX73729	Prupe.7G173200.1
OG0012601	CDX92528, CDY14002	Prupe.7G186600.1
OG0012602	CDX85305, CDY71704	Prupe.7G236600.1
OG0012603	CDY00667, CDX73929	Prupe.2G208600.1
OG0012604	CDY18655, CDX81321	Prupe.6G224400.1
OG0012606	CDY26353, CDY47586	Prupe.5G016800.1
OG0012607	CDX98585, CDX92370	Prupe.1G338600.1
OG0012608	CDX69343, CDX75684	Prupe.6G209500.1
OG0012609	CDY65384, CDY45217	Prupe.7G163000.1
OG0012610	CDY30758, CDY53851	Prupe.7G152200.1
OG0012611	CDY62349, CDY44052	Prupe.7G134300.1
OG0012612	CDY28119, CDY50970	Prupe.8G144900.1
OG0012613	CDY18592	Prupe.7G169200.1
OG0012614	CDY49189	Prupe.5G095600.1
OG0012615	CDY32451	Prupe.2G298200.1
OG0012616	CDX76574, CDY59530	Prupe.5G066100.1
OG0012617	CDY18585, CDX81417	Prupe.7G175600.1
OG0012618	CDY16249, CDY60799	Prupe.1G258300.1
OG0012619	CDY13285, CDX86741	Prupe.5G088000.1
OG0012621	CDX98867, CDX70126	Prupe.1G069300.1
OG0012622	CDX83172, CDY21439	Prupe.1G526900.1
OG0012624	CDX83173, CDY21440	Prupe.1G526800.1
OG0012625	CDY03928, CDY64386	Prupe.1G420700.1
OG0012626	CDX88406, CDX87486	Prupe.1G511900.1
OG0012627	CDX76702, CDY11478	Prupe.1G440800.1
OG0012628	CDY19841, CDX87134	Prupe.2G310400.1
OG0012629	CDY69876, CDY66954	Prupe.5G171800.1
OG0012630	CDY35799, CDY71747	Prupe.7G185300.1, Prupe.5G007900.1
OG0012631	CDY19846, CDX87140	Prupe.2G307500.1
OG0012632	CDY36010	Prupe.6G286400.1
OG0012633	CDX78311, CDX81071	Prupe.5G200300.1
OG0012634	CDY38330, CDY44522	Prupe.1G501900.1
OG0012635	CDX88091, CDX80428	Prupe.2G309400.1
OG0012636	CDX73141, CDY69926	Prupe.1G382800.1
OG0012637	CDX79688, CDX84553	Prupe.7G120500.1
OG0012638	CDX96553	Prupe.5G190900.1, Prupe.5G190800.1
OG0012640	CDX76758, CDY11528	Prupe.1G488700.1
OG0012642	CDY55347, CDY19033	Prupe.2G315600.1
OG0012643	CDY17797, CDY16998	Prupe.1G366800.1
OG0012644	CDX90107, CDY11766	Prupe.1G423800.1
OG0012646	CDY14624, CDY26854	Prupe.1G515000.1
OG0012647	CDY44013, CDY23578	Prupe.6G032300.1, Prupe.6G031600.1
OG0012648	CDX97068, CDX69797, CDX70373	Prupe.1G527400.1
OG0012649	CDY08744, CDY51982	Prupe.1G425800.1
OG0012650	CDY38360	Prupe.8G019800.1
OG0012651	CDY04662, CDY08186, CDX84088	Prupe.1G491500.1
OG0012652	CDX90101, CDY11774	Prupe.1G375000.1
OG0012653	CDX78072, CDX73651	Prupe.2G205200.1
OG0012654	CDY25923, CDY38284	Prupe.1G077100.1
OG0012655	CDY23316, CDY53704	Prupe.1G387700.1
OG0012656	CDY17196, CDY27948	Prupe.1G528000.1
OG0012658	CDY49661, CDY72552, CDY18974	Prupe.3G139500.1
OG0012659	CDY31052, CDY20663	Prupe.1G443100.1
OG0012661	CDY34264, CDY03477	Prupe.1G363900.1
OG0012662	CDX75289, CDX68894	Prupe.1G443500.1
OG0012663	CDY29861, CDX92840	Prupe.2G313700.1
OG0012664	CDY14378, CDY35660	Prupe.2G314300.1
OG0012665	CDY39371, CDY29422	Prupe.1G377400.1
OG0012666	CDY23719, CDY37703	Prupe.5G007200.1
OG0012667	CDY08172, CDY04677	Prupe.1G495500.1, Prupe.1G512700.1
OG0012669	CDX75120, CDY48060	Prupe.1G523800.1
OG0012670	CDY38713	Prupe.1G534000.1
OG0012671	CDY28830	Prupe.2G316100.1
OG0012673	CDY34915, CDY66750	Prupe.8G203600.1
OG0012674	CDY08936, CDY24839	Prupe.1G536300.1
OG0012675	CDY61011, CDY65536	Prupe.1G533900.1
OG0012676	CDY38825	Prupe.1G499700.1
OG0012677	CDX68969, CDX75346	Prupe.1G436300.1
OG0012678	CDY22384, CDX71513	Prupe.1G379200.1
OG0012679	CDX79234, CDX68044	Prupe.1G505400.1
OG0012680	CDY44552, CDY45883	Prupe.1G419800.1
OG0012681	CDX83144, CDY34011	Prupe.1G504000.1
OG0012682	CDY60436, CDY04978, CDY14093	Prupe.2G050900.1, Prupe.2G051400.1
OG0012683	CDY46624, CDY56045	Prupe.1G214800.1
OG0012684	CDX89226, CDY19023	Prupe.2G314000.1
OG0012685	CDX93614, CDX95119	Prupe.1G535400.1
OG0012686	CDY43213, CDY17055	Prupe.1G435900.1
OG0012687	CDY12584, CDY47950	Prupe.1G373400.1
OG0012688	CDX68186, CDX85827	Prupe.5G197200.1
OG0012689	CDY38142, CDY63757	Prupe.1G503800.1
OG0012690	CDY14979, CDY12538	Prupe.1G494400.1
OG0012691	CDY24752, CDY10788	Prupe.1G422300.1
OG0012692	CDY04469, CDX71483	Prupe.4G269400.1
OG0012693	CDY43215, CDY17057	Prupe.1G434700.1
OG0012694	CDX90687, CDY70802	Prupe.1G384400.1, Prupe.7G147800.1
OG0012695	CDY62840, CDY49168	Prupe.2G314100.1
OG0012696	CDY36194, CDX75146	Prupe.1G508800.1
OG0012697	CDY53789, CDY37699	Prupe.8G180100.1
OG0012698	CDY14380, CDY35656	Prupe.2G311400.1
OG0012699	CDX88413, CDX87481	Prupe.1G513500.1
OG0012700	CDY31603, CDX71562	Prupe.1G354600.1
OG0012701	CDY13510, CDX72382	Prupe.1G414700.1, Prupe.6G150100.1
OG0012702	CDY05919, CDY08121	Prupe.2G312800.1
OG0012703	CDX73171, CDY47523	Prupe.1G373700.1
OG0012704	CDX75144, CDY36193	Prupe.1G511200.1
OG0012706	CDY19947	Prupe.8G190200.1
OG0012707	CDY27896, CDY00836	Prupe.8G189900.1
OG0012708	CDY19650	Prupe.2G309200.1
OG0012709	CDY12993, CDY53985	Prupe.1G354700.1
OG0012710	CDY67916, CDY41883	Prupe.1G509000.1
OG0012711	CDY22377, CDX71529	Prupe.1G434400.1
OG0012712	CDY43532, CDX68593	Prupe.1G369900.1
OG0012713	CDY29503, CDY31496, CDY33649	Prupe.5G006400.1
OG0012714	CDX73174, CDY47521	Prupe.1G373300.1
OG0012715	CDY42592, CDY41950	Prupe.8G082800.1
OG0012716	CDY39358, CDY29409	Prupe.7G161700.1, Prupe.1G374100.1
OG0012718	CDX90950, CDY64804	Prupe.8G269800.1
OG0012720	CDY57930, CDY63745	Prupe.1G544000.1
OG0012721	CDX87634, CDX73237	Prupe.1G357300.1
OG0012722	CDY37769, CDX71602	Prupe.1G542400.1
OG0012723	CDY52462, CDY47434	Prupe.1G507100.1
OG0012725	CDY38753, CDY01751	Prupe.1G494300.1
OG0012727	CDX73312	Prupe.1G517300.1, Prupe.1G519000.1
OG0012728	CDY67092, CDX71328, CDY31387	Prupe.8G172400.1
OG0012729	CDX90396, CDY49683	Prupe.1G488900.1
OG0012730	CDY46121, CDX72399	Prupe.1G438100.1
OG0012731	CDY69561, CDX79227	Prupe.1G501400.1
OG0012732	CDY11017	Prupe.1G532800.1
OG0012733	CDX69302, CDX75649	Prupe.5G010400.1
OG0012734	CDY47060, CDY38736	Prupe.2G307000.1
OG0012735	CDY28034, CDY35947, CDY19959	Prupe.8G267200.1
OG0012737	CDX94584, CDY16641	Prupe.4G024100.1
OG0012738	CDX87103, CDY28356, CDY19818	Prupe.1G395500.1
OG0012739	CDY00330, CDX84357	Prupe.5G175000.1
OG0012740	CDX82769, CDX78999	Prupe.2G027000.1
OG0012741	CDY46125, CDX72395, CDY38523, CDX83235	Prupe.7G190500.1
OG0012742	CDY13944, CDY18845	Prupe.1G150300.1
OG0012743	CDY30590, CDY17770	Prupe.7G134200.1
OG0012744	CDY12943, CDY19545	Prupe.4G015200.1
OG0012745	CDX70948, CDX88836	Prupe.7G189600.1
OG0012746	CDX74650, CDY33687	Prupe.7G199900.1
OG0012748	CDX92471, CDY35813	Prupe.7G250500.1
OG0012749	CDX77054, CDY48185	Prupe.7G235700.1
OG0012750	CDY55995, CDX81719	Prupe.5G166300.1
OG0012751	CDY04831	Prupe.6G286900.1, Prupe.6G046300.1
OG0012752	CDY60499, CDY64669	Prupe.2G273300.1
OG0012753	CDX88664, CDY58568	Prupe.6G038400.1
OG0012754	CDX92125, CDX95858	Prupe.1G109800.1
OG0012755	CDX96450, CDY59936	Prupe.3G107000.1
OG0012756	CDX98059, CDY30084	Prupe.5G083800.1
OG0012758	CDY34624, CDY34826	Prupe.4G019000.1
OG0012759	CDY45089	Prupe.7G251900.1
OG0012760	CDY30956, CDY44836	Prupe.7G192200.1
OG0012761	CDY11205	Prupe.6G279800.1
OG0012762	CDY31836, CDY46915	Prupe.5G076400.1
OG0012763	CDY30360, CDY26813	Prupe.7G185100.1
OG0012764	CDY21313, CDX90875	Prupe.4G021000.1
OG0012765	CDY45975, CDY67234	Prupe.5G091900.1
OG0012766	CDY26819, CDY30354	Prupe.7G178400.1
OG0012767	CDX89207, CDY29877	Prupe.1G098600.1
OG0012769	CDX75575, CDX69224, CDX71808, CDX68577	Prupe.7G161800.1
OG0012770	CDX96960, CDY14917	Prupe.4G215900.1
OG0012771	CDX68784, CDX75195	Prupe.1G367100.1
OG0012772	CDY06644, CDY10203	Prupe.3G175000.1
OG0012773	CDY36792, CDY11939	Prupe.6G000700.1
OG0012774	CDY42729, CDX92815	Prupe.6G028700.1
OG0012775	CDX73231, CDX87639	Prupe.1G357900.1
OG0012776	CDX99080, CDX86109	Prupe.6G062600.1
OG0012778	CDY35373, CDY55714	Prupe.7G237400.1
OG0012779	CDY32998, CDY43874	Prupe.6G037600.1
OG0012780	CDY39439, CDY59326	Prupe.4G071300.1
OG0012781	CDY69547, CDX68464	Prupe.5G150900.1
OG0012782	CDX81412, CDY18590	Prupe.7G171500.1
OG0012783	CDY42179, CDX82951, CDX79162	Prupe.5G073800.1
OG0012785	CDY08624, CDY00626, CDY24880	Prupe.6G022000.1
OG0012786	CDX77055, CDY48186	Prupe.7G239100.1
OG0012789	CDX69424, CDY16983	Prupe.7G192500.1
OG0012790	CDY12809, CDY01436	Prupe.7G131000.1
OG0012791	CDY43279, CDX93658	Prupe.1G103700.1
OG0012792	CDY66228, CDY30721	Prupe.5G189900.1
OG0012793	CDX99192, CDY08708	Prupe.6G123000.1
OG0012794	CDX68168	Prupe.5G186600.1
OG0012795	CDX74654, CDY33691	Prupe.7G248800.1
OG0012798	CDY50940, CDX93091	Prupe.7G252700.1
OG0012799	CDY45664, CDY17332	Prupe.4G231800.1
OG0012800	CDX86340, CDX85311	Prupe.1G209800.1
OG0012801	CDY72615	Prupe.1G585300.1
OG0012802	CDX89206, CDY19007	Prupe.1G100000.1
OG0012803	CDX85332, CDX86311	Prupe.2G049600.1
OG0012804	CDY65895, CDY42418	Prupe.5G194300.1
OG0012805	CDX81894, CDY59658	Prupe.5G199100.1
OG0012807	CDX81348, CDY18630	Prupe.7G143000.1
OG0012808	CDY39210, CDX72248	Prupe.1G100700.1
OG0012810	CDY41685, CDY09359	Prupe.2G322700.1
OG0012811	CDX83236, CDY38524	Prupe.7G190400.1
OG0012812	CDY45655, CDY17324	Prupe.4G228200.1
OG0012813	CDX84861, CDY24033, CDY02026, CDY10706	Prupe.6G054100.1
OG0012814	CDY39160, CDY46370	Prupe.4G027100.1
OG0012815	CDY24874, CDY07249	Prupe.4G019600.1
OG0012816	CDX68589, CDY43528	Prupe.7G204500.1
OG0012817	CDY09642, CDX90486	Prupe.5G050800.1
OG0012818	CDY16378, CDX91536	Prupe.1G585900.1
OG0012819	CDY65145, CDY22903	Prupe.1G145800.1
OG0012820	CDY17394	Prupe.6G035000.1, Prupe.6G033200.1
OG0012821	CDY05802, CDY69403, CDY05801	Prupe.5G160700.1
OG0012822	CDY30953, CDY44841	Prupe.7G189500.1
OG0012823	CDX78715, CDX70723	Prupe.1G147800.1
OG0012824	CDX97852, CDY29704	Prupe.6G052600.1
OG0012825	CDY45627, CDY08753	Prupe.6G213900.1
OG0012826	CDY29703, CDX97851	Prupe.6G052000.1
OG0012827	CDY09720, CDX90548	Prupe.1G129700.1
OG0012828	CDY67962, CDX86814	Prupe.5G176700.1
OG0012829	CDY62780, CDY25245	Prupe.6G037300.1
OG0012830	CDY21819, CDX77899	Prupe.5G162200.1
OG0012831	CDY55524, CDY27466	Prupe.7G256300.1
OG0012832	CDX69236, CDY64609	Prupe.7G155500.1
OG0012833	CDY53736	Prupe.8G267800.1
OG0012834	CDY58679	Prupe.3G011900.1
OG0012835	CDX76850, CDY46063	Prupe.7G146700.1
OG0012836	CDY37540, CDY43272	Prupe.7G173800.1
OG0012837	CDY64604, CDX69231	Prupe.7G157100.1
OG0012838	CDX73099, CDX96554	Prupe.5G192300.1
OG0012839	CDY56018, CDY10551	Prupe.6G001200.1
OG0012840	CDY09982	Prupe.3G036300.1
OG0012841	CDY24171, CDY36944	Prupe.5G192200.1
OG0012842	CDY19223, CDY26149	Prupe.5G214600.1
OG0012843	CDX68444, CDY70693	Prupe.5G178800.1
OG0012844	CDX90861	Prupe.4G042900.1
OG0012844	CDX90858, CDY21299	Prupe.4G016400.1
OG0012846	CDX69257, CDX75609	Prupe.7G145200.1
OG0012847	CDX73054, CDX96517	Prupe.5G207400.1
OG0012848	CDX96267, CDY11563	Prupe.1G332300.1
OG0012849	CDY35124, CDY40027	Prupe.6G046100.1
OG0012850	CDY64792, CDY52175	Prupe.1G365500.1
OG0012851	CDY17189, CDY27954	Prupe.2G043400.1
OG0012852	CDX92111, CDX95889	Prupe.1G117800.1
OG0012853	CDY52905, CDY53757	Prupe.6G024200.1
OG0012854	CDY33272, CDY16300	Prupe.7G188100.1
OG0012855	CDX70853, CDX88909	Prupe.1G145200.1
OG0012856	CDX96906, CDY14890	Prupe.1G026900.1
OG0012857	CDY18647, CDX81325	Prupe.6G229300.1
OG0012858	CDY71551	Prupe.6G039800.1
OG0012859	CDY57766, CDY55101	Prupe.7G173500.1
OG0012860	CDX74071, CDY08024	Prupe.1G104700.1
OG0012861	CDX71416, CDY04513	Prupe.6G095500.1
OG0012862	CDX75636, CDX69288	Prupe.6G228900.1
OG0012863	CDY11858, CDX88633, CDY49727, CDY25896	Prupe.1G091700.1
OG0012864	CDY36479	Prupe.8G270100.1
OG0012865	CDY34795, CDX76833	Prupe.7G266100.1
OG0012866	CDY35310, CDX77037	Prupe.7G189300.1
OG0012867	CDY32234, CDY34450	Prupe.3G183300.1
OG0012868	CDY54795, CDY59098	Prupe.8G179800.1
OG0012869	CDY27620	Prupe.5G178500.1, Prupe.5G008500.1
OG0012870	CDY18094, CDY66636	Prupe.7G202000.1
OG0012872	CDX78220, CDX73495	Prupe.2G049800.1
OG0012873	CDX83128, CDY54695	Prupe.5G239300.1, Prupe.7G141900.1
OG0012874	CDX77799, CDY17703	Prupe.4G002000.1
OG0012876	CDY24643, CDY05322	Prupe.6G229100.1
OG0012877	CDY22760, CDY49964	Prupe.1G135600.1
OG0012878	CDY44870, CDX70211	Prupe.2G089200.1
OG0012880	CDY52730, CDY34989	Prupe.1G118000.1
OG0012881	CDY51082, CDX82650	Prupe.1G074500.1
OG0012882	CDY00305, CDY56640	Prupe.5G178300.1
OG0012883	CDX81328	Prupe.6G230700.1
OG0012884	CDY57762, CDY55098	Prupe.7G169900.1
OG0012885	CDY18671, CDX81300	Prupe.6G216800.1
OG0012886	CDY18367, CDX93303	Prupe.7G235600.1
OG0012887	CDX85360, CDX86283	Prupe.8G201700.1
OG0012888	CDY10561, CDX88477, CDX87435	Prupe.5G161600.1
OG0012889	CDX72273, CDY13391	Prupe.1G101900.1
OG0012890	CDY00325, CDX84353	Prupe.5G187100.1
OG0012891	CDY68131, CDX88635	Prupe.1G095300.1
OG0012892	CDX69483	Prupe.5G212200.1, Prupe.5G041000.1
OG0012893	CDY40064, CDX85792	Prupe.7G006200.1
OG0012894	CDX86107, CDX99082	Prupe.6G062900.1
OG0012895	CDY32717, CDY02803	Prupe.7G259100.1
OG0012896	CDY36750, CDY11992	Prupe.4G229800.1
OG0012897	CDY12397	Prupe.7G250300.1
OG0012898	CDX93828, CDY01269	Prupe.5G040300.1
OG0012899	CDY68528, CDY50854	Prupe.5G072600.1
OG0012900	CDY19192	Prupe.5G229200.1
OG0012902	CDY23347, CDY30391	Prupe.2G167200.1
OG0012904	CDY32033, CDX94867, CDY08642	Prupe.2G283800.1
OG0012905	CDY57780, CDX86757	Prupe.6G076800.1
OG0012907	CDY07168, CDY48497	Prupe.3G002000.1
OG0012908	CDY66518, CDY67358	Prupe.7G024400.1
OG0012909	CDX67810	Prupe.1G071000.1
OG0012910	CDX74367, CDX91872	Prupe.2G185600.1
OG0012911	CDY38176, CDY25131	Prupe.7G008000.1
OG0012912	CDY25112, CDY01922, CDX97256	Prupe.8G268500.1
OG0012914	CDY11239, CDX80851	Prupe.6G240500.1
OG0012915	CDY50657, CDY51755, CDY38462, CDY16882	Prupe.7G015900.1
OG0012916	CDY33693	Prupe.7G003300.1
OG0012917	CDY38655, CDY37582	Prupe.1G389900.1, Prupe.1G390100.1
OG0012919	CDY08511, CDY01038	Prupe.7G100300.1
OG0012920	CDX87637, CDX73233	Prupe.1G357800.1
OG0012921	CDY05738, CDY31974	Prupe.8G213600.1
OG0012922	CDY52396, CDY13682	Prupe.3G305800.1
OG0012923	CDY23919, CDY70810	Prupe.1G383500.1
OG0012924	CDY01101, CDY08456	Prupe.7G077600.1
OG0012925	CDX69597, CDY57892	Prupe.3G303000.1
OG0012927	CDX70054, CDX98970	Prupe.7G069000.1
OG0012928	CDY37558, CDY56136	Prupe.6G353600.1
OG0012929	CDY22662, CDY06332	Prupe.2G112200.1
OG0012930	CDY58413, CDX69605	Prupe.3G308400.1
OG0012931	CDX75205, CDX68799	Prupe.1G392300.1
OG0012932	CDY27774, CDY05161	Prupe.6G325100.1
OG0012933	CDY42907, CDY49357	Prupe.3G105000.1
OG0012934	CDY22199, CDY41308	Prupe.6G240000.1
OG0012935	CDX83664, CDY13686	Prupe.3G304500.1
OG0012936	CDY42353, CDX83842, CDX95202	Prupe.6G338500.1
OG0012937	CDY50861, CDY64897	Prupe.7G004400.1
OG0012938	CDX75577	Prupe.1G431600.1
OG0012940	CDY31086, CDY32183	Prupe.6G305800.1
OG0012941	CDY64493, CDY65466	Prupe.7G066800.1
OG0012942	CDY37777, CDX80073	Prupe.3G003300.1
OG0012943	CDY11254, CDX80869	Prupe.7G127500.1
OG0012944	CDX95039, CDX93543	Prupe.5G048300.1
OG0012945	CDY58083, CDY20895	Prupe.1G389000.1
OG0012946	CDX67871, CDY25088, CDY11387, CDX76599	Prupe.2G200500.1
OG0012948	CDY22320, CDX94742	Prupe.8G216200.1
OG0012949	CDY39360, CDY29412	Prupe.1G374300.1
OG0012950	CDY37022, CDY27398	Prupe.2G133900.1
OG0012952	CDX67745, CDX98299	Prupe.7G084800.1
OG0012953	CDY01246, CDX93822	Prupe.1G440300.1
OG0012954	CDX87116, CDY19826	Prupe.8G187800.1
OG0012955	CDX95040, CDX93544	Prupe.7G026600.1
OG0012956	CDY52482, CDX86194, CDY52502, CDY05590	Prupe.6G341000.1
OG0012957	CDY32971, CDY71257	Prupe.1G380700.1
OG0012958	CDX95051, CDX93554	Prupe.6G356100.1
OG0012959	CDX84718, CDX79478	Prupe.1G007200.1
OG0012960	CDX96312, CDX72791	Prupe.8G002600.1
OG0012961	CDY52372, CDX95155	Prupe.1G376400.1
OG0012962	CDY05564, CDY25025	Prupe.6G320400.1
OG0012963	CDY22048, CDY50388	Prupe.7G003500.1
OG0012964	CDX69716, CDX97158	Prupe.1G409300.1
OG0012965	CDX74950, CDY70246	Prupe.1G438300.1
OG0012966	CDY00184, CDY63199	Prupe.3G312400.1
OG0012967	CDY40712, CDX74144	Prupe.6G320700.1
OG0012968	CDX87588, CDY01345, CDY31856	Prupe.5G003700.1
OG0012969	CDY48978, CDY28533	Prupe.3G314300.1
OG0012970	CDY14537, CDY08823	Prupe.8G243500.1
OG0012971	CDY20902, CDY06724	Prupe.1G366000.1
OG0012972	CDY66252, CDY50910, CDX83350, CDY11399, CDX76614	Prupe.3G001400.1
OG0012974	CDX99896, CDY00495	Prupe.2G284300.1
OG0012975	CDY05748, CDY31968	Prupe.8G215500.1
OG0012976	CDX89164, CDX93946	Prupe.8G251000.1
OG0012977	CDY63851, CDX80113	Prupe.8G265200.1
OG0012978	CDX78931, CDX99379	Prupe.5G015700.1
OG0012979	CDX91044, CDX85593	Prupe.3G289200.1
OG0012980	CDY38712, CDY27749, CDY05190	Prupe.6G318500.1
OG0012981	CDY21170, CDY29952	Prupe.7G016000.1
OG0012982	CDY11488, CDX76712	Prupe.1G403600.1
OG0012983	CDX90956, CDX91808	Prupe.8G271300.1
OG0012984	CDY45682, CDX91346, CDX74977	Prupe.6G244000.1
OG0012985	CDY39000, CDY65545	Prupe.6G315800.1
OG0012986	CDY06137, CDX72073	Prupe.7G043600.1
OG0012987	CDY10403, CDX70327	Prupe.6G238400.1
OG0012988	CDY69563	Prupe.4G001500.1
OG0012989	CDX80500, CDX88170	Prupe.1G482900.1
OG0012990	CDX88212, CDX80555	Prupe.1G413100.1
OG0012991	CDY38153, CDX73551, CDX78182	Prupe.6G242800.1
OG0012992	CDY06733, CDY17072	Prupe.1G384600.1
OG0012993	CDY40691, CDX74156	Prupe.6G337300.1
OG0012994	CDX70092, CDX98934	Prupe.7G089800.1
OG0012995	CDY25455, CDY38490	Prupe.7G004300.1
OG0012996	CDX78562, CDX70544	Prupe.3G307100.1
OG0012997	CDY36496, CDY08722	Prupe.2G311900.1
OG0012998	CDY12577, CDY47956	Prupe.1G418700.1
OG0012999	CDY61397, CDY13477	Prupe.1G481800.1
OG0013000	CDX72393, CDY46128	Prupe.1G403500.1
OG0013001	CDX69788, CDX97076	Prupe.1G486400.1
OG0013002	CDY15443, CDX86696	Prupe.8G257900.1
OG0013003	CDY39367, CDY29418	Prupe.1G376800.1
OG0013004	CDY53018, CDX80133	Prupe.8G258400.1
OG0013005	CDY31093, CDY32178	Prupe.6G307600.1
OG0013006	CDY43489, CDY17560	Prupe.6G324900.1
OG0013007	CDX80568, CDY61114, CDY69060, CDY05521	Prupe.6G302400.1
OG0013008	CDY37153, CDX87673	Prupe.5G183000.1
OG0013009	CDY22771, CDY42542	Prupe.1G370000.1
OG0013010	CDX91824, CDX74403	Prupe.3G007000.1
OG0013011	CDX95236, CDY42348	Prupe.6G336800.1
OG0013012	CDY08620, CDY00912	Prupe.7G046200.1
OG0013014	CDX80671, CDX86177	Prupe.6G336100.1
OG0013016	CDX79892, CDY65803	Prupe.7G077000.1
OG0013017	CDY35199, CDY38378	Prupe.8G220100.1
OG0013018	CDY14780, CDY06914	Prupe.7G054700.1
OG0013019	CDY55530, CDY27470	Prupe.8G259400.1
OG0013020	CDY21945, CDY22106	Prupe.8G252100.1
OG0013021	CDY06945, CDY57582	Prupe.7G017900.1
OG0013022	CDY51749, CDY50664	Prupe.7G007400.1
OG0013023	CDY22390, CDY61131	Prupe.1G370400.1
OG0013024	CDX98802, CDX70184	Prupe.2G061300.1
OG0013025	CDY06268, CDY09907	Prupe.6G246300.1
OG0013027	CDY43303, CDY41856	Prupe.8G199000.1
OG0013028	CDX77077, CDY37508	Prupe.3G295700.1
OG0013029	CDY50964, CDY16533, CDY03576	Prupe.8G141400.1
OG0013030	CDX73848, CDY53922, CDY01068, CDY08487	Prupe.7G088200.1
OG0013031	CDY27775, CDY05160	Prupe.6G325500.1
OG0013032	CDX75605, CDX69253	Prupe.7G060900.1
OG0013033	CDY09570	Prupe.4G090300.1
OG0013034	CDY17555, CDY43482	Prupe.6G331800.1
OG0013035	CDX78759, CDY38457	Prupe.7G017700.1, Prupe.6G154300.1
