Orthogroup	Brassica_napus	Solanum_lycopersicum
OG0014404	CDX98887, CDX70110	Solyc03T001605.2
OG0014406	CDX70482, CDX78494	Solyc11T001449.1
OG0014411	CDX69698	Solyc11T001949.1
OG0014415	CDY19618	Solyc09T000029.1, Solyc03T003110.1
OG0014417	CDY70123, CDY42217	Solyc04T000325.1
OG0014419	CDX83875, CDX96738	Solyc06T001835.1
OG0014420	CDY33392, CDY30579	Solyc12T000591.4
OG0014421	CDX92148, CDX95837	Solyc03T002287.1
OG0014422	CDY39316	Solyc05T000209.1
OG0014423	CDX70727, CDX78719	Solyc11T000528.1
OG0014424	CDY19004	Solyc07T002193.1
OG0014426	CDY60524, CDY59779	Solyc07T000586.1
OG0014427	CDY02473, CDY10611	Solyc11T001896.2
OG0014428	CDY44940	Solyc01T000054.1
OG0014431	CDX69925, CDY21563	Solyc03T000725.1
OG0014437	CDY01515	Solyc02T001299.1
OG0014438	CDY03615	Solyc12T000018.1
OG0014439	CDX76961, CDY63370	Solyc04T001726.2
OG0014440	CDY43673	Solyc02T001243.1
OG0014441	CDY23104, CDY60535	Solyc02T001381.1
OG0014443	CDX77479, CDX85140	Solyc09T002760.1
OG0014445	CDY42953	PRAM_26068.1.p1
OG0014450	CDY21952, CDY22118	Solyc12T000058.1
OG0014456	CDY52899	Solyc06T001856.1
OG0014459	CDY26963	Solyc11T002107.1
OG0014460	CDY11081, CDX68207	Solyc03T002741.1
OG0014461	CDY23771	Solyc03T002790.1
OG0014462	CDX78967, CDY67130	Solyc05T002336.1
OG0014463	CDX79975, CDY23888, CDY54541	Solyc06T000822.1
OG0014464	CDX86499, CDY15601	Solyc01T002514.1
OG0014466	CDY18704, CDX81230	Solyc11T000080.1
OG0014468	CDY51608, CDY12654	Solyc05T000965.3
OG0014469	CDY32016, CDX67648	Solyc03T001976.2
OG0014471	CDY42855	Solyc06T001885.1
OG0014473	CDY48992, CDX99712	Solyc05T000830.1
OG0014477	CDY00828, CDY27903	Solyc06T002646.1
OG0014478	CDX70509	Solyc01T003014.1
OG0014479	CDY26924, CDY64797	Solyc03T001966.1
OG0014480	CDY34007, CDX83140	Solyc11T000695.1
OG0014481	CDY55797, CDY34700	Solyc03T001473.1
OG0014482	CDX81235	Solyc08T001578.1
OG0014483	CDY12341, CDX87963	Solyc03T002738.1
OG0014486	CDY31661	Solyc08T001791.1
OG0014488	CDY61909, CDY02215	Solyc02T000201.1
OG0014490	CDY00969	Solyc10T002224.1
OG0014491	CDX97942, CDY19349	Solyc10T000436.1
OG0014493	CDY07126, CDY58220	Solyc01T002066.1
OG0014494	CDX97117	Solyc08T001598.1
OG0014496	CDX83586	Solyc05T000868.1
OG0014497	CDY12551, CDY14995	Solyc11T000680.2
OG0014500	CDX69870, CDY21621	Solyc05T002296.1
OG0014501	CDY14655, CDY14657	Solyc01T000173.1
OG0014503	CDY14333	Solyc06T002157.1
OG0014509	CDY43280, CDX93657	Solyc08T001132.2
OG0014512	CDY57532, CDY34730	Solyc03T000923.1
OG0014513	CDX86430	Solyc03T001181.1
OG0014515	CDX75298, CDX68919	Solyc08T001435.1
OG0014516	CDY43665	Solyc02T001228.1
OG0014517	CDX68991, CDX75367	Solyc01T003792.2
OG0014518	CDY07708, CDY14440	Solyc06T001378.1
OG0014520	CDY53183, CDX72699	Solyc04T001666.1
OG0014523	CDX91701, CDY41459	Solyc05T001679.2
OG0014527	CDX91073	Solyc02T001056.2
OG0014530	CDY28065	Solyc11T000055.1
OG0014533	CDX78856	Solyc02T001491.1
OG0014534	CDX84311, CDY17255	Solyc02T001235.1
OG0014535	CDX93137, CDX89628	Solyc11T001550.1
OG0014536	CDX77038	Solyc08T001513.1
OG0014538	CDX69887, CDY21605	Solyc11T000068.1
OG0014539	CDX83219	Solyc08T001430.1
OG0014541	CDY08156	Solyc06T002175.5
OG0014543	CDX84295, CDY17272	Solyc02T001219.2
OG0014545	CDY46147, CDY20310	Solyc08T001689.2
OG0014548	CDY52617, CDY50563, CDY11116	Solyc04T002680.1
OG0014549	CDY64489, CDX67519	Solyc11T001033.3
OG0014552	CDY34828, CDY34626	Solyc04T001204.1
OG0014555	CDY68075	Solyc10T000411.1
OG0014556	CDX84517	Solyc01T003778.1
OG0014557	CDY38442	Solyc02T001616.1
OG0014560	CDY45599	Solyc01T002529.1
OG0014561	CDY43515, CDY06789	Solyc12T000292.1
OG0014563	CDY00929, CDY08606	Solyc11T000318.1
OG0014565	CDX74425, CDY30272	Solyc02T000994.2
OG0014566	CDY44801	Solyc10T001301.1
OG0014567	CDX92396, CDY16603	Solyc08T001172.1
OG0014568	CDX83950, CDX96816	Solyc01T002309.1
OG0014570	CDX68506, CDX83055	Solyc03T000391.1
OG0014573	CDY36816, CDY44600	Solyc02T002291.1
OG0014579	CDY12420	Solyc08T001729.1
OG0014581	CDY08736	Solyc02T002739.1
OG0014583	CDY60079, CDY04326	Solyc06T001851.1
OG0014584	CDY62694, CDY43881	Solyc07T001590.1
OG0014587	CDY22587	Solyc08T001879.1
OG0014588	CDY13063, CDY23139	Solyc08T001790.2
OG0014589	CDY27048, CDX96153	Solyc12T001979.1
OG0014592	CDY04460, CDX71494	Solyc08T001462.1
OG0014597	CDX77468	Solyc08T002286.1
OG0014600	CDY18599, CDX81399	Solyc02T002084.1
OG0014601	CDY49389	Solyc10T000068.1
OG0014603	CDY12800	Solyc02T002630.1
OG0014604	CDY32125	Solyc08T001921.1
OG0014605	CDX95817, CDX92166	Solyc03T003138.3
OG0014606	CDY41769, CDY12404	Solyc05T002048.1
OG0014607	CDY38595	Solyc05T000455.1
OG0014608	CDX68083, CDX88319	Solyc11T000034.1
OG0014612	CDX85025, CDY16163	Solyc05T000697.1
OG0014615	CDY18589	Solyc02T002001.1
OG0014618	CDY64420, CDY12254	Solyc08T001927.1
OG0014620	CDY44662	Solyc08T002020.1
OG0014622	CDY19046	Solyc07T001732.1
OG0014623	CDY22582	Solyc08T001902.1
OG0014624	CDY31912, CDY00520	Solyc06T000988.1
OG0014627	CDX79235	Solyc05T002744.1
OG0014631	CDY66559	Solyc08T002274.1
OG0014634	CDY22555	Solyc02T002833.1
OG0014635	CDX78926, CDX99392	Solyc08T001822.1
OG0014636	CDY29925, CDY35535	Solyc08T001895.1, Solyc08T001896.1
OG0014637	CDY28664	Solyc01T000043.1
OG0014638	CDY12844	Solyc02T002778.1
OG0014639	CDY36475	PRAM_25466.1.p1
OG0014640	CDY50954, CDY47691	Solyc08T001830.1
OG0014641	CDY05050	Solyc04T001216.1
OG0014642	CDY49096, CDY39325	Solyc01T000501.2
OG0014644	CDY23594	Solyc12T000783.1
OG0014646	CDY60797, CDY16246	Solyc05T000102.1
OG0014647	CDY32305, CDY61823	Solyc08T001940.1
OG0014648	CDY66138	Solyc08T001489.1
OG0014649	CDY26835	PRAM_26195.1.p1
OG0014650	CDY08096, CDY05886	Solyc03T000380.1
OG0014654	CDY39708	Solyc09T000974.3
OG0014655	CDY36499, CDY08725	Solyc02T002758.1
OG0014656	CDY01316, CDY38347	Solyc04T000329.1
OG0014657	CDY28997	Solyc02T002087.1
OG0014659	CDY47745	Solyc03T003164.1
OG0014661	CDY12232	Solyc09T002335.1
OG0014662	CDX99895, CDY00497	Solyc03T000196.1
OG0014664	CDY20798, CDY06622	Solyc07T002608.1
OG0014665	CDX93729, CDY15314	Solyc03T002302.1
OG0014666	CDX82066, CDX96480	Solyc09T000536.1
OG0014667	CDX98079	Solyc08T002194.1
OG0014671	CDY16160, CDY40250	Solyc05T000691.1
OG0014676	CDY69438, CDY17014	Solyc04T002693.1
OG0014677	CDY04622, CDY50232	Solyc04T002050.1
OG0014679	CDY65146, CDY22905	Solyc06T002190.1
OG0014685	CDX68046	Solyc12T002558.1, Solyc08T001857.1
OG0014686	CDY19678, CDY27025	Solyc03T000228.2
OG0014687	CDX73220, CDY66814	Solyc04T002941.1
OG0014689	CDY17084	Solyc04T002815.1
OG0014690	CDX79192, CDY34541	Solyc04T001973.1
OG0014691	CDX79786, CDY17890	Solyc11T000839.1
OG0014692	CDY11295	Solyc11T000260.1
OG0014697	CDX98377, CDX67798	Solyc06T002172.1
OG0014698	CDX69717, CDX97157, CDX91185	Solyc08T001287.1
OG0014699	CDX88079, CDX80417	Solyc03T000236.1
OG0014700	CDX96242, CDY28816	Solyc07T002509.1
OG0014701	CDY01392	Solyc04T002880.1
OG0014703	CDX73382	Solyc11T000753.1, Solyc11T000779.1
OG0014704	CDX78106, CDX73622	Solyc10T002612.1
OG0014709	CDX95191, CDY68038	Solyc04T003000.1
OG0014712	CDY33044, CDX80261	Solyc07T000273.1
OG0014715	CDY39034, CDY20372	Solyc04T002849.1
OG0014717	CDX84680, CDX79536	Solyc04T003023.2
OG0014718	CDX94412	Solyc03T001731.1
OG0014721	CDX83785, CDX96679	Solyc12T000330.1
OG0014722	CDY26688, CDY41032	Solyc07T001532.1
OG0014724	CDX74605, CDY53529	Solyc02T001810.1
OG0014725	CDY66907	Solyc07T001348.1
OG0014727	CDY08075, CDY39588	Solyc03T002385.2
OG0014729	CDY45398, CDX73117	Solyc03T002620.1
OG0014731	CDY67750	Solyc08T002092.1
OG0014732	CDY45105	Solyc12T000176.2
OG0014733	CDY45842, CDX81570	Solyc04T000024.2
OG0014734	CDY03052, CDY17596	Solyc10T001093.1
OG0014737	CDY12996, CDY49307	Solyc02T000182.1
OG0014738	CDY42261, CDY47941, CDY38295	Solyc07T000683.1
OG0014739	CDY05800	Solyc03T002466.1
OG0014741	CDY42543, CDY72355	Solyc05T002462.1
OG0014742	CDY10688	Solyc11T002437.1
OG0014743	CDX98081	Solyc08T002190.1
OG0014747	CDX68174	Solyc03T002889.1
OG0014749	CDX94725, CDY22331	Solyc02T001151.2
OG0014751	CDY35873	Solyc07T001253.1
OG0014753	CDY12393	Solyc07T000272.1
OG0014757	CDY24824, CDY62051	Solyc02T001984.1
OG0014758	CDY19331, CDX97921	Solyc11T001678.1
OG0014759	CDY58629	Solyc04T000034.1
OG0014760	CDX70947, CDX88837	Solyc07T000623.1
OG0014762	CDY34976, CDY28338	Solyc01T001798.1
OG0014763	CDY21263, CDX90822	Solyc08T002216.1
OG0014766	CDY67226, CDY70713	Solyc03T002643.1
OG0014768	CDX69190, CDX75543	Solyc02T002006.1
OG0014770	CDX81338, CDY18639	Solyc03T000796.3
OG0014771	CDY58956	Solyc08T002386.1
OG0014772	CDY08164, CDY05954	Solyc01T003479.1
OG0014777	CDY32968, CDY43594	Solyc02T001404.1
OG0014778	CDX82670, CDY39149	Solyc07T001384.1
OG0014779	CDY43059	Solyc04T000389.1
OG0014781	CDY66708, CDY13946	Solyc01T002173.1
OG0014783	CDX68959	Solyc07T001555.1
OG0014787	CDY65365, CDX84216	Solyc08T000201.2
OG0014788	CDY39677, CDY20258	Solyc07T000129.2
OG0014790	CDY42383	Solyc07T002757.1
OG0014791	CDY33398	Solyc12T000326.1
OG0014792	CDX70827, CDX88930	Solyc01T001952.1
OG0014793	CDY13390, CDX72272	Solyc07T000110.1
OG0014796	CDX92784	Solyc10T000128.1
OG0014798	CDY09705, CDX90535	Solyc01T001635.1
OG0014799	CDY61347	Solyc06T001940.1
OG0014801	CDX98974	Solyc03T002858.1
OG0014802	CDY65780	Solyc06T002549.1
OG0014803	CDX85455	Solyc07T000088.1
OG0014804	CDY44179, CDY22900	Solyc01T001895.1
OG0014805	CDY01152, CDY53565	Solyc09T002667.2
OG0014807	CDY11980, CDY36763	Solyc07T002719.1
OG0014808	CDX67476	Solyc02T002900.1
OG0014809	CDY53358	Solyc06T000103.1
OG0014810	CDY30955, CDY44837	Solyc07T000617.1
OG0014811	CDY42263, CDY47943	Solyc07T000733.1
OG0014812	CDY09633	Solyc08T002126.1
OG0014813	CDY39816	Solyc02T002426.1
OG0014817	CDY45248, CDY54208	Solyc02T000925.1
OG0014818	CDX74241, CDX92007	Solyc11T000014.1
OG0014821	CDX76854, CDY46067	Solyc02T002564.1
OG0014823	CDY17791, CDX77930	Solyc02T002584.1
OG0014824	CDY25205, CDY22824	Solyc07T002575.1
OG0014826	CDX75622, CDX69272	Solyc02T002597.1
OG0014827	CDX80403, CDX88064	Solyc03T000309.1
OG0014828	CDY08379, CDY47845	Solyc08T002499.1
OG0014829	CDY06654, CDY10212, CDY10213, CDY10161	Solyc09T000406.1
OG0014833	CDY01097	Solyc10T002281.1
OG0014834	CDX74167, CDY40677	Solyc01T003119.2
OG0014835	CDY29944, CDY21178	Solyc10T002515.1
OG0014836	CDY00917, CDY08615	Solyc12T001045.1
OG0014838	CDX93339, CDY18415	Solyc01T002650.1
OG0014839	CDY06879, CDY14820	Solyc03T001073.1
OG0014840	CDY34012	Solyc04T002520.1
OG0014842	CDX79710, CDY46748	Solyc10T002906.1
OG0014843	CDY69660, CDX76773	Solyc08T000165.1
OG0014844	CDY22333, CDX70093	Solyc08T000419.1
OG0014845	CDY40704	Solyc01T003231.1
OG0014848	CDX91832, CDX74399	Solyc06T002785.1
OG0014850	CDY18154, CDY15451	Solyc06T001552.1
OG0014851	CDY16986, CDX69427	Solyc12T000895.3
OG0014852	CDY17163	Solyc01T002908.1
OG0014853	CDX80146, CDY55190	Solyc05T002699.1
OG0014854	CDX89947	Solyc09T002300.1
OG0014855	CDX80074, CDY37778	Solyc03T001513.1
OG0014856	CDY06810, CDY43498	Solyc10T001155.4
OG0014857	CDY06325	Solyc02T002976.1
OG0014858	CDY44467, CDY39733	Solyc08T000317.1
OG0014860	CDX73932	Solyc10T002324.2
OG0014862	CDY52660, CDY06459	Solyc10T002535.1
OG0014864	CDY65634, CDY50392	Solyc09T002269.1
OG0014865	CDX74302, CDX91945	Solyc12T001229.1
OG0014867	CDX87093	Solyc08T000843.1
OG0014868	CDY64725	Solyc10T002601.1
OG0014869	CDY30290, CDY30837	Solyc02T001018.1
OG0014871	CDY11391	Solyc01T002065.1
OG0014872	CDY58927, CDY11534	Solyc08T000999.1
OG0014873	CDY57015, CDY00022	Solyc01T003097.1
OG0014875	CDY22096	Solyc09T002059.1
OG0014877	CDY70196, CDY12330	Solyc08T001784.1
OG0014882	CDY31987, CDY65850	Solyc06T002687.1
OG0014885	CDY19733, CDX99973	Solyc01T003291.1
OG0014887	CDX75211	Solyc08T000830.1
OG0014888	CDY48176, CDX77042	Solyc08T001157.2
OG0014889	CDX80027, CDY56878	Solyc01T002973.1
OG0014890	CDY28662	Solyc02T002985.2
OG0014893	CDX91814	Solyc01T002117.1
OG0014894	CDY08462, CDY01096	Solyc10T002443.1
OG0014898	CDX86165, CDX80658	Solyc10T000454.1
OG0014899	CDY52377	Solyc04T002671.1
OG0014901	CDY23877, CDX79967	Solyc02T000210.1
OG0014902	CDX75068	Solyc09T000422.1
OG0014903	CDY41906, CDY50763	Solyc01T003137.1
OG0014904	CDX80617	Solyc01T003304.1
OG0014905	CDY57721, CDX80107, CDY11433, CDX76649	Solyc09T002306.1
OG0014906	CDX93115	Solyc10T000055.3
OG0014907	CDX91046, CDX85595	Solyc12T001377.1
OG0014909	CDX72094	Solyc10T002193.1
OG0014910	CDY52697, CDY28487	Solyc06T001586.1
OG0014913	CDY66802, CDX80615	Solyc01T003311.1
OG0014914	CDX75272, CDX68879	Solyc08T001587.2, Solyc08T001586.1
OG0014915	CDX76785, CDY34749	Solyc08T000155.1
OG0014916	CDY11408, CDX76621	Solyc06T000304.1
OG0014918	CDX86468	PRAM_26276.1.p1
OG0014919	CDX68241, CDY11125	Solyc08T000148.1
OG0014920	CDY08516	Solyc09T000420.1
OG0014923	CDY34036, CDX83160	Solyc03T002397.1
OG0014924	CDY13947, CDX92561	Solyc01T002172.1
OG0014925	CDY10260, CDY06689	Solyc09T000980.1
OG0014926	CDY62505	Solyc07T000008.1
OG0014928	CDX95598, CDX83432	Solyc01T002332.1
OG0014929	CDY50415, CDX93099	Solyc07T000292.1
OG0014930	CDY54647, CDY29828	Solyc07T002646.1
OG0014932	CDY34952	Solyc05T002448.1
OG0014933	CDX69317, CDX75664	Solyc02T002774.1
OG0014934	CDY40126, CDX85739	Solyc09T000944.1
OG0014936	CDY39196, CDX72232	Solyc07T000186.1
OG0014942	CDY42380	Solyc07T002763.1
OG0014943	CDY17195, CDY27949, CDY71923	Solyc04T002402.1
OG0014944	CDY14741, CDY06964	Solyc03T002006.1
OG0014945	CDY32686, CDY02834	Solyc09T001136.1
OG0014947	CDX71475, CDY04476	Solyc09T000103.1
OG0014948	CDY60993, CDX74817	Solyc04T002177.1
OG0014954	CDY37550	Solyc05T000698.1, Solyc02T002425.1
OG0014955	CDY17287	Solyc07T002610.1
OG0014956	CDY65220, CDY19637	Solyc10T000713.4
OG0014957	CDX93163, CDY06970	Solyc06T000850.1
OG0014959	CDY68163	Solyc11T002428.1
OG0014960	CDY36319, CDY36302	Solyc06T000995.1
OG0014961	CDX87446, CDX88460	Solyc07T002410.1
OG0014963	CDX93830, CDY01271	Solyc07T001822.1
OG0014967	CDY69124, CDY53432	Solyc11T000679.1
OG0014968	CDY66862, CDX91766	Solyc04T002304.1
OG0014969	CDX71630, CDY05813	Solyc07T001501.1
OG0014970	CDX75624, CDX69273	Solyc03T000813.1
OG0014971	CDX74032	Solyc12T000117.1, Solyc07T001788.2
OG0014973	CDY32984, CDY57388	Solyc09T001494.1
OG0014975	CDY37859	Solyc07T002644.1
OG0014977	CDY22813	Solyc07T002618.1
OG0014978	CDY05036, CDX90704	Solyc04T002360.1
OG0014980	CDX93064, CDY50046	Solyc07T000168.1
OG0014981	CDX84847, CDY24014	Solyc06T002570.1
OG0014984	CDY40236, CDY41214	Solyc04T000447.1
OG0014985	CDX84842	Solyc11T002205.1
OG0014986	CDY50087	Solyc02T001862.1
OG0014987	CDX80972, CDY11339	Solyc07T002130.1
OG0014988	CDY38097, CDX85494	Solyc11T000495.1
OG0014989	CDY27860, CDY00884	Solyc07T001771.1
OG0014990	CDX79324, CDY22281	Solyc10T000053.1
OG0014991	CDY50322	Solyc05T002767.1
OG0014992	CDY53756	Solyc07T002710.1
OG0014995	CDX85337, CDX86304	Solyc09T001321.1
OG0014996	CDY15727, CDY03901	Solyc03T003118.1
OG0014997	CDY49048, CDY37527	Solyc02T002294.1
OG0014998	CDY21292, CDX90851	Solyc07T002230.1
OG0014999	CDY28024, CDY35956	Solyc07T001743.1
OG0015001	CDY54233	Solyc09T000471.1
OG0015002	CDX97098	Solyc08T001530.1, Solyc06T001585.1
OG0015003	CDY70538, CDX95189	Solyc04T003040.1
OG0015004	CDY02136, CDY23060	Solyc03T001874.1
OG0015005	CDY61704, CDY29320	Solyc11T000683.1
OG0015006	CDY39582, CDY08069	Solyc07T001499.1
OG0015008	CDY21047, CDY31262	Solyc08T002224.2
OG0015009	CDX82747, CDY35896	Solyc05T001182.1
OG0015010	CDX82023, CDY13821	Solyc01T004199.1
OG0015011	CDY09347, CDY62178	Solyc05T000240.3
OG0015012	CDY72275, CDX86833	Solyc08T002522.1
OG0015013	CDX71886, CDY65826	Solyc04T000525.1
OG0015015	CDX79119	Solyc12T001900.1, Solyc12T001897.1
OG0015016	CDY60167, CDY00908	Solyc04T000729.1
OG0015017	CDX77337, CDY70592	Solyc02T002312.1
OG0015020	CDX87004, CDY37907	Solyc03T002228.1
OG0015021	CDY26101, CDY08244	Solyc01T000046.1
OG0015022	CDX93412, CDY55049	Solyc05T000103.1
OG0015023	CDY00230, CDX86954	Solyc03T003088.1
OG0015024	CDY58391, CDY16189	Solyc05T000263.1
OG0015025	CDY54070	Solyc01T004095.1
OG0015027	CDX89610, CDX93119	Solyc05T002756.1
OG0015028	CDX77532, CDX85081	Solyc12T000785.1
OG0015029	CDX99468, CDX78857	Solyc02T001488.1
OG0015030	CDX83006	Solyc11T000375.1
OG0015031	CDY49025	Solyc02T001881.1
OG0015032	CDY38035	Solyc01T002771.1
OG0015036	CDY16404, CDY57805	Solyc04T001924.1
OG0015041	CDY07234	Solyc01T002780.1
OG0015047	CDY04785, CDY21390	Solyc10T000538.3
OG0015048	CDY39289, CDY68980	Solyc04T001923.1
OG0015052	CDX82861, CDX79093	Solyc02T001717.1
OG0015053	CDX74899	Solyc10T002135.1
OG0015060	CDY10297, CDY10665	Solyc09T002381.1
OG0015063	CDY38054	Solyc01T002617.1
OG0015064	CDX69527, CDY26420	PRAM_26301.1.p1
OG0015065	CDY16294, CDY33267	Solyc03T003140.1
OG0015066	CDY15588, CDX86514	Solyc07T001654.1
OG0015068	CDY26489, CDX69478	Solyc02T000794.1
OG0015069	CDY09704, CDX90532	Solyc01T001636.1
OG0015071	CDX77487, CDX85123	Solyc09T002827.1
OG0015073	CDY31064	Solyc07T001686.1
OG0015074	CDY24714, CDY05238	Solyc01T002168.1
OG0015075	CDX76401, CDY27412	Solyc02T000300.2
OG0015077	CDY29129, CDX75184	Solyc10T001098.2
OG0015080	CDX86714	Solyc05T000208.1
OG0015081	CDY38129	Solyc02T002214.1
OG0015082	CDX91763, CDY41862	Solyc10T000756.1
OG0015083	CDY32249	Solyc07T002692.1
OG0015085	CDY48914	Solyc01T002867.1
OG0015086	CDX73145, CDX68144, CDX85879	Solyc08T002585.1
OG0015088	CDX79097	Solyc02T001722.1
OG0015089	CDX79139, CDX82925	Solyc02T001776.1
OG0015090	CDY00648	Solyc10T002812.1, Solyc10T002128.1, Solyc09T000792.1
OG0015091	CDY28661	Solyc01T000107.1
OG0015093	CDY13809, CDX82041	Solyc01T000333.1
OG0015095	CDX72968	Solyc07T000116.1
OG0015096	CDY40376, CDY52382	Solyc05T000292.1
OG0015097	CDY04825	Solyc09T000868.1
OG0015099	CDY18106	Solyc11T000899.1
OG0015103	CDY21015	PRAM_26128.1.p1
OG0015104	CDX98799, CDX70187	Solyc01T000138.1
OG0015105	CDY07645	Solyc05T002562.1
OG0015107	CDY11756	Solyc05T001071.1
OG0015108	CDX67441, CDY65319	Solyc03T001148.1
OG0015109	CDY50696	Solyc11T000337.2
OG0015110	CDY38032	Solyc01T002767.1
OG0015111	CDY22280	Solyc11T002530.1
OG0015116	CDY68189	Solyc10T002052.1
OG0015117	CDX82936, CDX79151	Solyc11T000615.1
OG0015118	CDY71531, CDY67555	Solyc06T001089.1
OG0015119	CDY38024	Solyc05T002091.1
OG0015120	CDY40983, CDX99736	Solyc01T002643.1
OG0015121	CDY65396	Solyc10T000719.1
OG0015122	CDY07288, CDY29318	Solyc03T003585.1
OG0015123	CDY25450, CDY38494	Solyc10T001635.1
OG0015124	CDX92274, CDX99314	Solyc05T002208.1
OG0015125	CDY12762, CDX77528, CDX85088	Solyc04T000290.1
OG0015126	CDY40801, CDY71681, CDY45302	Solyc01T000217.1
OG0015127	CDY37693, CDY53783	Solyc02T001557.1
OG0015128	CDY03091, CDY17625	Solyc04T002626.1
OG0015129	CDX69986, CDX69985, CDY14017, CDX99036	Solyc06T001889.1
OG0015130	CDY64691, CDY36122	Solyc01T003661.1
OG0015131	CDX75811, CDX82446	Solyc07T000208.1
OG0015132	CDY56485, CDY51289	Solyc04T001989.3
OG0015133	CDY31299, CDY46827	Solyc04T001681.1
OG0015134	CDX98604, CDY01579	Solyc12T002555.1
OG0015136	CDY61819	Solyc06T001048.1, Solyc03T003297.1
OG0015138	CDX70438, CDY67814	Solyc01T002459.1
OG0015139	CDY06113, CDX72048	Solyc05T001277.1
OG0015140	CDX92571, CDY13930	Solyc01T002195.1
OG0015141	CDX74721	Solyc01T002712.1
OG0015143	CDY40798, CDY46953	Solyc04T000295.3
OG0015144	CDX93118, CDX89609	Solyc04T000297.1
OG0015145	CDY09903, CDY06272	Solyc06T002034.1
OG0015146	CDX71199, CDY32056	Solyc01T003917.1
OG0015147	CDX85748, CDY40111	Solyc08T001667.1
OG0015148	CDY24412, CDY36125	Solyc07T000405.1
OG0015149	CDY00906, CDY60166	Solyc10T002621.3
OG0015150	CDX82960, CDX79172	Solyc02T001105.1
OG0015151	CDY00780, CDX79218	Solyc08T002521.1
OG0015152	CDX72292, CDY13410	Solyc08T001719.1
OG0015153	CDY42572, CDY36359	Solyc02T002855.3
OG0015154	CDX90090, CDY11795	Solyc04T002567.1
OG0015155	CDX72024, CDY06099	Solyc03T001161.1
OG0015156	CDY42930, CDY49333	Solyc12T001138.1, Solyc12T001141.1
OG0015157	CDX74143	Solyc01T003293.1, Solyc09T002036.2
OG0015158	CDY32150, CDY31112	Solyc01T003290.1
OG0015160	CDY06033, CDX71946	Solyc01T003719.1
OG0015161	CDX79181, CDX68069	Solyc04T002314.1
OG0015162	CDY49602, CDY00030	Solyc01T001609.1
OG0015163	CDY72316	Solyc11T000865.1, Solyc11T000870.1
OG0015164	CDY61146, CDX89806	Solyc09T002636.2
OG0015165	CDX68978, CDX75354	Solyc11T002284.1
OG0015166	CDY37719, CDY23734	Solyc06T000204.1
OG0015167	CDY30257	Solyc04T002882.1
OG0015169	CDX92570, CDY13931	Solyc01T002191.1
OG0015170	CDY18936, CDX74720	Solyc05T002196.4
OG0015185	CDY10467, CDY40332, CDX80803, CDY55121	Solyc09T000514.1
OG0015194	CDY44883, CDX70198, CDX80923	Solyc11T000147.1
OG0015203	CDY35489, CDY12960, CDY02393	Solyc09T000064.1
OG0015205	CDY02110, CDY23034, CDY02109	Solyc05T002024.1
OG0015206	CDY58514, CDY02113, CDY23038	Solyc07T002697.1
OG0015223	CDY16829	Solyc03T002762.1
OG0015225	CDY66667, CDX84420, CDY66236, CDY16722	Solyc08T000160.1
OG0015236	CDY28075, CDX74055	Solyc06T001481.1, Solyc06T001480.1, Solyc06T002658.1
OG0015242	CDX74396	Solyc06T000305.1, Solyc06T000244.1
OG0015249	CDY49962, CDY22758, CDY22897, CDY44177	Solyc01T001891.1
OG0015252	CDY24533, CDY47215, CDY53047	Solyc03T000943.1
OG0015272	CDY16346, CDX84884, CDY45811	Solyc03T002224.1
OG0015273	CDY38120, CDY16425	Solyc10T000534.1
OG0015274	CDX91523, CDY16388, CDY37644, CDX74621	Solyc04T001634.1
OG0015321	CDY44547, CDY27289, CDY04456	Solyc05T000172.1
OG0015327	CDX97609, CDX76647, CDY11431	Solyc01T002130.1
OG0015336	CDY10314, CDY10677	Solyc09T002410.1
OG0015345	CDY61429, CDY43018, CDY17295, CDY19888	Solyc12T000007.1
OG0015348	CDY34272, CDX94313, CDY03466	Solyc01T003521.1
OG0015349	CDY03456, CDY34279	Solyc01T003574.1
OG0015367	CDX94298, CDX94295, CDX89313	Solyc07T001765.1
OG0015377	CDY58139, CDY71951	Solyc11T000342.1
OG0015399	CDY70624, CDY00492, CDY46932	Solyc03T000208.1
OG0015407	CDY64770, CDY17217, CDY37674, CDY62766	Solyc02T000432.1
OG0015409	CDX84679, CDX79537, CDY37704, CDY23720	Solyc12T002515.1
OG0015420	CDX68660	Solyc07T000134.1, Solyc12T000460.1
OG0015428	CDX69136, CDX75499	Solyc04T003024.1
OG0015448	CDX83338, CDX95714, CDY48541	Solyc06T000315.1
OG0015456	CDY49841, CDY52156, CDY54171, CDY01465	Solyc03T000832.1
OG0015470	CDX70368, CDX78399	Solyc08T000150.1, Solyc08T001655.1
OG0015487	CDY43996, CDY23595	Solyc07T002785.1, Solyc01T003495.1
OG0015493	CDX90099, CDY11776, CDY03933, CDY60279	Solyc07T001166.1
OG0015494	CDY03889	Solyc10T000763.1, Solyc10T001464.1
OG0015500	CDY44480, CDY17796, CDY16997, CDY20926, CDY20927	Solyc07T001757.1
OG0015507	CDY18274, CDX89772, CDY13071	Solyc08T002523.1
OG0015513	CDX98616, CDY01594, CDX78934, CDX99374, CDX99375	Solyc08T001772.1
