Orthogroup	Brassica_napus	Capsicum_anuum
OG0013808	CDY45528, CDY17579, CDY17572	CA12g14770, CA12g07120, CA10g07660
OG0013809	CDY12819, CDY01429, CDX81329	CA02g14600
OG0013810	CDX90716, CDY05052, CDY71119, CDY12017	CA01g21120
OG0013811	CDY33439, CDY42222, CDY25367	CA12g07810
OG0013814	CDX85630, CDX91100, CDY09865, CDY09826	CA01g21030
OG0013816	CDX88172, CDX80502, CDY05488, CDY05353	CA08g01950
OG0013817	CDX89608, CDX93117, CDY37212, CDX81449	CA11g10090
OG0013823	CDY37539, CDY43273	CA02g08420, CA02g28170
OG0013824	CDY45497	CA06g05290, CA03g06780, CA00g90890, CA03g07030, CA05g14580
OG0013825	CDX84218, CDY31681	CA06g26790, CA10g14050
OG0013826	CDY22215, CDY41321	CA12g06680, CA09g00880
OG0013827	CDY01772, CDX96116	CA02g23660, CA04g06340
OG0013828	CDY28746, CDY43142	CA02g20240, CA04g04070
OG0013829	CDY24315, CDX92947, CDY10652	CA03g07350, CA06g08840
OG0013830	CDX86529, CDY15571, CDY57814, CDY10188	CA00g71830
OG0013831	CDX90388	CA04g16960, CA00g98500, CA04g16940, CA04g16980, CA12g02800, CA05g01980
OG0013835	CDY65522, CDY12419, CDY27150, CDY12311	CA04g11580
OG0013836	CDX68265, CDY50639	CA06g15770, CA03g35310
OG0013837	CDY50631, CDY69046, CDX68201	CA00g16370
OG0013838	CDX95932, CDY40929	CA11g04010, CA01g17620
OG0013839	CDY39745, CDY58952	CA01g02450, CA01g34200
OG0013840	CDY41738	CA01g06590, CA08g11440, CA02g27580, CA09g05450, CA09g04980, CA09g04970
OG0013978	CDY13314	CA10g15950
OG0013979	CDY43386, CDY24234	CA07g21360
OG0013986	CDY37642, CDX74623	CA03g22090
OG0013987	CDX97976	CA08g00940
OG0013988	CDX74718	CA00g32730
OG0013992	CDX72385	CA08g02360
OG0013993	CDY27962, CDY64939	CA10g08540
OG0013995	CDY51719	CA00g64520
OG0013996	CDY23752	CA03g04580
OG0013999	CDY21233	CA06g23070
OG0014001	CDY11186, CDX80757	CA10g09020
OG0014002	CDY38016, CDX90045	CA08g07300
OG0014010	CDY66620	CA03g13710
OG0014017	CDY51806, CDX74735	CA01g11040
OG0014018	CDY34392, CDY25553	CA01g01990
OG0014020	CDY04836	CA10g13420
OG0014023	CDY49742, CDY22286	CA04g23670
OG0014026	CDY27961	CA09g11510
OG0014035	CDY43746	CA09g00190
OG0014036	CDY28642, CDY17355	CA01g28810
OG0014040	CDX75191	CA12g19230
OG0014044	CDY32519	CA10g12970
OG0014046	CDY33391, CDY30576	CA06g14980
OG0014047	CDY46833	CA04g21080
OG0014048	CDX67680	CA02g19320
OG0014056	CDX93139	CA01g31160
OG0014057	CDX80055	CA02g02570
OG0014063	CDY12335	CA12g15050
OG0014069	CDY65301, CDY52331	CA01g19040
OG0014072	CDY68968	CA00g95570
OG0014079	CDY45551	CA11g07120
OG0014092	CDY17545	CA03g05780
OG0014094	CDX89981	CA01g21970
OG0014095	CDY16447, CDY55035	CA02g16480
OG0014096	CDY37348	CA11g00180
OG0014102	CDY33772	CA11g04400
OG0014103	CDY32993	CA12g04980
OG0014111	CDY05310	CA09g10220
OG0014117	CDY07716	CA10g08870
OG0014119	CDY37219	CA08g16830
OG0014128	CDY47724	CA03g10140
OG0014130	CDX71167	CA01g31040
OG0014132	CDY33157	CA12g17980
OG0014133	CDY34253	CA03g17420
OG0014137	CDX81697	CA05g07940, CA11g00160
OG0014139	CDY66306	CA00g52650
OG0014140	CDY50837, CDY14959	CA03g26750
OG0014144	CDY66276	CA08g16760
OG0014153	CDY28004	CA00g87050
OG0014157	CDX74393, CDX91838	CA01g23210
OG0014158	CDY29851	CA05g03720
OG0014160	CDX90762, CDY05107	CA01g00160
OG0014163	CDX84982	CA11g00840
OG0014164	CDY05151, CDY27782	CA00g43940
OG0014166	CDY48244	CA01g27250
OG0014167	CDY52973	CA03g34350
OG0014173	CDY62421	CA01g07240
OG0014175	CDY49891, CDY45369	CA09g18420
OG0014176	CDY20941	CA08g14900
OG0014179	CDX91620, CDY27088	CA03g16510
OG0014180	CDX92717	CA03g17680
OG0014182	CDY39451, CDX77616	CA10g22240
OG0014183	CDX78337, CDX81096	CA05g05800
OG0014185	CDX96065, CDY01842	CA06g27350
OG0014187	CDY49306	CA06g26510
OG0014188	CDY18373	CA12g07010
OG0014189	CDY51078, CDY50023	CA08g10620
OG0014190	CDY33087	CA03g07870
OG0014192	CDY40345	CA08g13280
OG0014193	CDY41718, CDY59262	CA08g12350
OG0014195	CDY20176	CA03g34240
OG0014200	CDY09426, CDY48806	CA04g15100
OG0014205	CDX97989	CA11g01030
OG0014218	CDY05958, CDY08167	CA00g07110
OG0014220	CDY42100	CA10g17910
OG0014222	CDY14949	CA00g50140
OG0014223	CDY26058, CDY68240	CA03g34040
OG0014226	CDY22296, CDY49732	CA03g32660
OG0014228	CDX81027	CA07g12610
OG0014235	CDY48283	CA06g14150
OG0014238	CDX87087	CA03g02080
OG0014245	CDY56917	CA03g36110
OG0014253	CDY02510	CA07g16980
OG0014254	CDY72298	CA07g21500
OG0014264	CDY70728	CA03g14470
OG0014265	CDX86056	CA11g13720
OG0014268	CDY26445	CA04g11720
OG0014268	CDY42842	CA02g27140, CA08g14320
OG0014269	CDY68640	CA10g16260
OG0014271	CDY34646	CA02g17710
OG0014273	CDX71889	CA10g18230
OG0014274	CDY47790, CDY14970	CA04g11930
OG0014279	CDY42405, CDY10511	CA07g21270
OG0014281	CDY36927	CA03g26790
OG0014282	CDY38683, CDY37609	CA03g32340
OG0014291	CDX83161, CDY34037	CA03g24320
OG0014294	CDX98515	CA10g01670
OG0014297	CDX98473	CA07g16450
OG0014300	CDY08085	CA00g75250
OG0014304	CDY50277, CDY47802	CA04g15710
OG0014307	CDY38647, CDY54190	CA07g12190
OG0014311	CDX67598, CDY07542	CA06g13140
OG0014312	CDY34855	CA03g30520
OG0014315	CDX88094, CDX80432	CA03g20080
OG0014317	CDY39514, CDY47887	CA06g04370
OG0014318	CDY29361, CDY51331	CA04g22250
OG0014319	CDX77129, CDY30538	CA05g04940
OG0014321	CDX86026, CDX99156	CA11g14160
OG0014323	CDY33697	CA07g15710
OG0014325	CDX82021	CA12g08890
OG0014326	CDY34388, CDY25549	CA01g02060
OG0014329	CDX79575, CDX84631	CA01g20790
OG0014331	CDX98542	CA07g17580
OG0014338	CDY45725	CA09g00800
OG0014341	CDX90165, CDY43315	CA10g03730
OG0014342	CDX84457, CDY43767	CA02g13200
OG0014343	CDY71454	CA06g11810, CA05g13620, CA05g06760, CA01g18020
OG0014344	CDX68322, CDY49218	CA08g14600
OG0014345	CDY13841	CA08g18950, CA08g18940
OG0014348	CDY61915	CA02g03550
OG0014352	CDX84708, CDY32967, CDY39308	CA05g16830
OG0014355	CDY47414, CDX99049	CA03g15640
OG0014356	CDX71641	CA08g13440
OG0014357	CDY40656, CDX75466	CA08g18780
OG0014358	CDX87817	CA01g20990
OG0014359	CDY53738	CA02g18860
OG0014360	CDY15901, CDX99603	CA03g01090
OG0014361	CDX95137	CA06g24520
OG0014362	CDY33006, CDY54245	CA09g09630
OG0014364	CDY03736, CDY09457	CA05g10480
OG0014365	CDY46007	CA04g22570
OG0014366	CDX84475, CDY43779	CA08g16070
OG0014367	CDY12737	CA12g20690
OG0014369	CDX69863, CDY21628	CA05g19770
OG0014371	CDY24521	CA11g08240
OG0014373	CDX85490	CA12g02770
OG0014375	CDY36989, CDY13116	CA02g22050
OG0014377	CDY47840	CA01g00780
OG0014378	CDX80727, CDY35798	CA00g83080
OG0014382	CDY08068, CDY39581	CA03g25250
OG0014383	CDY49097, CDY39326	CA11g04760
OG0014391	CDY45557, CDY04155	CA10g13840
OG0014393	CDY54069	CA08g18030
OG0014394	CDY51288, CDX84536	CA12g12180
OG0014395	CDY05766, CDY31960	CA07g12680
OG0014402	CDX90765, CDY05109	CA01g00200
OG0014409	CDY68580, CDX79958	CA07g14530
OG0014412	CDY21075, CDY34599	CA01g07510
OG0014414	CDY72338, CDY53846	CA02g22690
OG0014418	CDY52308, CDX86709	CA03g33850
OG0014419	CDX83875, CDX96738	CA06g17800
OG0014422	CDY39316	CA11g05360
OG0014423	CDX70727, CDX78719	CA12g02110
OG0014424	CDY19004	CA07g13010
OG0014428	CDY44940	CA08g01540
OG0014434	CDY21717, CDX81863	CA03g33200
OG0014437	CDY01515	CA02g12420
OG0014438	CDY03615	CA03g12100
OG0014440	CDY43673	CA02g11660
OG0014441	CDY23104, CDY60535	CA02g13530
OG0014445	CDY42953	CA02g15900
OG0014446	CDY48717	CA03g05760
OG0014455	CDY49553, CDY61193	CA01g04030
OG0014456	CDY52899	CA06g18030
OG0014459	CDY26963	CA11g18370
OG0014460	CDY11081, CDX68207	CA03g28950
OG0014461	CDY23771	CA03g28860
OG0014464	CDX86499, CDY15601	CA01g21430
OG0014466	CDY18704, CDX81230	CA12g08320
OG0014467	CDY50660, CDY51752	CA05g11050
OG0014469	CDY32016, CDX67648	CA03g13960
OG0014471	CDY42855	CA06g18420
OG0014475	CDX90407, CDY01530	CA02g11490
OG0014477	CDY00828, CDY27903	CA06g26480
OG0014478	CDX70509	CA08g08920
OG0014486	CDY31661	CA01g09240
OG0014488	CDY61909, CDY02215	CA02g03340
OG0014490	CDY00969	CA10g21870
OG0014494	CDX97117	CA00g24930
OG0014496	CDX83586	CA11g08940
OG0014501	CDY14655, CDY14657	CA00g06860
OG0014503	CDY14333	CA06g21600
OG0014505	CDY69113, CDX72328	CA02g00740
OG0014513	CDX86430	CA04g08580
OG0014516	CDY43665	CA08g01840
OG0014517	CDX68991, CDX75367	CA08g16360
OG0014519	CDY68287	CA06g07440, CA11g13990, CA11g11170
OG0014524	CDX79085, CDX82850	CA02g16110
OG0014525	CDY69158	CA11g07430
OG0014526	CDX78888, CDX99435	CA02g13560
OG0014527	CDX91073	CA02g09190
OG0014530	CDY28065	CA12g08460
OG0014533	CDX78856	CA02g04370
OG0014534	CDX84311, CDY17255	CA00g85670
OG0014536	CDX77038	CA11g15140
OG0014538	CDX69887, CDY21605	CA03g27550
OG0014539	CDX83219	CA08g05280
OG0014540	CDY16634, CDY44735	CA02g15930
OG0014541	CDY08156	CA06g21820
OG0014555	CDY68075	CA10g04130
OG0014556	CDX84517	CA08g16210
OG0014557	CDY38442	CA02g16460
OG0014558	CDY54118, CDY12624	CA02g08090
OG0014560	CDY45599	CA00g68490
OG0014561	CDY43515, CDY06789	CA09g16590
OG0014563	CDY00929, CDY08606	CA12g04650
OG0014566	CDY44801	CA10g09520
OG0014567	CDX92396, CDY16603	CA01g00380
OG0014568	CDX83950, CDX96816	CA01g26620
OG0014570	CDX68506, CDX83055	CA03g17180
OG0014572	CDY35533, CDY29923	CA01g08000
OG0014577	CDY47739, CDY45875	CA03g33210
OG0014579	CDY12420	CA01g09420
OG0014581	CDY08736	CA02g25410
OG0014583	CDY60079, CDY04326	CA06g17980
OG0014587	CDY22587	CA01g08340
OG0014593	CDX81463, CDY37224	CA10g08190
OG0014597	CDX77468	CA01g03450
OG0014600	CDY18599, CDX81399	CA02g21920
OG0014601	CDY49389	CA07g21560
OG0014602	CDX92414, CDY16591	CA11g14850
OG0014603	CDY12800	CA02g14330
OG0014604	CDY32125	CA01g07790
OG0014607	CDY38595	CA11g01180
OG0014615	CDY18589	CA02g21310
OG0014618	CDY64420, CDY12254	CA01g07750
OG0014622	CDY19046	CA07g08180
OG0014623	CDY22582	CA01g08070
OG0014625	CDY10107, CDY47288	CA03g07400
OG0014627	CDX79235	CA12g00290
OG0014630	CDY49092, CDY62017	CA07g16880
OG0014631	CDY66559	CA01g03590
OG0014634	CDY22555	CA02g14570
OG0014637	CDY28664	CA00g07270
OG0014638	CDY12844	CA02g25090
OG0014639	CDY36475	CA02g05220
OG0014640	CDY50954, CDY47691	CA01g08890
OG0014641	CDY05050	CA03g29250
OG0014643	CDX90383, CDY52513	CA12g03100
OG0014644	CDY23594	CA03g15390
OG0014646	CDY60797, CDY16246	CA11g06870
OG0014648	CDY66138	CA08g03280
OG0014649	CDY26835	CA02g21730
OG0014650	CDY08096, CDY05886	CA03g17800
OG0014652	CDY26531, CDY33303	CA02g05980
OG0014654	CDY39708	CA00g89740
OG0014655	CDY36499, CDY08725	CA02g25270
OG0014656	CDY01316, CDY38347	CA05g04270
OG0014657	CDY28997	CA02g21950
OG0014659	CDY47745	CA03g30830
OG0014661	CDY12232	CA03g07620
OG0014662	CDX99895, CDY00497	CA03g16950
OG0014664	CDY20798, CDY06622	CA07g19180
OG0014665	CDX93729, CDY15314	CA03g23450
OG0014667	CDX98079	CA01g04750
OG0014668	CDY68473, CDY64912	CA03g07440
OG0014676	CDY69438, CDY17014	CA04g19070
OG0014679	CDY65146, CDY22905	CA06g21980
OG0014686	CDY19678, CDY27025	CA03g19440
OG0014687	CDX73220, CDY66814	CA04g22190
OG0014689	CDY17084	CA04g20800
OG0014691	CDX79786, CDY17890	CA10g01160
OG0014692	CDY11295	CA12g05620
OG0014697	CDX98377, CDX67798	CA06g21780
OG0014699	CDX88079, CDX80417	CA03g19310
OG0014700	CDX96242, CDY28816	CA07g17840
OG0014701	CDY01392	CA04g23090
OG0014702	CDX93470, CDX94938	CA04g21320
OG0014704	CDX78106, CDX73622	CA10g16690
OG0014709	CDX95191, CDY68038	CA04g22910
OG0014712	CDY33044, CDX80261	CA07g03670
OG0014715	CDY39034, CDY20372	CA04g21330
OG0014718	CDX94412	CA03g19950
OG0014722	CDY26688, CDY41032	CA07g05150
OG0014724	CDX74605, CDY53529	CA02g19040
OG0014731	CDY67750	CA00g85520
OG0014732	CDY45105	CA09g15120
OG0014736	CDY45184, CDY03022	CA00g74110
OG0014739	CDY05800	CA03g25880
OG0014742	CDY10688	CA11g15760
OG0014743	CDX98081	CA01g04800
OG0014745	CDY57423, CDY17393	CA07g20850
OG0014747	CDX68174	CA03g30100
OG0014749	CDX94725, CDY22331	CA02g00350
OG0014751	CDY35873	CA07g06570
OG0014753	CDY12393	CA07g03690
OG0014757	CDY24824, CDY62051	CA02g20770
OG0014759	CDY58629	CA05g12540
OG0014760	CDX70947, CDX88837	CA00g87300
OG0014764	CDY50711, CDX77549	CA01g32690
OG0014765	CDY55008, CDX80318	CA02g20870
OG0014769	CDY32232, CDY34446	CA04g00690
OG0014770	CDX81338, CDY18639	CA04g06470
OG0014771	CDY58956	CA01g02300
OG0014772	CDY08164, CDY05954	CA08g13580
OG0014779	CDY43059	CA04g18860
OG0014783	CDX68959	CA07g09880
OG0014790	CDY42383	CA07g20750
OG0014791	CDY33398	CA09g17160
OG0014793	CDY13390, CDX72272	CA07g01270
OG0014794	CDY06659, CDY10219	CA02g20270
OG0014795	CDY30098, CDX97696	CA10g02890
OG0014796	CDX92784	CA00g83070
OG0014799	CDY61347	CA06g19180
OG0014801	CDX98974	CA03g29890
OG0014802	CDY65780	CA06g25570
OG0014803	CDX85455	CA07g01680
OG0014804	CDY44179, CDY22900	CA01g26150
OG0014808	CDX67476	CA02g30540
OG0014809	CDY53358	CA06g05410
OG0014812	CDY09633	CA01g05600
OG0014813	CDY39816	CA02g27540
OG0014817	CDY45248, CDY54208	CA02g07940
OG0014818	CDX74241, CDX92007	CA00g18780
OG0014819	CDY50296, CDY06544	CA04g06780
OG0014821	CDX76854, CDY46067	CA02g25820
OG0014823	CDY17791, CDX77930	CA02g25670
OG0014824	CDY25205, CDY22824	CA07g19570
OG0014826	CDX75622, CDX69272	CA02g25570
OG0014827	CDX80403, CDX88064	CA03g18720
OG0014828	CDY08379, CDY47845	CA00g84050
OG0014833	CDY01097	CA10g21270
OG0014838	CDX93339, CDY18415	CA00g32570
OG0014840	CDY34012	CA04g16610
OG0014843	CDY69660, CDX76773	CA00g06800
OG0014844	CDY22333, CDX70093	CA01g29110
OG0014845	CDY40704	CA00g43870
OG0014850	CDY18154, CDY15451	CA06g14920
OG0014852	CDY17163	CA12g07040
OG0014854	CDX89947	CA03g08020
OG0014855	CDX80074, CDY37778	CA09g12090
OG0014857	CDY06325	CA02g31300
OG0014859	CDY06731, CDY17070	CA04g07300
OG0014860	CDX73932	CA10g20420
OG0014863	CDX79920, CDY23832	CA05g00870
OG0014864	CDY65634, CDY50392	CA03g24880
OG0014867	CDX87093	CA00g16040
OG0014868	CDY64725	CA10g17440
OG0014869	CDY30290, CDY30837	CA02g00080
OG0014871	CDY11391	CA01g22050
OG0014873	CDY57015, CDY00022	CA08g10330
OG0014875	CDY22096	CA03g10880
OG0014876	CDX69764, CDX97099	CA00g00170
OG0014884	CDX80118, CDY63856	CA03g24830
OG0014885	CDY19733, CDX99973	CA00g66920
OG0014887	CDX75211	CA08g03040
OG0014890	CDY28662	CA02g31370
OG0014893	CDX91814	CA01g24090
OG0014895	CDY34213, CDY28526	CA02g31280
OG0014897	CDY16039, CDY26600	CA04g22780
OG0014899	CDY52377	CA04g18730
OG0014902	CDX75068	CA09g00130
OG0014903	CDY41906, CDY50763	CA08g10720
OG0014904	CDX80617	CA00g67050
OG0014906	CDX93115	CA10g00770
OG0014909	CDX72094	CA10g22340
OG0014916	CDY11408, CDX76621	CA06g00080
OG0014918	CDX86468	CA02g29720
OG0014920	CDY08516	CA09g00150
OG0014923	CDY34036, CDX83160	CA03g24470
OG0014924	CDY13947, CDX92561	CA01g24910
OG0014925	CDY10260, CDY06689	CA10g09740
OG0014926	CDY62505	CA07g02500
OG0014927	CDY01424, CDY12826	CA02g14790
OG0014928	CDX95598, CDX83432	CA01g26440
OG0014929	CDY50415, CDX93099	CA00g20880
OG0014930	CDY54647, CDY29828	CA07g19740
OG0014932	CDY34952	CA05g16580
OG0014933	CDX69317, CDX75664	CA02g25120
OG0014934	CDY40126, CDX85739	CA09g10800
OG0014935	CDY34982, CDY52724	CA01g14160
OG0014936	CDY39196, CDX72232	CA07g00430
OG0014938	CDY45140, CDX79258	CA07g16220, CA07g16250, CA07g16240
OG0014940	CDY07473, CDY39260	CA05g06960
OG0014942	CDY42380	CA07g20800
OG0014946	CDX99353, CDX78953	CA02g00270
OG0014947	CDX71475, CDY04476	CA11g15330
OG0014950	CDX89912, CDY18150	CA05g06790
OG0014952	CDY49649, CDX69439	CA12g02500
OG0014954	CDY37550	CA02g27550
OG0014955	CDY17287	CA07g19150
OG0014957	CDX93163, CDY06970	CA06g07170
OG0014958	CDY53365, CDY45453	CA06g25020
OG0014959	CDY68163	CA11g15540
OG0014961	CDX87446, CDX88460	CA07g16690
OG0014969	CDX71630, CDY05813	CA06g21020
OG0014970	CDX75624, CDX69273	CA04g07940
OG0014975	CDY37859	CA07g19720
OG0014986	CDY50087	CA02g19550
OG0014990	CDX79324, CDY22281	CA10g00750
OG0014991	CDY50322	CA00g67190
OG0014992	CDY53756	CA07g20330
OG0014994	CDY34841, CDY66806	CA12g10780
OG0014996	CDY15727, CDY03901	CA03g31210
OG0014997	CDY49048, CDY37527	CA02g29190
OG0014998	CDY21292, CDX90851	CA07g14590
OG0014999	CDY28024, CDY35956	CA07g09670
OG0015001	CDY54233	CA09g00540
OG0015002	CDX97098	CA06g14280
OG0015003	CDY70538, CDX95189	CA04g23650
OG0015004	CDY02136, CDY23060	CA03g12520
OG0015005	CDY61704, CDY29320	CA04g07380
OG0015006	CDY39582, CDY08069	CA07g05280
OG0015008	CDY21047, CDY31262	CA01g04230
OG0015009	CDX82747, CDY35896	CA02g14620
OG0015010	CDX82023, CDY13821	CA01g19630
OG0015011	CDY09347, CDY62178	CA11g04730
OG0015012	CDY72275, CDX86833	CA01g00760
OG0015013	CDX71886, CDY65826	CA05g02020
OG0015015	CDX79119	CA02g13440
OG0015016	CDY60167, CDY00908	CA05g00440
OG0015017	CDX77337, CDY70592	CA02g29010
OG0015020	CDX87004, CDY37907	CA03g22660
OG0015021	CDY26101, CDY08244	CA08g01630
OG0015022	CDX93412, CDY55049	CA11g06880
OG0015023	CDY00230, CDX86954	CA03g30760
OG0015024	CDY58391, CDY16189	CA11g04370
OG0015025	CDY54070	CA08g18010, CA08g10740
OG0015027	CDX89610, CDX93119	CA12g00090
OG0015028	CDX77532, CDX85081	CA02g14990
OG0015029	CDX99468, CDX78857	CA02g04430
OG0015030	CDX83006	CA09g12070
OG0015031	CDY49025	CA02g19730
OG0015032	CDY38035	CA01g19390
OG0015041	CDY07234	CA01g19470
OG0015042	CDY27992, CDY66585	CA06g21010
OG0015043	CDY26422, CDX69525	CA02g27750
OG0015046	CDY38090, CDX85489	CA03g03130
OG0015049	CDX84635, CDX79572	CA02g10610
OG0015053	CDX74899	CA10g11170
OG0015058	CDY49016, CDY49497	CA02g00650
OG0015059	CDY47184, CDY02601	CA02g10390
OG0015060	CDY10297, CDY10665	CA03g07060
OG0015061	CDY27533, CDY37307	CA03g36780
OG0015063	CDY38054	CA00g67840
OG0015064	CDX69527, CDY26420	CA02g27770
OG0015066	CDY15588, CDX86514	CA07g06680
OG0015070	CDX84262, CDY31664	CA02g10350
OG0015071	CDX77487, CDX85123	CA03g04120
OG0015073	CDY31064	CA07g07870
OG0015080	CDX86714	CA11g05370
OG0015081	CDY38129	CA02g23770
OG0015083	CDY32249	CA07g20180
OG0015084	CDX87422, CDX88491	CA04g13990
OG0015085	CDY48914	CA08g07460
OG0015088	CDX79097	CA02g18140
OG0015089	CDX79139, CDX82925	CA02g18750
OG0015091	CDY28661	CA01g11430
OG0015092	CDY27161, CDY12437	CA02g10340
OG0015094	CDY16979, CDX69420	CA12g04490
OG0015095	CDX72968	CA07g01330
OG0015096	CDY40376, CDY52382	CA00g57520
OG0015097	CDY04825	CA09g09570
OG0015099	CDY18106	CA04g10300
OG0015103	CDY21015	CA02g18460
OG0015104	CDX98799, CDX70187	CA01g10730
OG0015105	CDY07645	CA05g18510
OG0015107	CDY11756	CA11g08590
OG0015108	CDX67441, CDY65319	CA04g06520
OG0015109	CDY50696	CA12g04380
OG0015110	CDY38032	CA01g19350
OG0015111	CDY22280	CA11g13880
OG0015114	CDY45642, CDX87867	CA03g35960
OG0015116	CDY68189	CA10g08850
OG0015120	CDY40983, CDX99736	CA01g27810
OG0015121	CDY65396	CA10g10040
OG0015122	CDY07288, CDY29318	CA03g36560
OG0015123	CDY25450, CDY38494	CA10g07030
OG0015127	CDY37693, CDY53783	CA02g16120
OG0015128	CDY03091, CDY17625	CA00g84300
OG0015130	CDY64691, CDY36122	CA00g60590
OG0015131	CDX75811, CDX82446	CA07g02640
OG0015133	CDY31299, CDY46827	CA12g14230
OG0015134	CDX98604, CDY01579	CA12g18700
OG0015136	CDY61819	CA03g34120
OG0015138	CDX70438, CDY67814	CA01g21000
OG0015139	CDY06113, CDX72048	CA12g15900
OG0015140	CDX92571, CDY13930	CA01g23680
OG0015143	CDY40798, CDY46953	CA05g05810
OG0015144	CDX93118, CDX89609	CA05g05790
OG0015145	CDY09903, CDY06272	CA06g20180
OG0015146	CDX71199, CDY32056	CA08g17030
OG0015149	CDY00906, CDY60166	CA10g16790
OG0015150	CDX82960, CDX79172	CA02g10140
OG0015151	CDY00780, CDX79218	CA01g00770
OG0015153	CDY42572, CDY36359	CA02g30070
OG0015154	CDX90090, CDY11795	CA04g17670
OG0015155	CDX72024, CDY06099	CA03g13930
OG0015157	CDX74143	CA00g66940
OG0015158	CDY32150, CDY31112	CA00g66910
OG0015160	CDY06033, CDX71946	CA08g15560
OG0015161	CDX79181, CDX68069	CA04g09090
OG0015162	CDY49602, CDY00030	CA09g04530
OG0015163	CDY72316	CA00g03090
OG0015164	CDY61146, CDX89806	CA03g02870
OG0015165	CDX68978, CDX75354	CA11g19160
OG0015166	CDY37719, CDY23734	CA06g01550
OG0015167	CDY30257	CA04g23070
OG0015169	CDX92570, CDY13931	CA01g24360
OG0015170	CDY18936, CDX74720	CA05g11920
OG0015194	CDY44883, CDX70198, CDX80923	CA12g07640
OG0015198	CDX95229, CDX71644, CDY19663	CA03g18980
OG0015198	CDY63591	CA04g07450
OG0015201	CDY31395, CDY19021, CDX89224, CDX97398, CDY14269	CA11g04220
OG0015203	CDY35489, CDY12960, CDY02393	CA09g04340
OG0015205	CDY02110, CDY23034, CDY02109	CA05g10150
OG0015206	CDY58514, CDY02113, CDY23038	CA07g20240
OG0015214	CDY68461, CDY54650, CDX90498, CDY71230	CA07g15340, CA03g21890
OG0015219	CDY16782, CDX87245, CDY29260, CDX89290, CDY16778	CA03g15580
OG0015223	CDY16829	CA05g08510, CA12g05290, CA12g07580, CA02g27150
OG0015242	CDX74396	CA06g00090, CA06g01340
OG0015251	CDY71778, CDY18735, CDX95074, CDX93574	CA03g00380
OG0015252	CDY24533, CDY47215, CDY53047	CA10g16670, CA10g17150
OG0015259	CDY10979	CA01g29820
OG0015259	CDY55944	CA01g21160, CA01g10260
OG0015272	CDY16346, CDX84884, CDY45811	CA03g22600
OG0015273	CDY38120, CDY16425	CA00g34840
OG0015274	CDX91523, CDY16388, CDY37644, CDX74621	CA12g11400
OG0015291	CDY43966, CDY35158, CDY03225, CDY43967, CDX87723	CA02g05550
OG0015299	CDX92877, CDY29909, CDY38387, CDY35189	CA09g07500
OG0015321	CDY44547, CDY27289, CDY04456	CA11g05920
OG0015327	CDX97609, CDX76647, CDY11431	CA01g24420
OG0015336	CDY10314, CDY10677	CA04g00250, CA03g06760
OG0015346	CDY03486, CDY34258, CDY10988, CDX92616	CA01g00340
OG0015348	CDY34272, CDX94313, CDY03466	CA08g14870
OG0015349	CDY03456, CDY34279	CA08g14040
OG0015367	CDX94298, CDX94295, CDX89313	CA00g25260
OG0015370	CDY19289, CDY29174, CDX96183, CDY04376, CDY66180	CA00g85270
OG0015377	CDY58139, CDY71951	CA12g04310
OG0015378	CDY68340, CDY68339, CDY52590, CDY68964, CDY22927	CA06g20210
OG0015399	CDY70624, CDY00492, CDY46932	CA03g17100
OG0015420	CDX68660	CA09g18710
OG0015428	CDX69136, CDX75499	CA04g23440
OG0015429	CDX68644, CDY28178, CDY39197, CDX72233	CA07g00320
OG0015448	CDX83338, CDX95714, CDY48541	CA06g00140
OG0015456	CDY49841, CDY52156, CDY54171, CDY01465	CA02g01960
OG0015470	CDX70368, CDX78399	CA01g10200
OG0015474	CDY00257, CDY18426, CDX93348, CDY67825, CDY27676	CA04g16500
OG0015487	CDY43996, CDY23595	CA07g21040
OG0015494	CDY03889	CA00g36180, CA08g02910
OG0015504	CDY67376, CDY06288, CDY69678, CDY06290	CA08g03440, CA00g96210
OG0015507	CDY18274, CDX89772, CDY13071	CA01g00750
OG0015512	CDX99470, CDX97402, CDY33574, CDX78846, CDX99471	CA08g05530
OG0015518	CDX70269, CDY41414	CA01g29960, CA12g19400
OG0015519	CDY25229, CDY15134, CDX90070, CDY65393, CDX69646	CA08g06750
